host_time_unix,host_monotonic_s,phase,watts
1788739307.4670017,2219549.369744292,idle,17.21
1788739307.4770718,2219549.379814505,idle,17.21
1788739307.487147,2219549.38988964,idle,17.21
1788739307.497216,2219549.399958783,idle,17.21
1788739307.5072887,2219549.410031237,idle,17.21
1788739307.5173647,2219549.42010736,idle,17.21
1788739307.5274389,2219549.430181428,idle,17.21
1788739307.537508,2219549.440250815,idle,17.21
1788739307.5475843,2219549.450326992,idle,17.21
1788739307.5576546,2219549.460397142,idle,17.21
1788739307.5677261,2219549.470468875,idle,17.21
1788739307.5778012,2219549.480543918,idle,17.21
1788739307.587872,2219549.490619141,idle,17.21
1788739307.5979435,2219549.500686252,idle,17.21
1788739307.608015,2219549.510757891,idle,17.21
1788739307.6180909,2219549.5208334,idle,17.21
1788739307.6281607,2219549.530903368,idle,17.21
1788739307.6382325,2219549.54097533,idle,17.21
1788739307.6483052,2219549.551047903,idle,17.21
1788739307.658378,2219549.561120708,idle,17.21
1788739307.6684487,2219549.571191418,idle,17.21
1788739307.678525,2219549.581267569,idle,17.21
1788739307.6885953,2219549.591337869,idle,17.21
1788739307.698667,2219549.601409814,idle,17.21
1788739307.7087386,2219549.61148138,idle,17.21
1788739307.7188141,2219549.621557114,idle,17.21
1788739307.7288852,2219549.631627944,idle,17.21
1788739307.7389615,2219549.641704002,idle,17.21
1788739307.7490358,2219549.651778395,idle,17.21
1788739307.7591093,2219549.661852005,idle,17.21
1788739307.7691827,2219549.671925507,idle,17.21
1788739307.7792537,2219549.681996414,idle,17.21
1788739307.7893262,2219549.692068782,idle,17.21
1788739307.799401,2219549.702143594,idle,17.21
1788739307.809466,2219549.712208672,idle,17.21
1788739307.8195658,2219549.722308567,idle,17.21
1788739307.8296502,2219549.732392784,idle,17.21
1788739307.839724,2219549.742466612,idle,17.21
1788739307.8497958,2219549.752538586,idle,17.21
1788739307.8598685,2219549.762611171,idle,17.21
1788739307.869945,2219549.772687867,idle,17.52
1788739307.8800192,2219549.782761785,idle,17.52
1788739307.8900933,2219549.792836052,idle,17.52
1788739307.9001677,2219549.802910426,idle,17.52
1788739307.9102411,2219549.812983696,idle,17.52
1788739307.920315,2219549.823057874,idle,17.52
1788739307.9303887,2219549.833131381,idle,17.52
1788739307.9404645,2219549.843207135,idle,17.52
1788739307.950537,2219549.853279753,idle,17.52
1788739307.9606106,2219549.863353179,idle,17.52
1788739307.9706848,2219549.873427323,idle,17.52
1788739307.9807584,2219549.883501318,idle,17.52
1788739307.9908323,2219549.893574982,idle,17.52
1788739308.000906,2219549.903648636,idle,17.52
1788739308.01098,2219549.913722686,idle,17.52
1788739308.0210538,2219549.923796292,idle,17.52
1788739308.0311277,2219549.933870411,idle,17.52
1788739308.0412014,2219549.943944065,idle,17.52
1788739308.0512755,2219549.954018126,idle,17.52
1788739308.0613496,2219549.964092453,idle,17.52
1788739308.0714235,2219549.974166251,idle,17.52
1788739308.0814965,2219549.984239366,idle,17.52
1788739308.091737,2219549.994479864,idle,17.52
1788739308.1017497,2219550.004492845,idle,17.52
1788739308.1118166,2219550.014559444,idle,17.52
1788739308.1218896,2219550.02463235,idle,17.52
1788739308.1319628,2219550.034705591,idle,17.52
1788739308.1420362,2219550.044778853,idle,17.52
1788739308.15211,2219550.054852891,idle,17.52
1788739308.1621842,2219550.064926898,idle,17.52
1788739308.172258,2219550.075000385,idle,17.52
1788739308.1823325,2219550.085075022,idle,17.52
1788739308.1924055,2219550.095148135,idle,17.52
1788739308.202479,2219550.105221501,idle,17.52
1788739308.2125525,2219550.115295154,idle,17.52
1788739308.2226274,2219550.12537001,idle,17.52
1788739308.2327,2219550.135442772,idle,17.52
1788739308.2427745,2219550.145517127,idle,17.52
1788739308.2529016,2219550.155644514,idle,17.52
1788739308.26305,2219550.165792722,idle,17.52
1788739308.2731047,2219550.175847269,idle,17.52
1788739308.2831752,2219550.185917801,idle,17.52
1788739308.2932484,2219550.195991572,idle,17.52
1788739308.303322,2219550.206064817,idle,17.52
1788739308.3133962,2219550.216139052,idle,17.52
1788739308.3234704,2219550.226213023,idle,17.52
1788739308.3335426,2219550.236285399,idle,17.52
1788739308.3436172,2219550.246359987,idle,17.52
1788739308.353692,2219550.256434933,idle,17.52
1788739308.3637655,2219550.266508266,idle,17.52
1788739308.37384,2219550.276582889,idle,17.52
1788739308.3839135,2219550.286656169,idle,17.52
1788739308.3939884,2219550.296731266,idle,17.52
1788739308.4040632,2219550.306805859,idle,17.52
1788739308.4141362,2219550.316878842,idle,17.52
1788739308.4242108,2219550.326953532,idle,17.52
1788739308.4342847,2219550.33702743,idle,17.52
1788739308.4443583,2219550.347101108,idle,17.52
1788739308.4544322,2219550.357175178,idle,17.52
1788739308.4645066,2219550.367249368,idle,17.52
1788739308.4745805,2219550.37732329,idle,17.52
1788739308.4846537,2219550.387396396,idle,17.52
1788739308.4947276,2219550.397470334,idle,17.52
1788739308.5048015,2219550.407544296,idle,17.52
1788739308.5150964,2219550.417839253,idle,17.52
1788739308.525141,2219550.42788392,idle,17.52
1788739308.535212,2219550.437954767,idle,17.52
1788739308.5452898,2219550.448032529,idle,17.52
1788739308.5553632,2219550.458105771,idle,17.52
1788739308.5654366,2219550.468179313,idle,17.52
1788739308.5755105,2219550.478253142,idle,17.52
1788739308.5855844,2219550.488327008,idle,17.52
1788739308.595658,2219550.498400715,idle,17.52
1788739308.6057386,2219550.508481368,idle,17.52
1788739308.615806,2219550.518548892,idle,17.52
1788739308.6258812,2219550.52862371,idle,17.52
1788739308.635955,2219550.538697896,idle,17.52
1788739308.6460283,2219550.548770946,idle,17.52
1788739308.6561017,2219550.558844271,idle,17.52
1788739308.666175,2219550.568917688,idle,17.52
1788739308.6762486,2219550.57899129,idle,17.52
1788739308.6863227,2219550.589065299,idle,17.52
1788739308.6963973,2219550.599139916,idle,17.52
1788739308.7064717,2219550.609214412,idle,17.52
1788739308.7165449,2219550.61928742,idle,17.52
1788739308.7266185,2219550.629361495,idle,17.52
1788739308.7366931,2219550.639435928,idle,17.52
1788739308.7467673,2219550.649510118,idle,17.52
1788739308.7568429,2219550.659585513,idle,17.52
1788739308.7669168,2219550.669659447,idle,17.52
1788739308.7769907,2219550.679733489,idle,17.52
1788739308.7870648,2219550.689807542,idle,17.52
1788739308.7971382,2219550.699880877,idle,17.52
1788739308.8072119,2219550.709954393,idle,17.52
1788739308.817287,2219550.720029488,idle,17.52
1788739308.8273609,2219550.730103419,idle,17.52
1788739308.8374343,2219550.740177045,idle,17.52
1788739308.847509,2219550.750251724,idle,17.52
1788739308.857583,2219550.760325855,idle,17.52
1788739308.8676589,2219550.770401345,idle,15.09
1788739308.8777313,2219550.780474021,idle,15.09
1788739308.8878062,2219550.790548931,idle,15.09
1788739308.8978791,2219550.800621658,idle,15.09
1788739308.9079533,2219550.810695849,idle,15.09
1788739308.9180274,2219550.820770128,idle,15.09
1788739308.9281013,2219550.830844065,idle,15.09
1788739308.9381752,2219550.840917834,idle,15.09
1788739308.9482493,2219550.850992085,idle,15.09
1788739308.9583235,2219550.861066118,idle,15.09
1788739308.9684606,2219550.871203346,idle,15.09
1788739308.9786372,2219550.8813808,idle,15.09
1788739308.9886587,2219550.891401561,idle,15.09
1788739308.9987297,2219550.901472507,idle,15.09
1788739309.008802,2219550.911544644,idle,15.09
1788739309.0188723,2219550.921615032,idle,15.09
1788739309.0289428,2219550.93168566,idle,15.09
1788739309.0390139,2219550.94175664,idle,15.09
1788739309.0490837,2219550.951826472,idle,15.09
1788739309.0591552,2219550.9618979,idle,15.09
1788739309.0692244,2219550.971967228,idle,15.09
1788739309.0792947,2219550.982037365,idle,15.09
1788739309.0893652,2219550.992107832,idle,15.09
1788739309.0994356,2219551.002178146,idle,15.09
1788739309.1095011,2219551.012243988,idle,15.09
1788739309.1195698,2219551.022312387,idle,15.09
1788739309.1296391,2219551.032381849,idle,15.09
1788739309.1397076,2219551.042450387,idle,15.09
1788739309.1497796,2219551.052522046,idle,15.09
1788739309.159846,2219551.062588715,idle,15.09
1788739309.169914,2219551.072656935,idle,15.09
1788739309.1799839,2219551.082726518,idle,15.09
1788739309.1900566,2219551.092799157,idle,15.09
1788739309.2001224,2219551.102865142,idle,15.09
1788739309.2103763,2219551.113119058,idle,15.09
1788739309.220533,2219551.123275899,idle,15.09
1788739309.2305274,2219551.133270271,idle,15.09
1788739309.2405984,2219551.14334128,idle,15.09
1788739309.2506678,2219551.153410423,idle,15.09
1788739309.260737,2219551.163479595,idle,15.09
1788739309.270811,2219551.17355384,idle,15.09
1788739309.2808793,2219551.183622032,idle,15.09
1788739309.2909498,2219551.193692568,idle,15.09
1788739309.30102,2219551.203774096,idle,15.09
1788739309.3110898,2219551.213832328,idle,15.09
1788739309.3211591,2219551.223901804,idle,15.09
1788739309.33123,2219551.233972651,idle,15.09
1788739309.3413002,2219551.244042856,idle,15.09
1788739309.3513703,2219551.254112953,idle,15.09
1788739309.3614402,2219551.264183122,idle,15.09
1788739309.3715105,2219551.27425333,idle,15.09
1788739309.3815806,2219551.284323292,idle,15.09
1788739309.3916507,2219551.294393366,idle,15.09
1788739309.4017203,2219551.304463183,idle,15.09
1788739309.4117908,2219551.314533675,idle,15.09
1788739309.421862,2219551.32460453,idle,15.09
1788739309.4319303,2219551.334673118,idle,15.09
1788739309.4420013,2219551.344744151,idle,15.09
1788739309.45207,2219551.354812743,idle,15.09
1788739309.46214,2219551.364882849,idle,15.09
1788739309.47221,2219551.374952624,idle,15.09
1788739309.4822798,2219551.385022345,idle,15.09
1788739309.492352,2219551.395094712,idle,15.09
1788739309.5024202,2219551.405163034,idle,15.09
1788739309.51249,2219551.415232762,idle,15.09
1788739309.52256,2219551.425302607,idle,15.09
1788739309.5326297,2219551.435372392,idle,15.09
1788739309.542705,2219551.445447908,idle,15.09
1788739309.552771,2219551.455513731,idle,15.09
1788739309.5628405,2219551.465583281,idle,15.09
1788739309.57291,2219551.475652879,idle,15.09
1788739309.5829797,2219551.485722343,idle,15.09
1788739309.5930507,2219551.495793271,idle,15.09
1788739309.6031194,2219551.505862083,idle,15.09
1788739309.6131892,2219551.515931863,idle,15.09
1788739309.6232595,2219551.526002403,idle,15.09
1788739309.6333299,2219551.536072639,idle,15.09
1788739309.6433997,2219551.5461425,idle,15.09
1788739309.6534698,2219551.556212299,idle,15.09
1788739309.66354,2219551.566282795,idle,15.09
1788739309.6736097,2219551.576352458,idle,15.09
1788739309.6836805,2219551.586423171,idle,15.09
1788739309.6937506,2219551.596493315,idle,15.09
1788739309.7038183,2219551.606561003,idle,15.09
1788739309.7138882,2219551.61663095,idle,15.09
1788739309.7239585,2219551.626701322,idle,15.09
1788739309.734028,2219551.636770879,idle,15.09
1788739309.7440994,2219551.646841947,idle,15.09
1788739309.7541692,2219551.65691192,idle,15.09
1788739309.7642388,2219551.666981706,idle,15.09
1788739309.7743092,2219551.677051769,idle,15.09
1788739309.784375,2219551.687117654,idle,15.09
1788739309.7944427,2219551.697185511,idle,15.09
1788739309.804511,2219551.70725373,idle,15.09
1788739309.8145785,2219551.717321329,idle,15.09
1788739309.8246472,2219551.727389814,idle,15.09
1788739309.8347244,2219551.737467183,idle,15.09
1788739309.8447907,2219551.747533597,idle,15.09
1788739309.854859,2219551.757601813,idle,15.09
1788739309.864927,2219551.767669646,idle,15.09
1788739309.8749962,2219551.777738888,idle,14.71
1788739309.8850644,2219551.787807169,idle,14.71
1788739309.8951335,2219551.79787622,idle,14.71
1788739309.9052005,2219551.807943115,idle,14.71
1788739309.9152684,2219551.818011275,idle,14.71
1788739309.9253366,2219551.828079173,idle,14.71
1788739309.9354048,2219551.838147495,idle,14.71
1788739309.945473,2219551.848215713,idle,14.71
1788739309.9555411,2219551.858283982,idle,14.71
1788739309.9656098,2219551.868352374,idle,14.71
1788739309.9756846,2219551.878427427,idle,14.71
1788739309.9857464,2219551.888489184,idle,14.71
1788739309.9958146,2219551.898557433,idle,14.71
1788739310.0058837,2219551.908626245,idle,14.71
1788739310.0159554,2219551.918698112,idle,14.71
1788739310.0260231,2219551.928765927,idle,14.71
1788739310.036093,2219551.938835647,idle,14.71
1788739310.0461605,2219551.948903135,idle,14.71
1788739310.056229,2219551.95897185,idle,14.71
1788739310.0662997,2219551.969042461,idle,14.71
1788739310.0763671,2219551.979109943,idle,14.71
1788739310.086436,2219551.989178696,idle,14.71
1788739310.0965052,2219551.999247711,idle,14.71
1788739310.1065748,2219552.009317498,idle,14.71
1788739310.116639,2219552.019381651,idle,14.71
1788739310.1267056,2219552.029448386,idle,14.71
1788739310.136774,2219552.039516855,idle,14.71
1788739310.1468406,2219552.049583344,idle,14.71
1788739310.156907,2219552.059649822,idle,14.71
1788739310.1669745,2219552.069717059,idle,14.71
1788739310.1770427,2219552.079785391,idle,14.71
1788739310.1871085,2219552.089851384,idle,14.71
1788739310.1971748,2219552.099917541,idle,14.71
1788739310.207247,2219552.109989737,idle,14.71
1788739310.2173119,2219552.12005444,idle,14.71
1788739310.2273781,2219552.130120975,idle,14.71
1788739310.2374449,2219552.140187535,idle,14.71
1788739310.2475111,2219552.150253781,idle,14.71
1788739310.2575781,2219552.160321057,idle,14.71
1788739310.267647,2219552.170389725,idle,14.71
1788739310.2777123,2219552.18045506,idle,14.71
1788739310.2877817,2219552.19052426,idle,14.71
1788739310.297847,2219552.200589705,idle,14.71
1788739310.307915,2219552.210657767,idle,14.71
1788739310.3179808,2219552.220723385,idle,14.71
1788739310.3280473,2219552.230790137,idle,14.71
1788739310.3381133,2219552.240855913,idle,14.71
1788739310.3481803,2219552.250922856,idle,14.71
1788739310.358246,2219552.260988883,idle,14.71
1788739310.368313,2219552.271055897,idle,14.71
1788739310.3783796,2219552.281122322,idle,14.71
1788739310.3884473,2219552.291189857,idle,14.71
1788739310.398518,2219552.301260752,idle,14.71
1788739310.4085817,2219552.311324394,idle,14.71
1788739310.4186478,2219552.321390633,idle,14.71
1788739310.428714,2219552.331456667,idle,14.71
1788739310.4387822,2219552.341524942,idle,14.71
1788739310.4488478,2219552.351590661,idle,14.71
1788739310.458914,2219552.361656843,idle,14.71
1788739310.4689844,2219552.371726952,idle,14.71
1788739310.4790494,2219552.381792296,idle,14.71
1788739310.4891157,2219552.391858294,idle,14.71
1788739310.499182,2219552.401924846,idle,14.71
1788739310.5092504,2219552.411992943,idle,14.71
1788739310.519317,2219552.422059847,idle,14.71
1788739310.5293837,2219552.432126428,idle,14.71
1788739310.5394533,2219552.442196024,idle,14.71
1788739310.5495193,2219552.452262129,idle,14.71
1788739310.559586,2219552.46232873,idle,14.71
1788739310.5696526,2219552.472395337,idle,14.71
1788739310.5797188,2219552.482461749,idle,14.71
1788739310.5897858,2219552.492528528,idle,14.71
1788739310.5998526,2219552.502595219,idle,14.71
1788739310.609919,2219552.512661723,idle,14.71
1788739310.619985,2219552.522727754,idle,14.71
1788739310.6300519,2219552.532794596,idle,14.71
1788739310.6401176,2219552.542860585,idle,14.71
1788739310.650185,2219552.552927872,idle,14.71
1788739310.6602507,2219552.562993316,idle,14.71
1788739310.6703196,2219552.573062247,idle,14.71
1788739310.6803856,2219552.583128191,idle,14.71
1788739310.6904526,2219552.59319519,idle,14.71
1788739310.7005208,2219552.60326334,idle,14.71
1788739310.710589,2219552.613331529,idle,14.71
1788739310.720655,2219552.623397429,idle,14.71
1788739310.7307236,2219552.633466295,idle,14.71
1788739310.740788,2219552.643530723,idle,14.71
1788739310.7508585,2219552.653601086,idle,14.71
1788739310.7609267,2219552.663669377,idle,14.71
1788739310.7709954,2219552.67373804,idle,14.71
1788739310.781064,2219552.683806637,idle,14.71
1788739310.7911325,2219552.69387502,idle,14.71
1788739310.8012006,2219552.703943351,idle,14.71
1788739310.8112693,2219552.71401199,idle,14.71
1788739310.8213382,2219552.724080833,idle,14.71
1788739310.8314075,2219552.734150385,idle,14.71
1788739310.8414745,2219552.744217182,idle,14.71
1788739310.8515444,2219552.754286916,idle,14.71
1788739310.8616126,2219552.764355359,idle,14.71
1788739310.8716822,2219552.77442465,idle,15.28
1788739310.881751,2219552.784493612,idle,15.28
1788739310.8918192,2219552.794562017,idle,15.28
1788739310.9018877,2219552.804630409,idle,15.28
1788739310.9119563,2219552.81469884,idle,15.28
1788739310.922025,2219552.824767723,idle,15.28
1788739310.9320934,2219552.834836115,idle,15.28
1788739310.9421628,2219552.844905356,idle,15.28
1788739310.9522305,2219552.854973013,idle,15.28
1788739310.962302,2219552.865044684,idle,15.28
1788739310.9725263,2219552.875269231,idle,15.28
1788739310.9825685,2219552.885311273,idle,15.28
1788739310.9926343,2219552.895377078,idle,15.28
1788739311.002703,2219552.90544571,idle,15.28
1788739311.0127716,2219552.915519877,idle,15.28
1788739311.0228403,2219552.925583024,idle,15.28
1788739311.0329096,2219552.935652176,idle,15.28
1788739311.0429785,2219552.945721291,idle,15.28
1788739311.053047,2219552.955789786,idle,15.28
1788739311.0631146,2219552.965857498,idle,15.28
1788739311.0731835,2219552.975926156,idle,15.28
1788739311.083252,2219552.985994611,idle,15.28
1788739311.09332,2219552.996062685,idle,15.28
1788739311.1033876,2219553.006130382,idle,15.28
1788739311.1134574,2219553.016199987,idle,15.28
1788739311.1235266,2219553.026269321,idle,15.28
1788739311.1335962,2219553.036338954,idle,15.28
1788739311.1436644,2219553.046407087,idle,15.28
1788739311.1537335,2219553.056476054,idle,15.28
1788739311.1638026,2219553.066545225,idle,15.28
1788739311.17387,2219553.076612877,idle,15.28
1788739311.1839385,2219553.08668124,idle,15.28
1788739311.1940086,2219553.096751395,idle,15.28
1788739311.2040765,2219553.106819118,idle,15.28
1788739311.2141461,2219553.116888861,idle,15.28
1788739311.2242126,2219553.126955488,idle,15.28
1788739311.2343516,2219553.13709462,idle,15.28
1788739311.244517,2219553.147260503,idle,15.28
1788739311.254559,2219553.157301834,idle,15.28
1788739311.2646363,2219553.167379681,idle,15.28
1788739311.2747066,2219553.177450422,idle,15.28
1788739311.2847564,2219553.18749909,idle,15.28
1788739311.2948303,2219553.197573279,idle,15.28
1788739311.3048913,2219553.207634123,idle,15.28
1788739311.3149698,2219553.217713002,idle,15.28
1788739311.3250382,2219553.227781193,idle,15.28
1788739311.3351068,2219553.237850216,idle,15.28
1788739311.3451753,2219553.247918415,idle,15.28
1788739311.3552423,2219553.257985218,idle,15.28
1788739311.365315,2219553.268058189,idle,15.28
1788739311.3753855,2219553.278128757,idle,15.28
1788739311.385458,2219553.288201109,idle,15.28
1788739311.3955188,2219553.298262027,idle,15.28
1788739311.4055772,2219553.308319963,idle,15.28
1788739311.415645,2219553.318387625,idle,15.28
1788739311.4257147,2219553.328457321,idle,15.28
1788739311.4357836,2219553.33852635,idle,15.28
1788739311.445852,2219553.348594772,idle,15.28
1788739311.4559438,2219553.358686943,idle,15.28
1788739311.4660902,2219553.368833174,idle,15.28
1788739311.476122,2219553.378864641,idle,15.28
1788739311.486188,2219553.388930856,idle,15.28
1788739311.4962547,2219553.398997547,idle,15.28
1788739311.5063233,2219553.409066095,idle,15.28
1788739311.5163918,2219553.419134398,idle,15.28
1788739311.5264587,2219553.429201223,idle,15.28
1788739311.536528,2219553.439270836,idle,15.28
1788739311.546597,2219553.449339923,idle,15.28
1788739311.5566657,2219553.459408227,idle,15.28
1788739311.5667331,2219553.469475719,idle,15.28
1788739311.5768025,2219553.479545321,idle,15.28
1788739311.5868711,2219553.489613648,idle,15.28
1788739311.5969386,2219553.499681171,idle,15.28
1788739311.607008,2219553.509750615,idle,15.28
1788739311.6170757,2219553.519818468,idle,15.28
1788739311.6271415,2219553.529884101,idle,15.28
1788739311.6372073,2219553.539950104,idle,15.28
1788739311.6472769,2219553.550019444,idle,15.28
1788739311.6573427,2219553.560085467,idle,15.28
1788739311.6674087,2219553.570151258,idle,15.28
1788739311.6774757,2219553.580218226,idle,15.28
1788739311.6875517,2219553.59029436,idle,15.28
1788739312.664379,2219554.567122267,active:t08:vision_ccd_to_fusion,34.9
1788739312.6744437,2219554.577186747,active:t08:vision_ccd_to_fusion,34.9
1788739312.6845117,2219554.587254389,active:t08:vision_ccd_to_fusion,34.9
1788739312.6945782,2219554.597320841,active:t08:vision_ccd_to_fusion,34.9
1788739312.7046425,2219554.60738531,active:t08:vision_ccd_to_fusion,34.9
1788739312.714711,2219554.617453697,active:t08:vision_ccd_to_fusion,34.9
1788739312.7247763,2219554.627519053,active:t08:vision_ccd_to_fusion,34.9
1788739312.734845,2219554.637587713,active:t08:vision_ccd_to_fusion,34.9
1788739312.744911,2219554.647653652,active:t08:vision_ccd_to_fusion,34.9
1788739312.7549777,2219554.657720627,active:t08:vision_ccd_to_fusion,34.9
1788739312.7650433,2219554.667785885,active:t08:vision_ccd_to_fusion,34.9
1788739312.7751083,2219554.677850969,active:t08:vision_ccd_to_fusion,34.9
1788739312.7851796,2219554.6879228,active:t08:vision_ccd_to_fusion,34.9
1788739312.7952461,2219554.697988768,active:t08:vision_ccd_to_fusion,34.9
1788739312.805311,2219554.708053643,active:t08:vision_ccd_to_fusion,34.9
1788739312.8153768,2219554.718119357,active:t08:vision_ccd_to_fusion,34.9
1788739312.8254428,2219554.728185508,active:t08:vision_ccd_to_fusion,34.9
1788739312.835515,2219554.738257855,active:t08:vision_ccd_to_fusion,34.9
1788739312.845577,2219554.748319575,active:t08:vision_ccd_to_fusion,34.9
