epoch,train_loss,train_kl,train_cc,train_sim,train_nss,train_map_kd,train_router_balance,train_router_importance,train_phase_dc,train_ccd_operating_point,train_samples,train_epoch_time_sec,validation_samples,validation_kld,validation_cc,validation_sim,validation_nss,validation_auc_judd,validation_mae
27,0.19427630811333657,0.14170255520939826,0.833427669620514,0.8024698279380799,1.0059105222225189,0.0,2.0,3.0,0.0,1.024804967212677,10000,162.30811957269907,5000,0.12150166074037552,0.8493841450691223,0.8165498497962952,0.9568043632507324,0.7673324983605564,0.0785199326634407
28,0.19299317719340325,0.14109161404371262,0.8342814885139466,0.802972247838974,1.0070774520397185,0.0,2.0,3.0,0.0,1.0246558977127076,10000,202.93430445343256,5000,0.12086101801395416,0.8520064531326293,0.8179974897384643,0.9552192776679993,0.7674961707700463,0.08322042794823646
29,0.1914514476120472,0.14040944721102713,0.8354004642486572,0.8035575783729553,1.008589165830612,0.0,2.0,3.0,0.0,1.0245273671150208,10000,152.09396556019783,5000,0.12129527357816697,0.8507519065856933,0.817172359752655,0.9553505687713623,0.7673115942420371,0.079797141623497
30,0.19026236538887023,0.13991566722393037,0.8362390462398529,0.8039789060592651,1.010271874523163,0.0,2.0,3.0,0.0,1.024406904411316,10000,154.61614843457937,5000,0.12133751722574233,0.851815450668335,0.8173869782447815,0.9565195419311523,0.7673238836787468,0.08322163129448891
31,0.18811375218629836,0.13885055062770843,0.8376668391704559,0.8047466767311097,1.012021554851532,0.0,2.0,3.0,0.0,1.0242724425315857,10000,179.4314677193761,5000,0.12352901847362519,0.8464809506416321,0.815202897644043,0.9543208708763122,0.7668131231928568,0.07897480998039245
32,0.18803620002269744,0.13886919362545014,0.8378117590904236,0.8048232480525971,1.0120255832195282,0.0,2.0,3.0,0.0,1.0240629758834838,10000,174.3200689777732,5000,0.11964078825712204,0.8513849840164185,0.8181593330383301,0.9559134691238403,0.7676623654347416,0.08255261708498002
33,0.18656608144640924,0.13817443754673003,0.8387620954513549,0.8052710391521454,1.0139669651508332,0.0,2.0,3.0,0.0,1.0243575521469117,10000,155.31320137530565,5000,0.11987219352722168,0.8524113775253296,0.8182298504829407,0.9581620538711548,0.7676637693382292,0.08225708720088006
34,0.18533696160912513,0.1376284026145935,0.8396784560680389,0.805853802871704,1.0146807600975036,0.0,2.0,3.0,0.0,1.0239658370018005,10000,147.55624609440565,5000,0.12110264178514481,0.8511376431465149,0.8170353260993958,0.9575934526443481,0.7673448260952755,0.08225651633739471
35,0.1845689126253128,0.13726667804718018,0.8402684854507446,0.8061154710292816,1.0151360620498657,0.0,2.0,3.0,0.0,1.02394770860672,10000,142.83372879773378,5000,0.11878965121507645,0.853825466632843,0.8189682871818542,0.9590875385284424,0.7679740642820747,0.08208844791650773
36,0.1835171029984951,0.13676120529770852,0.8408765524864197,0.8064937920570373,1.0166230398654938,0.0,2.0,3.0,0.0,1.0239964625358582,10000,162.19520942121744,5000,0.11776277656555176,0.8556154577255249,0.8200514408111572,0.9617421466827393,0.7684211955546264,0.08013886848092079
37,0.18160161368846894,0.1358994852244854,0.8422835315704346,0.8072290230274201,1.0182153944015504,0.0,2.0,3.0,0.0,1.0236346492767334,10000,172.48144783824682,5000,0.11852399988174439,0.8538795390129089,0.8191782661437988,0.9637657914161682,0.7685855166258602,0.07627323264479637
38,0.18102095349431038,0.13585250524878503,0.842922725534439,0.8072601128578186,1.020258307170868,0.0,2.0,3.0,0.0,1.023533639717102,10000,140.48211029171944,5000,0.11796395678520202,0.8547976675987243,0.8197028848648071,0.9611774512290955,0.7683273905316441,0.08099644505381584
39,0.18018142073750495,0.13525407799482345,0.8433300698757171,0.8076146306991577,1.0197794624328613,0.0,2.0,3.0,0.0,1.023699228668213,10000,146.97075464576483,5000,0.11715442109107971,0.8567302668571473,0.8208682473182678,0.963538765335083,0.7686950545907456,0.0797818235874176
40,0.17897806931734084,0.13471556022167205,0.844128016614914,0.808091822719574,1.0212268641471862,0.0,2.0,3.0,0.0,1.0236081471443177,10000,149.29532776027918,5000,0.11674587301015854,0.8565627808570861,0.8203688817977906,0.9637386306762695,0.7685758489814594,0.08014183006882668
41,0.1775264381468296,0.13390792050361633,0.8450434172153473,0.808777801656723,1.0213612454891206,0.0,2.0,3.0,0.0,1.0235401830673219,10000,130.59729150682688,5000,0.11960497637987137,0.8552834910392761,0.8190256831169128,0.963208507347107,0.7684052527679586,0.07899292164444924
42,0.17777950266599654,0.13419707285165786,0.8451342050552368,0.8086000002861023,1.021716212272644,0.0,2.0,3.0,0.0,1.0235578300476074,10000,116.36990385502577,5000,0.11648909885883331,0.8567071252822877,0.8208086520195007,0.9650402420043945,0.7688356088601048,0.0775145837187767
43,0.17580178118944167,0.13338989230394363,0.8465501261234284,0.8092553448200226,1.0246354732513427,0.0,2.0,3.0,0.0,1.0232169267654418,10000,98.0758111178875,5000,0.11768280580043793,0.8568129538536072,0.8203695275306702,0.9652521530151367,0.7684699751828759,0.07749512000083923
44,0.1757586468100548,0.13311875101327897,0.8462887133598328,0.8094788048744201,1.023121927022934,0.0,2.0,3.0,0.0,1.0233074536323548,10000,211.3239877074957,5000,0.1171951560497284,0.8559586194992066,0.8201513758659362,0.9654965091705322,0.7687029646626845,0.0765659560918808
45,0.17452095470428466,0.1325438771724701,0.8471459059238434,0.8099098758697509,1.0243986023426055,0.0,2.0,3.0,0.0,1.0233681316375733,10000,103.76621141284704,5000,0.11566449162960052,0.858129714012146,0.8215264751434326,0.9659216462135315,0.7688555371876364,0.0771293699145317
46,0.17409068745374678,0.1323046691119671,0.8474397073745727,0.8100381023406983,1.024469048690796,0.0,2.0,3.0,0.0,1.0231152591705321,10000,130.36316563934088,5000,0.11587192932367325,0.8574888675689697,0.8213210412979126,0.9663327954292298,0.7690790759988088,0.07715525867938995
47,0.17270388938188552,0.13184965497851373,0.8485685972690582,0.8104916385650635,1.0269665106773376,0.0,2.0,3.0,0.0,1.022904836845398,10000,182.17490134388208,5000,0.11608969360589981,0.858283736038208,0.8212664397239685,0.9664668184280395,0.7689832702346132,0.07997087373137474
48,0.1726110623717308,0.1317514924645424,0.8485596565246583,0.810573699092865,1.0267651929855346,0.0,2.0,3.0,0.0,1.0229672603607178,10000,153.91893630474806,5000,0.11905597549676895,0.8551008809089661,0.8190272200584412,0.9646509244918823,0.7681548763281026,0.07784281677603722
49,0.1716978309035301,0.13138278763890265,0.849218385887146,0.8109141536712646,1.0280709589481354,0.0,2.0,3.0,0.0,1.0229936507225037,10000,129.90382593125105,5000,0.11945521312952041,0.8554630695343017,0.8191422652244568,0.9656359767913818,0.7685952678436478,0.07655207032561302
50,0.17055146047472955,0.13094625148177147,0.8502200462818146,0.8111671835422516,1.02950477309227,0.0,2.0,3.0,0.0,1.0228754041671753,10000,163.55085664242506,5000,0.11995496344566345,0.8535496220588684,0.8182943745613098,0.9646438430786133,0.7678988441555641,0.07676069254279137
51,0.17011679942011834,0.13070403805971145,0.850422688961029,0.811399061870575,1.029815827035904,0.0,2.0,3.0,0.0,1.0227728532791138,10000,151.456962749362,5000,0.11827349405288697,0.8552428168296814,0.8193116107940673,0.9666902983665466,0.7687574271167443,0.0760089303612709
52,0.16950569863915443,0.13032155871987341,0.8507367247104645,0.8116426970005035,1.0299054995059966,0.0,2.0,3.0,0.0,1.0226864460945129,10000,181.0307141467929,5000,0.11802505645751953,0.8564811183929444,0.8199697809219361,0.967683961391449,0.7687543405384623,0.07700483976006507
53,0.16817808389663697,0.1298205583870411,0.8517694787025452,0.8122222097396851,1.031565762424469,0.0,2.0,3.0,0.0,1.0227198176383971,10000,179.03562074899673,5000,0.11531970551013947,0.8609581207275391,0.8226355944633484,0.9686832063674927,0.7694989292191482,0.0782542345881462
54,0.16755733709931372,0.12951761628985406,0.8521741237163544,0.8123516906738282,1.032359911775589,0.0,2.0,3.0,0.0,1.022534975719452,10000,281.5706096291542,5000,0.11542766624689102,0.8589884757995605,0.822010952949524,0.9679501418113708,0.769266857464045,0.07844840384721756
55,0.1667187750160694,0.12915077610611916,0.8528149958610535,0.8126058105945587,1.0332017184257507,0.0,2.0,3.0,0.0,1.0223561965942383,10000,195.87566474825144,5000,0.11632806662321091,0.8598636385917664,0.8217958944320679,0.9691905864715576,0.7691904215268368,0.07814826508164406
56,0.16637965620756148,0.12891264719963075,0.8529340598583222,0.8128427695274353,1.0330537019729615,0.0,2.0,3.0,0.0,1.0225052103042602,10000,155.10402707010508,5000,0.11598455275297165,0.859788449382782,0.8215847498893738,0.9687504544258118,0.7691324239904768,0.07849466928839684
57,0.1664296077668667,0.1289862855553627,0.8529498960018158,0.8128071887969971,1.033269144010544,0.0,2.0,3.0,0.0,1.022349247932434,10000,1067.9971882030368,5000,0.11901893017292023,0.8557169728279114,0.8192481432914734,0.9672403719902039,0.768465519415293,0.07677582150697708
58,0.1655988310456276,0.12855101212859155,0.8535049188613891,0.8131547040939331,1.033630672979355,0.0,2.0,3.0,0.0,1.0226012350082399,10000,1039.9150156229734,5000,0.11644358812570572,0.8586506151199341,0.8210913394927979,0.9679632971763611,0.7689767628297951,0.07778756495714188
59,0.16479104617834092,0.12823079520463943,0.8541080555438996,0.8134541182994842,1.0346694301605224,0.0,2.0,3.0,0.0,1.0222376955032348,10000,836.6381174698472,5000,0.11286676516532898,0.8627402809143067,0.8241132705688476,0.9719996684074402,0.7699950941909464,0.0773074612557888
60,0.1643682015657425,0.128050001257658,0.8544092995643616,0.8135830162525177,1.0352887461185456,0.0,2.0,3.0,0.0,1.0223740840911866,10000,991.2538277432323,5000,0.11769217382669449,0.8584506779670715,0.8207908151626587,0.9687947083473205,0.768982761407734,0.0777207313477993
