epoch,epoch_time_sec,train_loss,train_heatmap_loss,train_coordinate_loss,train_router_balance_loss,train_router_importance_loss,train_phase_dc_loss,train_router_entropy,train_teacher_distill_loss,train_router_response_loss,train_pck_at_0.2_torso,train_pckh_at_0.5_head,train_mean_pixel_error,train_normalized_mean_error_torso,train_evaluated_joints,train_pck_evaluated_joints,train_pckh_evaluated_joints,train_samples,test_loss,test_heatmap_loss,test_coordinate_loss,test_pck_at_0.2_torso,test_pckh_at_0.5_head,test_mean_pixel_error,test_normalized_mean_error_torso,test_evaluated_joints,test_pck_evaluated_joints,test_pckh_evaluated_joints,test_samples,test_phase,test_epoch,test_model
68,150.98887688666582,0.053183170504893754,0.002920155250860323,0.2994342724345039,2.0,3.0,0.0,1.2652448202726573e-08,0.0,0.0,0.54117348374126,0.7156176995541345,30.273951402338735,0.4094800611120299,145773,145737,145111,10428,0.027424819067120552,0.002261161117814481,0.2516365758180618,0.6815,0.8131428571428572,17.78044325320609,0.2706832750892734,14000,14000,14000,1000,student_test,68,student
69,153.15484704822302,0.0531482240453071,0.0029148385408296926,0.2991380123432267,2.0,3.0,0.0,1.2566860895293964e-08,0.0,0.0,0.5423842786370061,0.7167566672873606,30.07123920586959,0.4069703711760009,145749,145738,144999,10428,0.02742680236697197,0.002267682165838778,0.25159119832515714,0.6796428571428571,0.8095,18.05887212070969,0.2742204403357226,14000,14000,14000,1000,student_test,69,student
70,154.85616713017225,0.05314180993421077,0.0029042774815316694,0.29917909526760933,2.0,3.0,0.0,1.2542499164232486e-08,0.0,0.0,0.5454508036467659,0.7185253963341243,30.042258984050008,0.40635697975200996,145783,145773,145395,10428,0.027423747658729552,0.0022612518994137645,0.2516249544620514,0.6771428571428572,0.8117857142857143,17.812227732867534,0.27148293066682466,14000,14000,14000,1000,student_test,70,student
71,159.56818295270205,0.053155311176465485,0.00290330543543066,0.2993242968121021,2.0,3.0,0.0,1.2097283122387281e-08,0.0,0.0,0.5465928426368077,0.7193082779289676,29.95966202157492,0.4049028863229631,145764,145752,145145,10428,0.02740126709640026,0.002242158177308738,0.2515910847187042,0.6785,0.8091428571428572,17.827348438655825,0.27158176698225406,14000,14000,14000,1000,student_test,71,student
72,294.6526019498706,0.053178106930848505,0.0029009092057668212,0.29957628877719883,2.0,3.0,0.0,1.207393969759365e-08,0.0,0.0,0.5478459543461704,0.7199103911769774,29.938313518271862,0.4046655871892815,145761,145749,145075,10428,0.02740628208220005,0.002247661585919559,0.2515862011909485,0.6828571428571428,0.8123571428571429,17.71415297123843,0.27013694872128474,14000,14000,14000,1000,student_test,72,student
73,309.3079205006361,0.053144588832156524,0.002896299417797615,0.29928704674416773,2.0,3.0,0.0,1.1997339916990014e-08,0.0,0.0,0.5488053343211706,0.7210375513127807,29.69026108209006,0.40125156047482013,145785,145773,145188,10428,0.027413146823644638,0.002254441908560693,0.2515870463848114,0.6858571428571428,0.8143571428571429,17.628561659848717,0.2684444322070943,14000,14000,14000,1000,student_test,73,student
74,425.07654842734337,0.0531678631241563,0.0028927853519145554,0.2995553076050041,2.0,3.0,0.0,1.1909006463409265e-08,0.0,0.0,0.550249083947466,0.7222302599397861,29.62094593165881,0.40092259699140037,145757,145734,145149,10428,0.02740841817855835,0.002251219777390361,0.25157197999954223,0.6804285714285714,0.8121428571428572,17.877993099625222,0.27300111898461155,14000,14000,14000,1000,student_test,74,student
75,454.51073625683784,0.05316836269172984,0.002885206369861766,0.2996357612949155,2.0,3.0,0.0,1.1675791192847226e-08,0.0,0.0,0.5525160210228754,0.7240719453182541,29.56991839743938,0.3992282841423087,145758,145746,145277,10428,0.02740007475018501,0.0022500344151631,0.25150039863586426,0.6828571428571428,0.8134285714285714,17.6313663093139,0.267822529160396,14000,14000,14000,1000,student_test,75,student
76,317.7689974308014,0.05315895972035377,0.0028842395415517464,0.29955137440721147,2.0,3.0,0.0,1.1422531879654425e-08,0.0,0.0,0.5542053766244459,0.7255267997988551,29.41620884825848,0.3975894215185323,145754,145742,145169,10428,0.02739461912214756,0.002232103208079934,0.25162515556812287,0.6887142857142857,0.8145714285714286,17.519604516354125,0.26683098850798137,14000,14000,14000,1000,student_test,76,student
77,781.7468962147832,0.05313706369288223,0.0028789886707042767,0.2993849122666014,2.0,3.0,0.0,1.1378478108751714e-08,0.0,0.0,0.5546843917630434,0.7266215788096255,29.36667149718586,0.39634149635616894,145794,145782,145198,10428,0.027391014486551284,0.002241480924189091,0.2514953325986862,0.6871428571428572,0.8150714285714286,17.68159348507452,0.26865242848054255,14000,14000,14000,1000,student_test,77,student
78,181.9832565113902,0.0531295750205847,0.0028787223719282623,0.29931246897110686,2.0,3.0,0.0,1.1545632824682472e-08,0.0,0.0,0.5554671368104767,0.7262297452707402,29.252380151206093,0.39528680971144975,145771,145771,145213,10428,0.027386864617466925,0.002234718030318618,0.2515214616060257,0.6850714285714286,0.817,17.42980993130404,0.2652590465474674,14000,14000,14000,1000,student_test,78,student
79,158.70451948791742,0.053126959158032616,0.0028737819589971696,0.2993359960869989,2.0,3.0,0.0,1.1434317427429733e-08,0.0,0.0,0.5559588087185011,0.7276286314918841,29.188062832141725,0.3949583000225325,145770,145759,145085,10428,0.02738055194914341,0.002225977466441691,0.25154573941230773,0.6844285714285714,0.8145714285714286,17.664732392130155,0.26895049833600904,14000,14000,14000,1000,student_test,79,student
80,155.84743325412273,0.05315429116711792,0.002870250786179523,0.2996445824794034,2.0,3.0,0.0,1.148333948920939e-08,0.0,0.0,0.55752406699648,0.7278897969871962,29.221648175273632,0.39468418281878836,145763,145739,145114,10428,0.027368684485554694,0.002216655395925045,0.25152028584480285,0.6898571428571428,0.8191428571428572,17.346774899376424,0.2644447319943494,14000,14000,14000,1000,student_test,80,student
81,152.5964868813753,0.053078088676467634,0.002865794016527727,0.29892709805538337,2.0,3.0,0.0,1.130071616082453e-08,0.0,0.0,0.5592136411980649,0.7298639915115269,28.954313027788693,0.3912378411896008,145735,145735,145138,10428,0.027382960438728333,0.002228147054091096,0.2515481312274933,0.6847857142857143,0.8157142857142857,17.520719163772384,0.26639646664471184,14000,14000,14000,1000,student_test,81,student
82,149.82060912251472,0.053097558206738206,0.0028615712845861613,0.2991639554191925,2.0,3.0,0.0,1.1265346440459685e-08,0.0,0.0,0.560560732272983,0.7307970390772939,28.914505766416777,0.3904234270201262,145783,145738,145225,10428,0.02735955873131752,0.002208959701471031,0.2515059863328934,0.6940714285714286,0.8226428571428571,17.06603269517435,0.2595837362786154,14000,14000,14000,1000,student_test,82,student
83,150.3067054823041,0.05306277517122147,0.002859912200089248,0.2988326697855742,2.0,3.0,0.0,1.115717479007315e-08,0.0,0.0,0.5607339399179326,0.7300717142463109,28.916856601801353,0.3912948520193591,145758,145734,145020,10428,0.02736296932399273,0.0022086827885359527,0.25154286229610445,0.6885714285714286,0.8193571428571429,17.340664153059812,0.26463541523146183,14000,14000,14000,1000,student_test,83,student
84,152.87219540029764,0.05311254771175538,0.0028544870414387107,0.2993847514289432,2.0,3.0,0.0,1.1184930492084712e-08,0.0,0.0,0.5632351831656344,0.733196211021607,28.696107783818594,0.3878500708781708,145797,145797,145369,10428,0.027365761891007423,0.002206841575913131,0.2515891981124878,0.6955,0.8217142857142857,17.224075028525533,0.26289825088097935,14000,14000,14000,1000,student_test,84,student
85,152.11513059586287,0.053146884136836464,0.0028544134817360877,0.29972891675291913,2.0,3.0,0.0,1.1226136845080116e-08,0.0,0.0,0.5636913829305447,0.7342085485172135,28.749967987440698,0.38814732648326117,145746,145734,145031,10428,0.02734857003390789,0.0021999225141480566,0.25148647105693817,0.695,0.8224285714285714,17.156143567125312,0.2618714020487743,14000,14000,14000,1000,student_test,85,student
86,153.08796034753323,0.05311753241881859,0.0028528617690508455,0.2994507985996203,2.0,3.0,0.0,1.1161735288154698e-08,0.0,0.0,0.5633940025932507,0.7332405314515684,28.790543407714413,0.38877248514796764,145775,145763,145112,10428,0.02735248573124409,0.002195767570286989,0.25156717777252197,0.6967857142857142,0.8225714285714286,17.12150027475413,0.2609604609604417,14000,14000,14000,1000,student_test,86,student
87,168.22214822471142,0.053096926234888306,0.0028491527570260093,0.29928188262586625,2.0,3.0,0.0,1.0918590032616193e-08,0.0,0.0,0.5653793642843912,0.7340814681629363,28.64659527331719,0.3877326782008839,145769,145757,145161,10428,0.02735300400853157,0.002191960448399186,0.25161043190956117,0.6962857142857143,0.8227142857142857,17.19908778861125,0.261978989912132,14000,14000,14000,1000,student_test,87,student
88,348.6964718401432,0.053074801314263495,0.0028442743350081874,0.2991092727188411,2.0,3.0,0.0,1.1003144990204953e-08,0.0,0.0,0.565989830299121,0.7358706361400293,28.546758930435743,0.3861921584553741,145751,145727,145141,10428,0.027351242274045943,0.0021957315383479,0.25155510210990906,0.6951428571428572,0.8209285714285715,16.969743389540618,0.25859086025734124,14000,14000,14000,1000,student_test,88,student
89,254.41999997198582,0.053125473165882474,0.0028420887346439117,0.29963764057883735,2.0,3.0,0.0,1.0944864846846088e-08,0.0,0.0,0.5681347185814474,0.7369132049983114,28.47735756525392,0.38457648098945973,145750,145726,145089,10428,0.027347932368516924,0.0021946279937401416,0.2515330386161804,0.6973571428571429,0.8235714285714286,16.91964780292035,0.2582277879790487,14000,14000,14000,1000,student_test,89,student
90,527.3951630443335,0.0530971229950907,0.0028413550172316925,0.2993615987968939,2.0,3.0,0.0,1.0983294921720912e-08,0.0,0.0,0.5674980273765824,0.7368047272000166,28.421663535796952,0.3841417341129463,145745,145745,145033,10428,0.027342710942029953,0.002194456839002669,0.25148253655433656,0.6981428571428572,0.8210714285714286,17.026170993235628,0.25934906728260365,14000,14000,14000,1000,student_test,90,student
91,233.6323097795248,0.05305429845676826,0.0028349888989434653,0.2989970345263011,2.0,3.0,0.0,1.0895443761968275e-08,0.0,0.0,0.5680716073939436,0.7364614971383706,28.334766810297317,0.3829165307321294,145795,145795,145197,10428,0.02734937198460102,0.0021931490264832975,0.2515622253417969,0.6986428571428571,0.8254285714285714,16.962439100260315,0.2589598183946307,14000,14000,14000,1000,student_test,91,student
92,157.5514198616147,0.05308967286032829,0.0028303880461516295,0.2993969400929545,2.0,3.0,0.0,1.0674094625616227e-08,0.0,0.0,0.5709601295173284,0.7398727728361744,28.21694766062494,0.38047986786449334,145772,145772,145252,10428,0.027330741837620735,0.0021849336009472607,0.2514580785036087,0.6995,0.8289285714285715,16.72939509009051,0.2545841956265667,14000,14000,14000,1000,student_test,92,student
93,156.6021989285946,0.05303074392776952,0.0028300428049268054,0.2988109613201103,2.0,3.0,0.0,1.0650764121825567e-08,0.0,0.0,0.5715795324325993,0.7400201459894302,28.087587782736026,0.3796337217255714,145733,145733,144942,10428,0.027331567242741585,0.0021834633238613605,0.25148103570938113,0.7004285714285714,0.8255,16.818918647468756,0.2563164132622694,14000,14000,14000,1000,student_test,93,student
94,156.52762442827225,0.05310283060566785,0.002828118602150789,0.29955100203822477,2.0,3.0,0.0,1.0755402911211808e-08,0.0,0.0,0.5721891014866598,0.7390618542498967,28.180933826743747,0.3805868309101318,145763,145763,145180,10428,0.027353219285607338,0.00220501577667892,0.2514820306301117,0.6952142857142857,0.8215714285714286,17.111127310556626,0.2606341121558951,14000,14000,14000,1000,student_test,94,student
95,157.8619563654065,0.05304777239548277,0.0028217804349267997,0.2990639550982191,2.0,3.0,0.0,1.078894515218223e-08,0.0,0.0,0.5727898249970844,0.7403158460457233,28.140777377515697,0.3807306904963407,145769,145769,145134,10428,0.027323935359716417,0.002178197151981294,0.2514573788642883,0.7007857142857142,0.8291428571428572,16.65506605659598,0.2535466045601422,14000,14000,14000,1000,student_test,95,student
96,159.4844938442111,0.0530664151885247,0.002821934059032571,0.29924872939985375,2.0,3.0,0.0,1.0693414484971311e-08,0.0,0.0,0.5750060032245892,0.7428325589399415,27.92480789765181,0.37746042903547505,145767,145755,145275,10428,0.027312191098928452,0.0021667037997394802,0.251454869389534,0.7027142857142857,0.8280714285714286,16.562842524067232,0.25196260177856905,14000,14000,14000,1000,student_test,96,student
97,152.91480825841427,0.05302764836442987,0.0028189903858936195,0.2988906135081696,2.0,3.0,0.0,1.0552114300104042e-08,0.0,0.0,0.576210244622088,0.7425200052382364,27.875339517899636,0.37901569194190066,145747,145735,145087,10428,0.02733059321343899,0.0021779094226658346,0.25152683413028715,0.6985,0.8245,16.993354939155946,0.25924200287327065,14000,14000,14000,1000,student_test,97,student
98,158.9541284069419,0.0530206228427426,0.002814314318935151,0.29886717426740306,2.0,3.0,0.0,1.0565294131280953e-08,0.0,0.0,0.5771890349312625,0.7431719215081027,27.842695860796084,0.376638863921287,145772,145772,145136,10428,0.027332196444272996,0.0021857170555740595,0.2514647901058197,0.697,0.8235714285714286,16.95759680130878,0.2589559042124659,14000,14000,14000,1000,student_test,98,student
99,261.17920039594173,0.05303200775000799,0.002812196568787415,0.2990020856655645,2.0,3.0,0.0,1.0583746321404171e-08,0.0,0.0,0.5763895558635073,0.7440500382313028,27.922489650069494,0.37739356545796227,145778,145766,145169,10428,0.027310951098799705,0.002163043014705181,0.25147907626628874,0.7034285714285714,0.8284285714285714,16.705615691106367,0.2542877889946485,14000,14000,14000,1000,student_test,99,student
100,176.29516973346472,0.0530458605799311,0.002811535442736333,0.2991471737223107,2.0,3.0,0.0,1.0633464341668804e-08,0.0,0.0,0.5773269460420298,0.7434353167911346,27.851185820453736,0.37674939833072585,145753,145706,145285,10428,0.027304347828030585,0.002161046541295946,0.2514330089092255,0.7047142857142857,0.83,16.527814637960734,0.25140033066812406,14000,14000,14000,1000,student_test,100,student
101,296.62818951159716,0.05304969978523428,0.0028080522486158385,0.29922043734759174,2.0,3.0,0.0,1.0604156322843177e-08,0.0,0.0,0.5792008892731427,0.7456024914047913,27.605121569827237,0.3733547422846092,145749,145737,145139,10428,0.027313672080636023,0.0021774399625137447,0.2513623179197311,0.7033571428571429,0.8266428571428571,16.691694801604243,0.25454499098063266,14000,14000,14000,1000,student_test,101,student
102,447.10621850937605,0.05307248990809867,0.002808577868884546,0.2994433126437696,2.0,3.0,0.0,1.0533734292619158e-08,0.0,0.0,0.5792153257125605,0.7457213556564953,27.746280993883122,0.37490875151193115,145754,145742,145081,10428,0.027324054583907128,0.002177065847441554,0.2514698846340179,0.6974285714285714,0.8233571428571429,17.085012398441055,0.26084075774142407,14000,14000,14000,1000,student_test,102,student
103,217.70764280855656,0.05299140521659904,0.002801360448261156,0.29870460365049034,2.0,3.0,0.0,1.023174035255657e-08,0.0,0.0,0.5809397686258903,0.746765555318137,27.55045603575223,0.37257985058219667,145738,145738,145079,10428,0.027317380398511885,0.0021766828233376143,0.25140697276592255,0.6980714285714286,0.8272142857142857,16.95768809927481,0.25884696221240255,14000,14000,14000,1000,student_test,103,student
104,163.2209014967084,0.053057788457902946,0.002798596294559281,0.2993960860855149,2.0,3.0,0.0,1.0365687144074636e-08,0.0,0.0,0.5820663062271867,0.7484622007921474,27.57786442906019,0.37323126817972074,145784,145748,145175,10428,0.027314239889383318,0.00217357855848968,0.25140660953521726,0.6981428571428572,0.8273571428571429,16.829305489237953,0.2572456436716921,14000,14000,14000,1000,student_test,104,student
105,163.6868779733777,0.053047464876841165,0.0027967295327195616,0.2993114940739245,2.0,3.0,0.0,1.0381488666378108e-08,0.0,0.0,0.5816928458742027,0.748731804146449,27.409549628961987,0.3702029805636029,145790,145790,145088,10428,0.027302875518798828,0.0021575578879565,0.2514531720876694,0.7017142857142857,0.829,16.60103273289065,0.25363044216561637,14000,14000,14000,1000,student_test,105,student
106,160.73450780659914,0.05308288843508511,0.0027952225803635875,0.29968085622119867,2.0,3.0,0.0,1.015593030293226e-08,0.0,0.0,0.5841652772345841,0.7490284438564577,27.455051689914008,0.3717418178188078,145777,145743,145128,10428,0.027288226142525674,0.002147722735069692,0.25140503025054933,0.7059285714285715,0.8330714285714286,16.610768555516643,0.25318442082254294,14000,14000,14000,1000,student_test,106,student
107,160.96527226269245,0.053024907795391554,0.002793581492192886,0.2991175750548418,2.0,3.0,0.0,1.0189220931848386e-08,0.0,0.0,0.5843560702206917,0.7502737622159932,27.175611832257722,0.36747777144686644,145781,145769,145199,10428,0.027298307076096536,0.002157698327675462,0.25140608406066894,0.7027142857142857,0.8295714285714286,16.570841870968895,0.2526743928737473,14000,14000,14000,1000,student_test,107,student
108,179.1355980038643,0.05300349255328577,0.0027913759841387544,0.29892532634332714,2.0,3.0,0.0,1.0174659373394024e-08,0.0,0.0,0.5848313527458353,0.7506723117871771,27.253754918306957,0.36873988099061816,145748,145748,145022,10428,0.027300065875053407,0.002150848099961877,0.2514921737909317,0.7022142857142857,0.8303571428571429,16.7454024880897,0.2545514124829556,14000,14000,14000,1000,student_test,108,student
109,268.89899119734764,0.05303393829775396,0.0027902660900612597,0.2992408736357069,2.0,3.0,0.0,1.0253242591662718e-08,0.0,0.0,0.5852826978747925,0.7515324746883394,27.150573187079022,0.3674937651354925,145786,145774,145190,10428,0.02729505254328251,0.0021509942524135114,0.25144057905673983,0.709,0.8326428571428571,16.499206094429564,0.25161208463104945,14000,14000,14000,1000,student_test,109,student
110,163.63300503790379,0.05302527396270586,0.0027866422141197317,0.29919035851063747,2.0,3.0,0.0,1.0279144747418617e-08,0.0,0.0,0.5869204275697408,0.7511512806922139,27.200078917080567,0.3675648925799825,145766,145754,145273,10428,0.02729260055720806,0.0021456342600286006,0.2514696595668793,0.7071428571428572,0.8312857142857143,16.487625651646006,0.2514098058505725,14000,14000,14000,1000,student_test,110,student
111,216.7699708789587,0.05299092982125822,0.002783529396037781,0.2988780556017291,2.0,3.0,0.0,1.030969393034367e-08,0.0,0.0,0.5877068979715078,0.7517625896801494,27.09393790119014,0.3666957302515775,145736,145724,145099,10428,0.027284974083304405,0.0021475473968312142,0.25137426316738126,0.7032142857142857,0.8305714285714285,16.452255441588083,0.25061055946098565,14000,14000,14000,1000,student_test,111,student
112,257.98292821645737,0.05298753266658964,0.002778000741978049,0.29889952970113526,2.0,3.0,0.0,1.034045238132317e-08,0.0,0.0,0.5882159202409787,0.7531110759123183,27.065760303060223,0.36655839414038693,145739,145739,145207,10428,0.027272506102919578,0.002140052668750286,0.2513245313167572,0.7127857142857142,0.8350714285714286,16.29670530819108,0.24815051382754946,14000,14000,14000,1000,student_test,112,student
113,183.46959885954857,0.05302017176395913,0.0027773740658865926,0.2992320385103167,2.0,3.0,0.0,1.0408541976317704e-08,0.0,0.0,0.5882780766275113,0.7524598296722983,27.088272169990514,0.36710958369220265,145768,145744,145132,10428,0.02728866584599018,0.002151089921593666,0.2513757561445236,0.7053571428571429,0.8301428571428572,16.672903950627493,0.25367717406567936,14000,14000,14000,1000,student_test,113,student
114,617.5002733245492,0.053025540591749507,0.0027752152640882653,0.29930737044763694,2.0,3.0,0.0,1.0473060487296433e-08,0.0,0.0,0.5898614350391,0.7534094666078907,27.109459850947516,0.36620897103543987,145780,145780,145184,10428,0.02727140957117081,0.0021376214334741235,0.2513378779888153,0.7099285714285715,0.834,16.40277106808991,0.2501420259824063,14000,14000,14000,1000,student_test,114,student
115,165.48940390348434,0.052942347427380694,0.002772173380670697,0.2985059651472946,2.0,3.0,0.0,1.0428675322954842e-08,0.0,0.0,0.5907051721772534,0.7546154854104454,26.910657384956227,0.36464434960829234,145780,145780,145001,10428,0.027270252496004104,0.002127415317110717,0.2514283674955368,0.7101428571428572,0.8362142857142857,16.27958828492476,0.24788852312591503,14000,14000,14000,1000,student_test,115,student
116,161.41121403872967,0.052966481805602206,0.002767176758072839,0.2987970698083275,2.0,3.0,0.0,1.0382305495146139e-08,0.0,0.0,0.5910819195080437,0.754975330080763,26.847489776291884,0.36347767924872354,145752,145704,145116,10428,0.027277941286563873,0.0021455909963697195,0.25132349836826323,0.7108571428571429,0.8348571428571429,16.208338970429264,0.24668923044294064,14000,14000,14000,1000,student_test,116,student
117,160.80873902887106,0.052999404928135055,0.002770217131484996,0.2990958629941227,2.0,3.0,0.0,1.0274720608061747e-08,0.0,0.0,0.5919490536775504,0.7558029712867533,26.802429203533944,0.3625859335494245,145755,145722,145055,10428,0.02727058181166649,0.0021387362433597447,0.25131845235824585,0.7091428571428572,0.8329285714285715,16.316968807503713,0.24873631532575868,14000,14000,14000,1000,student_test,117,student
118,163.4772236943245,0.05304567240775889,0.0027672868611567556,0.29958784813436456,2.0,3.0,0.0,1.0446029209087579e-08,0.0,0.0,0.592508489692313,0.7551993933753834,26.881993587503718,0.36292175608916477,145765,145765,145065,10428,0.027262056276202203,0.002131396378390491,0.25130659556388857,0.712,0.8354285714285714,16.223626863028453,0.24733736898258385,14000,14000,14000,1000,student_test,118,student
119,159.79296562075615,0.05296721419024431,0.002763849502387569,0.29883756392821526,2.0,3.0,0.0,1.0296454824585182e-08,0.0,0.0,0.5936751679325937,0.7554370693282383,26.74552468147635,0.36188529954050425,145755,145743,144977,10428,0.027261549904942513,0.002137819811701775,0.25123729717731474,0.7100714285714286,0.8365,16.001003276958663,0.24432844659866454,14000,14000,14000,1000,student_test,119,student
120,164.62162052839994,0.0529829107530738,0.0027634777433421472,0.29899823235788703,2.0,3.0,0.0,1.0065568271304377e-08,0.0,0.0,0.5936461965025942,0.7575989413175633,26.67474495147077,0.3605905841749232,145732,145708,145086,10428,0.027260195299983025,0.0021241170382127164,0.25136077725887296,0.7079285714285715,0.8321428571428572,16.37834589908019,0.24979187114547244,14000,14000,14000,1000,student_test,120,student
121,164.7538245022297,0.05303323728871565,0.0027604009113483497,0.2995322725818127,2.0,3.0,0.0,1.0035459037526206e-08,0.0,0.0,0.5949254181932951,0.7575816043163981,26.688703520548124,0.36041425378594405,145758,145746,145121,10428,0.027263864278793334,0.0021246133679524064,0.2513925050497055,0.7109285714285715,0.8372142857142857,16.175862732081676,0.2466290024492723,14000,14000,14000,1000,student_test,121,student
122,164.4366256147623,0.05301870492840344,0.0027586122694141994,0.2994047505134452,2.0,3.0,0.0,1.0051217411120421e-08,0.0,0.0,0.5960229456002635,0.7573149149204295,26.734858840778926,0.3612123572194426,145759,145736,145217,10428,0.027264069244265558,0.0021319085620343683,0.25132160365581513,0.708,0.8360714285714286,16.33411470319344,0.24881739698252656,14000,14000,14000,1000,student_test,122,student
123,164.52151775360107,0.052979172946542995,0.002753294731258466,0.29906258329972024,2.0,3.0,0.0,9.982163630142991e-09,0.0,0.0,0.5966072850045291,0.7592150806017899,26.577088785964232,0.35867587927924416,145748,145724,145034,10428,0.027264409825205803,0.0021323010232299567,0.2513210842609406,0.7084285714285714,0.8355,16.285479778989217,0.24788152553262535,14000,14000,14000,1000,student_test,123,student
124,163.87540044635534,0.052951215904621866,0.002751185960541106,0.2988044742450524,2.0,3.0,0.0,1.0017333460281997e-08,0.0,0.0,0.5971873499348288,0.7589832936218271,26.529070207602658,0.3587460503070869,145770,145770,145214,10428,0.027261522844433783,0.0021326450938358903,0.2512887749671936,0.7112857142857143,0.8372142857142857,16.227452160194648,0.2473347362819326,14000,14000,14000,1000,student_test,124,student
125,162.28964584320784,0.05299522224592212,0.0027535724798631814,0.2992206055358035,2.0,3.0,0.0,1.0036125686804712e-08,0.0,0.0,0.595804973103524,0.7588780662785243,26.49090525585275,0.358101199582078,145744,145744,144964,10428,0.027259128451347352,0.0021320582535117863,0.25127069783210754,0.7121428571428572,0.8375714285714285,16.249189442850252,0.24748958517835568,14000,14000,14000,1000,student_test,125,student
126,162.54221364855766,0.05294560736647547,0.0027462876935289066,0.2987971043262072,2.0,3.0,0.0,1.003135639013932e-08,0.0,0.0,0.5994772120721474,0.7608650747748492,26.33221738816597,0.3565647231918624,145781,145757,145236,10428,0.02725310118496418,0.0021174342576414347,0.2513566657304764,0.7134285714285714,0.8386428571428571,16.16531928991646,0.2464845981451519,14000,14000,14000,1000,student_test,126,student
127,164.8642117381096,0.05297824591655451,0.0027453259199748396,0.2991329773168798,2.0,3.0,0.0,1.0064769474909027e-08,0.0,0.0,0.6000562537731189,0.7619605357438131,26.373467240122185,0.356601676971124,145768,145768,145144,10428,0.02725077122449875,0.002116900066845119,0.25133870804309844,0.7122142857142857,0.8365,16.300717869856662,0.24847145530396847,14000,14000,14000,1000,student_test,127,student
128,170.88899666815996,0.05293055317258533,0.002739539880748148,0.29871409224924295,2.0,3.0,0.0,1.0113164345085677e-08,0.0,0.0,0.5995938166823331,0.7627968228577733,26.199403287396613,0.3549178897590385,145747,145747,145036,10428,0.027252796217799188,0.0021181455673649906,0.25134650218486787,0.7131428571428572,0.838,16.29462569124265,0.24806314354044456,14000,14000,14000,1000,student_test,128,student
129,179.78926822543144,0.05296864039913009,0.002746445602227587,0.29902587117113555,2.0,3.0,0.0,1.01526894799023e-08,0.0,0.0,0.5990103426739964,0.7605001757784227,26.33277846897828,0.3562704306864311,145742,145707,145069,10428,0.02724736824631691,0.002116758020594716,0.25130609834194184,0.7107857142857142,0.833,16.333121029042903,0.2494834430712995,14000,14000,14000,1000,student_test,129,student
130,177.37736452370882,0.05293566833339892,0.002737721944128502,0.2987833609057881,2.0,3.0,0.0,1.0178502019920618e-08,0.0,0.0,0.6016742717946959,0.762962094622084,26.10182841293074,0.3533120858127965,145759,145735,145019,10428,0.027247954070568084,0.0021207123063504696,0.2512724153995514,0.7106428571428571,0.8341428571428572,16.375481358117156,0.24968662897182925,14000,14000,14000,1000,student_test,130,student
131,180.63953225314617,0.05292650102414434,0.0027398366181788617,0.2986702754390528,2.0,3.0,0.0,1.0186128979377574e-08,0.0,0.0,0.6018055469805794,0.7628693436187065,26.1887295510014,0.35463006049221907,145773,145773,145190,10428,0.027248520344495774,0.002117242282256484,0.2513127760887146,0.713,0.8341428571428572,16.43744590639629,0.25054130766282207,14000,14000,14000,1000,student_test,131,student
132,177.64614601433277,0.052941813114723305,0.002738117571708671,0.2988409912467323,2.0,3.0,0.0,1.0199036552695725e-08,0.0,0.0,0.6012335599662452,0.7621396002369375,26.217158862466025,0.35499856084383885,145757,145757,145186,10428,0.02724417504668236,0.002120196412317455,0.2512397816181183,0.7128571428571429,0.8380714285714286,16.116917970366643,0.2458632439981314,14000,14000,14000,1000,student_test,132,student
133,180.72899124771357,0.05295685675719665,0.002736054849525107,0.29901201620063517,2.0,3.0,0.0,1.0209549178627238e-08,0.0,0.0,0.6045335383010555,0.764505142983206,26.119855038451302,0.35346675202167244,145750,145714,145052,10428,0.027238765344023703,0.002107820968143642,0.25130944001674654,0.7167857142857142,0.8385714285714285,16.069549194730154,0.24547580977663905,14000,14000,14000,1000,student_test,133,student
134,177.10005893558264,0.052926433971776876,0.0027340088137609462,0.298728060770364,2.0,3.0,0.0,1.0199128379510384e-08,0.0,0.0,0.6033250082336151,0.7643879808918514,26.148428840016244,0.3538110350360049,145756,145744,145069,10428,0.027241376146674157,0.0021089201755821706,0.25132455623149874,0.7146428571428571,0.8374285714285714,16.156667737487837,0.2462195477698114,14000,14000,14000,1000,student_test,134,student
135,186.97968915104866,0.05295373513540135,0.002731810746731263,0.2990232321451942,2.0,3.0,0.0,9.972586641066945e-09,0.0,0.0,0.6036505867014341,0.7640450213582317,26.098773277012317,0.3529011002748892,145754,145730,144909,10428,0.027264045909047126,0.0021425073640421034,0.25121538162231444,0.7058571428571428,0.8319285714285715,16.420425141091723,0.25033400533854067,14000,14000,14000,1000,student_test,135,student
136,184.8148921430111,0.05290268154226824,0.0027288495625308875,0.29854229681899735,2.0,3.0,0.0,9.83618368258235e-09,0.0,0.0,0.6035740510715977,0.7660689655172414,25.935881724685167,0.3521827322818529,145753,145717,145000,10428,0.027236273631453513,0.0021090560350567104,0.251272171497345,0.7125,0.838,16.22566317031759,0.24717510799183984,14000,14000,14000,1000,student_test,136,student
