phase,host_time_unix,watts,utilization_percent,memory_used_mib
active:batch214:size1,1788874851.0489402,141.96,56.0,4705.0
active:batch215:size1,1788874851.0991476,141.96,55.0,4705.0
active:batch216:size1,1788874851.149486,173.9,57.0,4705.0
active:batch217:size1,1788874851.2506201,166.4,57.0,4705.0
active:batch219:size1,1788874851.3348606,166.4,57.0,4705.0
active:batch220:size1,1788874851.4392812,169.82,53.0,4705.0
active:batch227:size1,1788874851.8337681,169.82,53.0,4705.0
active:batch228:size1,1788874851.8840497,147.78,53.0,4705.0
active:batch229:size1,1788874851.984589,147.78,55.0,4705.0
active:batch230:size1,1788874852.034861,179.43,56.0,4705.0
active:batch231:size1,1788874852.0850904,179.43,56.0,4705.0
active:batch232:size1,1788874852.1353014,192.14,56.0,4705.0
active:batch233:size1,1788874852.1856022,192.14,56.0,4705.0
active:batch234:size1,1788874852.235884,130.87,58.0,4705.0
active:batch234:size1,1788874852.286249,130.87,58.0,4705.0
active:batch235:size1,1788874852.3365328,167.48,58.0,4705.0
active:batch236:size1,1788874852.386906,167.48,58.0,4705.0
active:batch237:size1,1788874852.4371777,177.59,57.0,4705.0
active:batch238:size1,1788874852.4875224,177.59,57.0,4705.0
active:batch239:size1,1788874852.5881495,143.53,57.0,4705.0
active:batch240:size1,1788874852.6384766,172.59,57.0,4705.0
active:batch241:size1,1788874852.6887834,172.59,53.0,4705.0
active:batch242:size1,1788874852.792036,166.4,53.0,4705.0
active:batch243:size1,1788874852.8400319,146.29,53.0,4705.0
active:batch243:size1,1788874852.8899963,146.29,51.0,4705.0
active:batch244:size1,1788874852.940182,129.85,51.0,4705.0
active:batch245:size1,1788874853.0306823,173.14,51.0,4705.0
active:batch246:size1,1788874853.0812335,173.14,39.0,4705.0
active:batch247:size1,1788874853.1375265,170.09,39.0,4705.0
active:batch254:size1,1788874853.584037,154.27,52.0,4705.0
active:batch255:size1,1788874853.6845374,143.8,52.0,4705.0
active:batch256:size1,1788874853.7348506,143.8,52.0,4705.0
active:batch256:size1,1788874853.785195,136.28,52.0,4705.0
active:batch257:size1,1788874853.83549,136.28,37.0,4705.0
active:batch258:size1,1788874853.885786,136.28,37.0,4705.0
active:batch259:size1,1788874853.9360898,167.54,37.0,4705.0
active:batch260:size1,1788874854.036636,182.88,55.0,4705.0
active:batch261:size1,1788874854.086852,182.88,55.0,4705.0
active:batch262:size1,1788874854.1371465,177.1,55.0,4705.0
active:batch263:size1,1788874854.1874886,177.1,55.0,4705.0
active:batch264:size1,1788874854.2377863,177.1,56.0,4705.0
active:batch265:size1,1788874854.2880862,177.1,56.0,4705.0
active:batch265:size1,1788874854.3383563,133.83,56.0,4705.0
active:batch266:size1,1788874854.388538,133.83,56.0,4705.0
active:batch267:size1,1788874854.4387686,133.83,55.0,4705.0
active:batch268:size1,1788874854.4891174,133.83,55.0,4705.0
active:batch269:size1,1788874854.539483,192.51,55.0,4705.0
active:batch270:size1,1788874854.5897944,192.51,55.0,4705.0
active:batch270:size1,1788874854.6401014,126.3,59.0,4705.0
active:batch272:size1,1788874854.7241752,178.25,59.0,4705.0
active:batch273:size1,1788874854.7758012,178.25,59.0,4705.0
active:batch273:size1,1788874854.8276262,171.2,59.0,4705.0
active:batch274:size1,1788874854.8809903,171.2,55.0,4705.0
active:batch280:size1,1788874855.2310932,171.2,55.0,4705.0
active:batch281:size1,1788874855.28143,174.53,52.0,4705.0
active:batch282:size1,1788874855.3820567,172.9,52.0,4705.0
active:batch283:size1,1788874855.43235,172.9,52.0,4705.0
active:batch284:size1,1788874855.4827065,149.1,57.0,4705.0
active:batch285:size1,1788874855.5330367,149.1,57.0,4705.0
active:batch286:size1,1788874855.5833962,160.03,57.0,4705.0
active:batch287:size1,1788874855.6840596,173.8,57.0,4705.0
active:batch288:size1,1788874855.7342234,173.8,57.0,4705.0
active:batch289:size1,1788874855.7845368,172.24,57.0,4705.0
active:batch290:size1,1788874855.8347328,172.24,55.0,4705.0
active:batch290:size1,1788874855.8851233,170.44,55.0,4705.0
active:batch291:size1,1788874855.9355192,170.44,55.0,4705.0
active:batch292:size1,1788874855.98574,128.07,55.0,4705.0
active:batch293:size1,1788874856.0361042,128.07,52.0,4705.0
active:batch294:size1,1788874856.08642,176.21,52.0,4705.0
active:batch295:size1,1788874856.1870968,185.56,52.0,4705.0
active:batch296:size1,1788874856.2375236,185.56,58.0,4705.0
active:batch297:size1,1788874856.2877107,185.56,58.0,4705.0
active:batch298:size1,1788874856.3379493,138.6,58.0,4705.0
active:batch299:size1,1788874856.4254134,166.57,55.0,4705.0
active:batch300:size1,1788874856.477393,166.57,55.0,4705.0
active:batch301:size1,1788874856.5327172,169.35,55.0,4705.0
active:batch307:size1,1788874856.9322035,171.7,55.0,4705.0
active:batch308:size1,1788874856.9823866,171.7,54.0,4705.0
active:batch309:size1,1788874857.0326371,153.51,54.0,4705.0
active:batch310:size1,1788874857.0829906,153.51,54.0,4705.0
active:batch311:size1,1788874857.133381,153.51,54.0,4705.0
active:batch312:size1,1788874857.1836376,173.29,54.0,4705.0
active:batch312:size1,1788874857.233948,195.8,54.0,4705.0
active:batch313:size1,1788874857.2842414,195.8,58.0,4705.0
active:batch314:size1,1788874857.3345068,195.8,58.0,4705.0
active:batch315:size1,1788874857.3847868,124.07,58.0,4705.0
active:batch316:size1,1788874857.4351244,169.62,58.0,4705.0
active:batch317:size1,1788874857.5357711,169.62,54.0,4705.0
active:batch318:size1,1788874857.5861158,163.93,57.0,4705.0
active:batch319:size1,1788874857.6364198,163.93,57.0,4705.0
active:batch320:size1,1788874857.6867216,171.12,57.0,4705.0
active:batch321:size1,1788874857.787262,158.16,55.0,4705.0
active:batch322:size1,1788874857.837662,158.16,55.0,4705.0
active:batch323:size1,1788874857.8880146,136.12,55.0,4705.0
active:batch324:size1,1788874857.9383204,136.12,55.0,4705.0
active:batch325:size1,1788874857.9886093,171.25,56.0,4705.0
active:batch325:size1,1788874858.0387845,171.25,56.0,4705.0
active:batch327:size1,1788874858.130842,186.22,56.0,4705.0
active:batch328:size1,1788874858.1827493,142.68,56.0,4705.0
active:batch329:size1,1788874858.237739,142.68,53.0,4705.0
active:batch335:size1,1788874858.63135,174.92,53.0,4705.0
active:batch336:size1,1788874858.681534,174.92,53.0,4705.0
active:batch337:size1,1788874858.7318242,166.24,53.0,4705.0
active:batch337:size1,1788874858.7820919,166.24,54.0,4705.0
active:batch338:size1,1788874858.8324375,176.96,53.0,4705.0
active:batch339:size1,1788874858.8825867,176.96,53.0,4705.0
active:batch340:size1,1788874858.932979,176.96,53.0,4705.0
active:batch341:size1,1788874858.9833002,176.96,53.0,4705.0
active:batch341:size1,1788874859.0334444,162.85,55.0,4705.0
active:batch342:size1,1788874859.0836751,162.85,55.0,4705.0
active:batch343:size1,1788874859.133831,162.85,55.0,4705.0
active:batch344:size1,1788874859.1840723,162.85,55.0,4705.0
active:batch345:size1,1788874859.2343135,181.96,56.0,4705.0
active:batch346:size1,1788874859.2845278,181.96,56.0,4705.0
active:batch347:size1,1788874859.3848703,181.96,56.0,4705.0
active:batch348:size1,1788874859.435256,181.96,56.0,4705.0
active:batch349:size1,1788874859.4855285,179.66,58.0,4705.0
active:batch350:size1,1788874859.5359106,151.21,58.0,4705.0
active:batch351:size1,1788874859.5861404,151.21,58.0,4705.0
active:batch352:size1,1788874859.636465,175.56,58.0,4705.0
active:batch352:size1,1788874859.6867557,175.56,56.0,4705.0
active:batch353:size1,1788874859.7393668,187.26,56.0,4705.0
active:batch355:size1,1788874859.8290908,187.26,56.0,4705.0
active:batch363:size1,1788874860.328543,170.16,57.0,4705.0
active:batch363:size1,1788874860.3788455,170.97,57.0,4705.0
active:batch364:size1,1788874860.4292083,170.97,54.0,4705.0
active:batch365:size1,1788874860.4793546,170.97,54.0,4705.0
active:batch366:size1,1788874860.5296204,162.91,54.0,4705.0
active:batch367:size1,1788874860.579989,158.49,54.0,4705.0
active:batch368:size1,1788874860.6805563,158.49,56.0,4705.0
active:batch369:size1,1788874860.73091,172.2,56.0,4705.0
active:batch370:size1,1788874860.781127,172.2,56.0,4705.0
active:batch371:size1,1788874860.831373,161.77,56.0,4705.0
active:batch372:size1,1788874860.88158,161.77,56.0,4705.0
active:batch373:size1,1788874860.9822369,169.38,56.0,4705.0
active:batch374:size1,1788874861.0325296,164.01,58.0,4705.0
active:batch375:size1,1788874861.0828638,164.01,58.0,4705.0
active:batch376:size1,1788874861.133167,159.01,58.0,4705.0
active:batch377:size1,1788874861.1833165,159.01,58.0,4705.0
active:batch377:size1,1788874861.2335443,141.95,53.0,4705.0
active:batch378:size1,1788874861.283758,141.95,53.0,4705.0
active:batch379:size1,1788874861.3339329,176.25,53.0,4705.0
active:batch380:size1,1788874861.3840804,176.25,53.0,4705.0
active:batch381:size1,1788874861.4347756,193.92,56.0,4705.0
active:batch382:size1,1788874861.5128438,193.92,56.0,4705.0
active:batch383:size1,1788874861.568807,173.84,56.0,4705.0
active:batch385:size1,1788874861.668008,173.84,57.0,4705.0
active:batch390:size1,1788874862.0228233,173.84,57.0,4705.0
active:batch391:size1,1788874862.0729516,178.26,55.0,4705.0
active:batch392:size1,1788874862.1232383,178.26,55.0,4705.0
active:batch393:size1,1788874862.1734185,167.14,55.0,4705.0
active:batch393:size1,1788874862.2235103,167.14,55.0,4705.0
active:batch394:size1,1788874862.2737336,132.74,54.0,4705.0
active:batch395:size1,1788874862.3239365,132.74,54.0,4705.0
active:batch396:size1,1788874862.3740923,172.6,54.0,4705.0
active:batch397:size1,1788874862.4242494,172.6,57.0,4705.0
active:batch398:size1,1788874862.4744534,172.6,57.0,4705.0
active:batch398:size1,1788874862.52463,193.63,57.0,4705.0
active:batch399:size1,1788874862.5748014,171.31,57.0,4705.0
active:batch400:size1,1788874862.624979,171.31,54.0,4705.0
active:batch401:size1,1788874862.6751838,168.75,54.0,4705.0
active:batch402:size1,1788874862.7253735,168.75,54.0,4705.0
active:batch402:size1,1788874862.7755601,168.75,54.0,4705.0
active:batch403:size1,1788874862.8257039,157.14,54.0,4705.0
active:batch404:size1,1788874862.8759165,174.97,54.0,4705.0
active:batch405:size1,1788874862.9260855,174.97,53.0,4705.0
active:batch406:size1,1788874862.9763515,174.97,53.0,4705.0
active:batch406:size1,1788874863.0264475,174.76,53.0,4705.0
active:batch407:size1,1788874863.0765262,174.76,53.0,4705.0
active:batch408:size1,1788874863.1267428,136.71,57.0,4705.0
active:batch410:size1,1788874863.2690356,168.72,56.0,4705.0
active:batch411:size1,1788874863.319311,189.12,56.0,4705.0
active:batch418:size1,1788874863.766555,180.03,54.0,4705.0
active:batch419:size1,1788874863.8168733,180.03,54.0,4705.0
active:batch420:size1,1788874863.8670268,173.13,54.0,4705.0
active:batch421:size1,1788874863.9173489,173.13,54.0,4705.0
active:batch422:size1,1788874863.9675972,172.07,54.0,4705.0
active:batch423:size1,1788874864.0682085,172.07,57.0,4705.0
active:batch424:size1,1788874864.1183662,172.07,57.0,4705.0
active:batch425:size1,1788874864.1686685,170.85,57.0,4705.0
active:batch426:size1,1788874864.2190454,170.85,57.0,4705.0
active:batch427:size1,1788874864.3197258,170.85,55.0,4705.0
active:batch428:size1,1788874864.3700721,157.18,55.0,4705.0
active:batch429:size1,1788874864.4202955,157.18,55.0,4705.0
active:batch430:size1,1788874864.4705687,157.18,55.0,4705.0
active:batch431:size1,1788874864.520826,157.18,55.0,4705.0
active:batch432:size1,1788874864.62116,177.25,55.0,4705.0
active:batch433:size1,1788874864.6713123,160.87,55.0,4705.0
active:batch434:size1,1788874864.7214246,160.87,57.0,4705.0
active:batch435:size1,1788874864.7716532,177.66,57.0,4705.0
active:batch436:size1,1788874864.8219872,177.66,57.0,4705.0
active:batch437:size1,1788874864.9148383,162.48,58.0,4705.0
active:batch438:size1,1788874864.968331,162.48,58.0,4705.0
active:batch445:size1,1788874865.4190612,165.14,58.0,4705.0
active:batch446:size1,1788874865.4694314,165.14,55.0,4705.0
active:batch447:size1,1788874865.519802,185.73,55.0,4705.0
active:batch448:size1,1788874865.5700452,185.73,55.0,4705.0
active:batch449:size1,1788874865.620392,185.73,55.0,4705.0
active:batch450:size1,1788874865.7209525,161.41,56.0,4705.0
active:batch451:size1,1788874865.7713068,161.41,56.0,4705.0
active:batch452:size1,1788874865.8216274,162.9,56.0,4705.0
active:batch453:size1,1788874865.8719761,162.9,54.0,4705.0
active:batch454:size1,1788874865.9223077,162.9,54.0,4705.0
active:batch455:size1,1788874866.022813,174.11,54.0,4705.0
active:batch456:size1,1788874866.0731578,169.7,58.0,4705.0
active:batch457:size1,1788874866.1234777,169.7,58.0,4705.0
active:batch458:size1,1788874866.1738377,147.94,58.0,4705.0
active:batch459:size1,1788874866.2743943,175.17,56.0,4705.0
active:batch460:size1,1788874866.3248186,175.17,56.0,4705.0
active:batch461:size1,1788874866.375182,188.13,56.0,4705.0
active:batch462:size1,1788874866.4255664,188.13,56.0,4705.0
active:batch463:size1,1788874866.475985,168.28,53.0,4705.0
active:batch463:size1,1788874866.5261018,168.28,53.0,4705.0
active:batch465:size1,1788874866.596503,168.28,53.0,4705.0
active:batch467:size1,1788874866.7379498,145.4,57.0,4705.0
active:batch473:size1,1788874867.0923693,145.4,57.0,4705.0
active:batch474:size1,1788874867.1426506,179.5,56.0,4705.0
active:batch475:size1,1788874867.2432642,168.79,56.0,4705.0
active:batch476:size1,1788874867.2935257,168.79,56.0,4705.0
