phase,host_time_unix,watts,utilization_percent,memory_used_mib
active:b16:trial1,1788791282.4469402,256.55,89.0,6597.0
active:b16:trial1,1788791282.4973836,256.55,89.0,6597.0
active:b16:trial1,1788791282.5477886,247.6,89.0,6597.0
active:b16:trial1,1788791282.5981822,247.6,89.0,6597.0
active:b16:trial1,1788791282.6485236,265.41,93.0,6597.0
active:b16:trial2,1788791282.6998534,250.79,93.0,6597.0
active:b16:trial2,1788791282.7644708,250.79,93.0,6597.0
active:b16:trial2,1788791282.8150923,269.7,93.0,6597.0
active:b16:trial2,1788791282.9068167,256.44,93.0,6597.0
active:b16:trial3,1788791283.38375,256.44,89.0,6597.0
active:b16:trial3,1788791283.4341402,256.44,89.0,6597.0
active:b16:trial3,1788791283.4844887,266.41,89.0,6597.0
active:b16:trial4,1788791283.5348275,266.41,93.0,6597.0
active:b16:trial4,1788791283.585221,260.46,93.0,6597.0
active:b16:trial4,1788791283.6355398,260.46,93.0,6597.0
active:b16:trial4,1788791283.6858778,244.48,93.0,6597.0
active:b16:trial4,1788791283.7362354,244.48,90.0,6597.0
active:b16:trial4,1788791283.7865684,252.9,90.0,6597.0
active:b16:trial4,1788791283.836854,252.9,90.0,6597.0
active:b16:trial4,1788791283.8872802,181.07,93.0,6597.0
active:b16:trial4,1788791283.9375374,181.07,93.0,6597.0
active:b16:trial5,1788791283.9879465,254.94,93.0,6597.0
active:b16:trial5,1788791284.0382354,254.94,93.0,6597.0
active:b16:trial5,1788791284.0885487,99.74,89.0,6597.0
active:b16:trial5,1788791284.1388447,99.74,89.0,6597.0
active:b16:trial5,1788791284.1892176,262.02,89.0,6597.0
active:b16:trial5,1788791284.239516,262.02,89.0,6597.0
active:b16:trial5,1788791284.289799,243.6,89.0,6597.0
active:b16:trial5,1788791284.3400922,243.6,93.0,6597.0
active:b16:trial6,1788791284.3903902,268.22,93.0,6597.0
active:b16:trial6,1788791284.440717,268.22,93.0,6597.0
active:b16:trial6,1788791284.4909947,233.02,91.0,6597.0
active:b16:trial6,1788791284.5813658,264.4,91.0,6597.0
active:b16:trial6,1788791284.6318498,264.4,91.0,6597.0
active:b16:trial6,1788791284.7218747,240.92,93.0,6597.0
active:b16:trial7,1788791285.194289,240.92,93.0,6597.0
active:b16:trial8,1788791285.2446852,253.33,94.0,6597.0
active:b16:trial8,1788791285.2949808,253.33,94.0,6597.0
active:b16:trial8,1788791285.3453548,254.76,94.0,6597.0
active:b16:trial8,1788791285.3956833,254.76,94.0,6597.0
active:b16:trial8,1788791285.4458683,254.38,94.0,6597.0
active:b16:trial8,1788791285.496057,254.38,94.0,6597.0
active:b16:trial8,1788791285.5463543,185.1,88.0,6597.0
active:b16:trial8,1788791285.596686,185.1,88.0,6597.0
active:b16:trial8,1788791285.6469028,258.55,88.0,6597.0
active:b16:trial9,1788791285.6970997,258.55,93.0,6597.0
active:b16:trial9,1788791285.7472486,131.67,93.0,6597.0
active:b16:trial9,1788791285.7975423,131.67,93.0,6597.0
active:b16:trial9,1788791285.8478892,264.76,93.0,6597.0
active:b16:trial9,1788791285.8982162,264.76,89.0,6597.0
active:b16:trial9,1788791285.9486628,256.33,89.0,6597.0
active:b16:trial9,1788791285.9988372,256.33,89.0,6597.0
active:b16:trial9,1788791286.0490155,261.06,89.0,6597.0
active:b16:trial9,1788791286.0991828,261.06,94.0,6597.0
active:b16:trial10,1788791286.1493447,214.35,94.0,6597.0
active:b16:trial10,1788791286.1994803,214.35,94.0,6597.0
active:b16:trial10,1788791286.2495763,258.27,94.0,6597.0
active:b16:trial10,1788791286.3000436,258.27,90.0,6597.0
active:b16:trial10,1788791286.373106,239.89,90.0,6597.0
active:b16:trial10,1788791286.431555,239.89,90.0,6597.0
active:b16:trial10,1788791286.489002,265.15,93.0,6597.0
active:b16:trial12,1788791286.9996507,265.15,93.0,6597.0
active:b16:trial12,1788791287.049841,248.11,93.0,6597.0
active:b16:trial12,1788791287.1000946,248.11,93.0,6597.0
active:b16:trial12,1788791287.1503425,260.8,89.0,6597.0
active:b16:trial12,1788791287.2007217,260.8,89.0,6597.0
active:b16:trial12,1788791287.2509613,245.68,89.0,6597.0
active:b16:trial12,1788791287.3012788,245.68,89.0,6597.0
active:b16:trial12,1788791287.3516183,242.32,93.0,6597.0
active:b16:trial13,1788791287.403825,242.32,93.0,6597.0
active:b16:trial13,1788791287.4522765,265.36,93.0,6597.0
active:b16:trial13,1788791287.5026097,265.36,93.0,6597.0
active:b16:trial13,1788791287.5528653,198.43,90.0,6597.0
active:b16:trial13,1788791287.6031911,198.43,90.0,6597.0
active:b16:trial13,1788791287.6535602,144.32,90.0,6597.0
active:b16:trial13,1788791287.703896,144.32,90.0,6597.0
active:b16:trial13,1788791287.75422,256.11,93.0,6597.0
active:b16:trial13,1788791287.8044944,256.11,93.0,6597.0
active:b16:trial14,1788791287.8546224,256.11,93.0,6597.0
active:b16:trial14,1788791287.9047952,256.11,93.0,6597.0
active:b16:trial14,1788791287.9549851,125.73,93.0,6597.0
active:b16:trial14,1788791288.0052192,125.73,90.0,6597.0
active:b16:trial14,1788791288.0553503,254.42,90.0,6597.0
active:b16:trial14,1788791288.105589,254.42,90.0,6597.0
active:b16:trial14,1788791288.1983414,237.33,92.0,6597.0
active:b16:trial15,1788791288.2489328,269.61,92.0,6597.0
active:b16:trial15,1788791288.3378973,260.06,92.0,6597.0
active:b16:trial16,1788791288.8152313,260.06,92.0,6597.0
active:b16:trial16,1788791288.8654063,260.06,93.0,6597.0
active:b16:trial16,1788791288.9155653,257.8,93.0,6597.0
active:b16:trial16,1788791288.9657485,257.8,91.0,6597.0
active:b16:trial16,1788791289.0159585,257.8,91.0,6597.0
active:b16:trial16,1788791289.0660539,273.25,91.0,6597.0
active:b16:trial17,1788791289.1169198,273.25,91.0,6597.0
active:b16:trial17,1788791289.166424,265.17,94.0,6597.0
active:b16:trial17,1788791289.2166004,265.17,94.0,6597.0
active:b16:trial17,1788791289.2667894,233.96,94.0,6597.0
active:b16:trial17,1788791289.316982,233.96,94.0,6597.0
active:b16:trial17,1788791289.3672576,256.82,88.0,6597.0
active:b16:trial17,1788791289.4173717,256.82,88.0,6597.0
active:b16:trial17,1788791289.467488,133.56,88.0,6597.0
active:b16:trial17,1788791289.5175786,133.56,88.0,6597.0
active:b16:trial18,1788791289.5677576,256.47,94.0,6597.0
active:b16:trial18,1788791289.617931,256.47,94.0,6597.0
active:b16:trial18,1788791289.6681142,116.12,94.0,6597.0
active:b16:trial18,1788791289.7182624,116.12,94.0,6597.0
active:b16:trial18,1788791289.7684963,254.38,89.0,6597.0
active:b16:trial18,1788791289.8186784,254.38,89.0,6597.0
active:b16:trial18,1788791289.868866,250.98,89.0,6597.0
active:b16:trial18,1788791289.91898,250.98,89.0,6597.0
active:b16:trial19,1788791290.009161,267.71,93.0,6597.0
active:b16:trial19,1788791290.0621397,257.04,93.0,6597.0
active:b16:trial19,1788791290.116475,257.04,93.0,6597.0
active:b16:trial20,1788791290.632366,256.03,90.0,6597.0
active:b16:trial20,1788791290.6825888,256.03,90.0,6597.0
active:b16:trial20,1788791290.7326963,268.71,92.0,6597.0
active:b16:trial20,1788791290.7827892,268.71,92.0,6597.0
active:b16:trial21,1788791290.8329132,250.66,92.0,6597.0
active:b16:trial21,1788791290.8831115,250.66,92.0,6597.0
active:b16:trial21,1788791290.9333794,237.76,89.0,6597.0
active:b16:trial21,1788791290.9835725,237.76,89.0,6597.0
active:b16:trial21,1788791291.0337172,241.11,89.0,6597.0
active:b16:trial21,1788791291.0839477,241.11,89.0,6597.0
active:b16:trial21,1788791291.1341221,180.8,93.0,6597.0
active:b16:trial21,1788791291.1842942,180.8,93.0,6597.0
active:b16:trial21,1788791291.2343378,261.64,93.0,6597.0
active:b16:trial22,1788791291.2846344,261.64,93.0,6597.0
active:b16:trial22,1788791291.3348563,108.09,90.0,6597.0
active:b16:trial22,1788791291.3850617,108.09,90.0,6597.0
active:b16:trial22,1788791291.4352527,257.6,90.0,6597.0
active:b16:trial22,1788791291.485471,257.6,90.0,6597.0
active:b16:trial22,1788791291.5356767,254.57,92.0,6597.0
active:b16:trial22,1788791291.5858805,254.57,92.0,6597.0
active:b16:trial22,1788791291.6359875,256.75,92.0,6597.0
active:b16:trial23,1788791291.6861706,256.75,92.0,6597.0
active:b16:trial23,1788791291.7362947,244.34,90.0,6597.0
active:b16:trial23,1788791291.8197982,244.34,90.0,6597.0
active:b16:trial23,1788791291.870462,259.31,90.0,6597.0
active:b16:trial23,1788791291.921611,250.55,90.0,6597.0
active:b16:trial24,1788791292.4367135,250.55,93.0,6597.0
active:b16:trial24,1788791292.4868448,274.62,93.0,6597.0
active:b16:trial24,1788791292.5369267,274.62,96.0,6597.0
active:b16:trial25,1788791292.5871112,274.62,96.0,6597.0
active:b16:trial25,1788791292.637314,259.96,94.0,6597.0
active:b16:trial25,1788791292.6874208,259.96,94.0,6597.0
active:b16:trial25,1788791292.7376049,248.2,94.0,6597.0
active:b16:trial25,1788791292.787763,248.2,94.0,6597.0
active:b16:trial25,1788791292.8379238,248.2,89.0,6597.0
active:b16:trial25,1788791292.8880947,248.2,89.0,6597.0
active:b16:trial25,1788791292.9381914,250.36,89.0,6597.0
active:b16:trial26,1788791292.988364,250.36,89.0,6597.0
active:b16:trial26,1788791293.0385349,250.36,94.0,6597.0
active:b16:trial26,1788791293.0888186,250.36,94.0,6597.0
active:b16:trial26,1788791293.1389983,261.16,94.0,6597.0
active:b16:trial26,1788791293.1890738,261.16,94.0,6597.0
active:b16:trial26,1788791293.2393737,261.16,90.0,6597.0
active:b16:trial26,1788791293.2895544,261.16,90.0,6597.0
active:b16:trial26,1788791293.3396587,176.28,90.0,6597.0
active:b16:trial26,1788791293.3896978,176.28,90.0,6597.0
active:b16:trial27,1788791293.440039,259.7,94.0,6597.0
active:b16:trial27,1788791293.4900646,259.7,94.0,6597.0
active:b16:trial27,1788791293.5403094,259.8,94.0,6597.0
active:b16:trial27,1788791293.6379921,250.27,89.0,6597.0
active:b16:trial27,1788791293.691987,250.27,89.0,6597.0
active:b16:trial27,1788791293.7478285,260.85,89.0,6597.0
active:b16:trial28,1788791294.255693,260.85,89.0,6597.0
active:b16:trial29,1788791294.3058586,253.16,93.0,6597.0
active:b16:trial29,1788791294.356003,253.16,93.0,6597.0
active:b16:trial29,1788791294.4061944,257.58,90.0,6597.0
active:b16:trial29,1788791294.456324,257.58,90.0,6597.0
active:b16:trial29,1788791294.5065784,250.71,90.0,6597.0
active:b16:trial29,1788791294.5567346,250.71,90.0,6597.0
active:b16:trial29,1788791294.6069517,237.93,90.0,6597.0
active:b16:trial29,1788791294.6570003,237.93,92.0,6597.0
