phase,host_time_unix,watts,utilization_percent,memory_used_mib
idle,1788791241.1742878,62.19,42.0,4705.0
idle,1788791241.2407932,62.19,42.0,4705.0
idle,1788791241.2922304,62.19,42.0,4705.0
idle,1788791241.3491933,62.04,0.0,4705.0
idle,1788791241.6410508,61.55,0.0,4705.0
idle,1788791241.6913729,61.55,0.0,4705.0
idle,1788791241.7417147,68.54,0.0,4705.0
idle,1788791241.7920334,68.54,0.0,4705.0
idle,1788791241.842312,68.54,0.0,4705.0
idle,1788791241.8926647,61.36,0.0,4705.0
idle,1788791241.9429536,61.36,0.0,4705.0
idle,1788791241.9932544,61.36,0.0,4705.0
idle,1788791242.0435288,61.36,0.0,4705.0
idle,1788791242.0938613,61.05,0.0,4705.0
idle,1788791242.1441627,60.95,0.0,4705.0
idle,1788791242.1944993,60.95,0.0,4705.0
idle,1788791242.2447674,60.95,0.0,4705.0
idle,1788791242.2951198,61.25,0.0,4705.0
idle,1788791242.3454845,61.17,0.0,4705.0
idle,1788791242.3957386,61.17,0.0,4705.0
idle,1788791242.4460905,61.17,0.0,4705.0
idle,1788791242.4963992,61.06,0.0,4705.0
idle,1788791242.5466557,61.06,0.0,4705.0
idle,1788791242.596897,61.06,0.0,4705.0
idle,1788791242.647253,61.06,0.0,4705.0
idle,1788791242.6975348,61.26,0.0,4705.0
idle,1788791242.747984,61.26,0.0,4705.0
idle,1788791242.8029187,61.74,0.0,4705.0
idle,1788791242.853579,61.74,0.0,4705.0
idle,1788791242.9082632,61.22,0.0,4705.0
active:b1:trial1,1788791243.236838,61.22,0.0,4705.0
active:b1:trial2,1788791243.2871687,151.11,0.0,4705.0
active:b1:trial3,1788791243.3374724,151.11,0.0,4705.0
active:b1:trial4,1788791243.3878798,175.86,44.0,4705.0
active:b1:trial5,1788791243.4382272,175.86,44.0,4705.0
active:b1:trial6,1788791243.4885936,174.27,44.0,4705.0
active:b1:trial7,1788791243.5389273,174.27,44.0,4705.0
active:b1:trial8,1788791243.58924,195.45,63.0,4705.0
active:b1:trial9,1788791243.6395512,195.45,63.0,4705.0
active:b1:trial10,1788791243.6898088,184.68,63.0,4705.0
active:b1:trial11,1788791243.7403443,184.68,63.0,4705.0
active:b1:trial11,1788791243.790523,160.52,63.0,4705.0
active:b1:trial12,1788791243.840882,160.52,59.0,4705.0
active:b1:trial13,1788791243.8911152,181.66,59.0,4705.0
active:b1:trial14,1788791243.9414907,181.66,59.0,4705.0
active:b1:trial15,1788791243.991827,170.05,59.0,4705.0
active:b1:trial16,1788791244.042176,170.05,63.0,4705.0
active:b1:trial17,1788791244.0925002,181.09,63.0,4705.0
active:b1:trial18,1788791244.142869,181.09,63.0,4705.0
active:b1:trial19,1788791244.1932714,178.09,63.0,4705.0
active:b1:trial20,1788791244.2436101,178.09,63.0,4705.0
active:b1:trial21,1788791244.2939117,178.09,63.0,4705.0
active:b1:trial22,1788791244.3449209,177.62,64.0,4705.0
active:b1:trial23,1788791244.4045875,170.26,64.0,4705.0
active:b1:trial24,1788791244.4587343,170.26,64.0,4705.0
active:b1:trial26,1788791244.5478535,181.71,65.0,4705.0
