epoch,loss,cross_modal,symmetric,kd,balance,importance,hard_load,phase_dc,ccd_operating,train_batch_recall_at_1,elapsed_seconds,vision_image_router_counts,language_image_router_counts,language_title_router_counts,test_recall_at_1,test_recall_at_5,test_recall_at_10,test_mrr,test_mean_rank,test_median_rank
25,1.0195690855383872,0.14069636864587665,0.08044993877992965,0.3444965582340956,1.3166632942855359,0.25533053539693357,0.29013897394761445,0.5657909050583839,0.6791510313749314,0.9777083333333333,66.23223998397589,"[2345, 2436, 2380, 2439]","[4800, 2070, 1433, 1297]","[1600, 663, 464, 473]",0.76375,0.9429166666666666,0.9829166666666667,0.8425590294300209,1.88375,1.0
26,1.0060752924531697,0.13481160309165716,0.07473791138036176,0.3388085372745991,1.3180672459304332,0.255887090228498,0.2896667432971299,0.5428861927241087,0.6721958987414837,0.9760416666666667,66.485246039927,"[2412, 2393, 2358, 2437]","[4800, 2085, 1406, 1309]","[1600, 647, 450, 503]",,,,,,
27,0.9966204028576613,0.12884970974409954,0.07080949314404279,0.33760289158672097,1.3163594983518123,0.25533014070242643,0.2888148956000805,0.5218883436173201,0.6686976667493582,0.98,66.62789375334978,"[2420, 2397, 2396, 2387]","[4800, 2027, 1399, 1374]","[1600, 660, 454, 486]",,,,,,
28,0.9896320935338736,0.13075956230750307,0.07570481538423338,0.33154749739915135,1.315513477474451,0.25526534039527177,0.28501860052347183,0.5010033896192908,0.6668778158724308,0.9760416666666667,66.5156651288271,"[2429, 2393, 2438, 2340]","[4800, 2006, 1416, 1378]","[1600, 634, 481, 485]",,,,,,
29,0.9903061229735612,0.13017540086293594,0.07224785321159288,0.32929335106164215,1.3160864904522895,0.2556880091316998,0.28961120676249263,0.4810536840930581,0.6559217318892478,0.9783333333333334,66.1424868106842,"[2363, 2411, 2383, 2443]","[4800, 2012, 1422, 1366]","[1600, 642, 502, 456]",,,,,,
30,0.9777656957507134,0.12420992124825717,0.07219399913446978,0.32409073412418365,1.31588998362422,0.2554735092446208,0.28831488601863386,0.4619424292817712,0.6594745013862848,0.9816666666666667,66.26538691669703,"[2375, 2429, 2346, 2450]","[4800, 1969, 1472, 1359]","[1600, 661, 464, 475]",0.7845833333333333,0.9645833333333333,0.9870833333333333,0.857153254849831,1.74,1.0
31,0.9676933519542217,0.11931403721682728,0.06824118744116277,0.32052797488868234,1.316705895960331,0.25582412276417016,0.28771766675636173,0.4428974989801645,0.6560013685375452,0.9829166666666667,67.00463229417801,"[2377, 2392, 2409, 2422]","[4800, 1956, 1482, 1362]","[1600, 660, 492, 448]",,,,,,
32,0.9542979802936316,0.11472397651523351,0.06738056890899316,0.3182448711246252,1.3138552598655224,0.25390602750703695,0.2820510067977011,0.4245015472173691,0.6537968698889017,0.9833333333333333,69.6331240683794,"[2403, 2391, 2441, 2365]","[4800, 2022, 1411, 1367]","[1600, 610, 509, 481]",,,,,,
33,0.9591974001377821,0.12060474487952888,0.06859754558536224,0.3126570561900735,1.3148595705628394,0.25513523193076254,0.28631489612162114,0.4076644141227007,0.6499316219240427,0.97875,67.26810748875141,"[2370, 2425, 2363, 2442]","[4800, 1952, 1484, 1364]","[1600, 601, 472, 527]",,,,,,
34,0.9548439763486385,0.12022956286091357,0.07047709456528536,0.3116515392437577,1.3136622183024884,0.2550873328000307,0.28324545342475177,0.39223656319081784,0.64420629106462,0.9789583333333334,65.53474502265453,"[2378, 2424, 2375, 2423]","[4800, 1914, 1413, 1473]","[1600, 613, 492, 495]",,,,,,
35,0.9577279977500439,0.12477100256946869,0.07304288638406434,0.30705711953341963,1.3166099347174167,0.2564861487597227,0.2850973236374557,0.37755514644086363,0.6451552845537663,0.97875,65.95737992227077,"[2354, 2438, 2359, 2449]","[4800, 1928, 1457, 1415]","[1600, 619, 508, 473]",0.7883333333333333,0.9495833333333333,0.9870833333333333,0.8596621123791268,1.76625,1.0
36,0.9532183185219765,0.11582065055845306,0.0654633330530487,0.3041958801448345,1.3168606393039226,0.2559314862824976,0.2944769341498613,0.36303249970078466,0.6388749852776527,0.9816666666666667,65.94801463186741,"[2389, 2427, 2361, 2423]","[4800, 1951, 1457, 1392]","[1600, 673, 456, 471]",,,,,,
37,0.9367116000503302,0.113003829063382,0.06581689361482859,0.30137276109308003,1.31394924223423,0.2549852684140205,0.2841852692887187,0.34942422732710837,0.6328293904662132,0.984375,65.37781744450331,"[2366, 2449, 2366, 2419]","[4800, 2019, 1454, 1327]","[1600, 583, 491, 526]",,,,,,
38,0.9326840341091156,0.11024963402887807,0.06285545325372369,0.2975612238049507,1.31436784863472,0.2556757629849017,0.28743991246446965,0.3365324603393674,0.6327260915189982,0.9852083333333334,65.79662109166384,"[2286, 2504, 2273, 2537]","[4800, 1990, 1422, 1388]","[1600, 600, 499, 501]",,,,,,
39,0.9171414174139499,0.10647744800662622,0.059344402491115035,0.2948623986914754,1.3103872574865818,0.25353564247488974,0.27997693689540026,0.3236958572641015,0.6335264958441258,0.9847916666666666,66.4748914539814,"[2388, 2407, 2411, 2394]","[4800, 1902, 1493, 1405]","[1600, 617, 478, 505]",,,,,,
40,0.9125896628946066,0.10503886233782396,0.05915270328405313,0.2915036937221885,1.3118134513497353,0.25483120158314704,0.2801297165453434,0.3112540729343891,0.6303835175931454,0.9822916666666667,65.43814899027348,"[2386, 2420, 2386, 2408]","[4800, 1900, 1477, 1423]","[1600, 677, 442, 481]",0.7983333333333333,0.95375,0.9858333333333333,0.867616268422718,1.7195833333333332,1.0
