epoch,loss,cross_modal,symmetric,kd,balance,importance,hard_load,phase_dc,ccd_operating,train_batch_recall_at_1,elapsed_seconds,vision_image_router_counts,language_image_router_counts,language_title_router_counts,test_recall_at_1,test_recall_at_5,test_recall_at_10,test_mrr,test_mean_rank,test_median_rank
11,0.6983726756647229,0.1860920399427414,0.08312639823416249,0.6346732333302498,1.3229656934738159,0.254714444372803,0.3429584207944572,0.8690381910651922,0.717055843770504,0.9433333333333334,68.31432539969683,"[2347, 2454, 2306, 2493]","[4800, 2985, 1032, 783]","[1600, 805, 387, 408]",,,,,,
12,0.6817158039659261,0.17090817441930994,0.0761530926276464,0.6279481265693903,1.324811352789402,0.25586023917421696,0.34768064180389047,0.8548500154167413,0.7084113780409098,0.955,67.52023302018642,"[2295, 2501, 2294, 2510]","[4800, 2947, 993, 860]","[1600, 809, 387, 404]",,,,,,
13,0.6809993792325258,0.1768460252089426,0.07977681189659051,0.6186222266405821,1.3242359966039658,0.25725023848935963,0.3383473209105432,0.8388702925294638,0.7085292745381594,0.9495833333333333,68.16678652912378,"[2370, 2470, 2266, 2494]","[4800, 2832, 1094, 874]","[1600, 815, 387, 398]",,,,,,
14,0.6552905289456248,0.16405519816325978,0.06891263894794974,0.6063301503658295,1.3218922711908818,0.25624473923817276,0.3258797095157206,0.8228816673159599,0.7088792070746421,0.95375,69.96689297258854,"[2395, 2426, 2362, 2417]","[4800, 2710, 1158, 932]","[1600, 812, 404, 384]",,,,,,
15,0.6355063071474433,0.1465999542735517,0.0692546590580605,0.5996807459741831,1.321931154280901,0.2556232353672385,0.325402866769582,0.8055216129869223,0.7046231336891651,0.9597916666666667,68.91364088654518,"[2263, 2569, 2231, 2537]","[4800, 2678, 1168, 954]","[1600, 811, 397, 392]",0.7216666666666667,0.93125,0.9725,0.8109750610295255,2.2104166666666667,1.0
16,0.6237640237435699,0.14168139540124686,0.06361771048104856,0.5907995939254761,1.3227330520749092,0.2565859048627317,0.32001396752893924,0.7856576941907406,0.7026341337710619,0.9602083333333333,68.70712688565254,"[2318, 2452, 2341, 2489]","[4800, 2551, 1221, 1028]","[1600, 796, 398, 406]",,,,,,
17,0.6247690849006176,0.14040130326757208,0.06265423297300003,0.5936596591025591,1.3219244658946991,0.2556185805238783,0.3237732330337167,0.7652339901775121,0.7013600464910269,0.964375,68.17056918144226,"[2349, 2444, 2333, 2474]","[4800, 2636, 1222, 942]","[1600, 797, 422, 381]",,,,,,
18,0.6026136292144656,0.13351446215528995,0.06069210651039612,0.574844790622592,1.3201144196093082,0.25543847903609274,0.3060648954473436,0.7438437975943089,0.700155845284462,0.963125,67.34918777644634,"[2334, 2426, 2406, 2434]","[4800, 2393, 1283, 1124]","[1600, 733, 422, 445]",,,,,,
19,0.5924002913758158,0.1228576919878833,0.05591005675669294,0.5742209065705538,1.321284268796444,0.25583949964493513,0.30992138357833027,0.7189116798341274,0.6962014462798833,0.9697916666666667,68.50073095411062,"[2440, 2399, 2393, 2368]","[4800, 2432, 1253, 1115]","[1600, 724, 429, 447]",,,,,,
20,0.5922838792204856,0.12650179642951115,0.055232688416435846,0.5652708165347576,1.3194849610328674,0.2557908706367016,0.3085139885544777,0.6931677520275116,0.6997608538717032,0.9672916666666667,68.55134848505259,"[2339, 2500, 2261, 2500]","[4800, 2369, 1306, 1125]","[1600, 786, 415, 399]",0.7416666666666667,0.9391666666666667,0.9770833333333333,0.8269759564022268,2.0341666666666667,1.0
21,0.5748124096542597,0.11572864426998422,0.04748123422614299,0.5560470964759588,1.3191851168870925,0.2561520610935986,0.3050741576589644,0.6669125486165285,0.6934914700686932,0.9716666666666667,68.52769646048546,"[2356, 2390, 2381, 2473]","[4800, 2287, 1361, 1152]","[1600, 736, 391, 473]",,,,,,
22,0.5714988358318805,0.12068099004682153,0.056634050470893274,0.5500656934455037,1.3153506696224213,0.2553029369562864,0.2885695309378207,0.640283364802599,0.6909664172679186,0.9675,68.85755758732557,"[2389, 2463, 2320, 2428]","[4800, 2269, 1286, 1245]","[1600, 683, 456, 461]",,,,,,
23,0.5692970657721161,0.11346979757072403,0.05086756153323222,0.5495680766180158,1.3181900173425674,0.2558719953522086,0.3015926778316498,0.6137005534023047,0.6901234596967697,0.9725,68.13392336666584,"[2203, 2542, 2263, 2592]","[4800, 2354, 1283, 1163]","[1600, 666, 471, 463]",,,,,,
24,0.5587478077039123,0.10839977334835567,0.04693116038979497,0.5373035179451108,1.319127183407545,0.25564749212935567,0.3005417507141829,0.5868905689567327,0.6787866793572903,0.9758333333333333,71.05638736486435,"[2367, 2456, 2356, 2421]","[4800, 2260, 1363, 1177]","[1600, 717, 434, 449]",,,,,,
25,0.5533360118046403,0.10599601645953953,0.04741449014545651,0.5276255875825882,1.3183389268815517,0.25571997752413156,0.3003935885615647,0.5604057837277651,0.680917713046074,0.975625,68.76061814278364,"[2366, 2417, 2402, 2415]","[4800, 2264, 1357, 1179]","[1600, 701, 442, 457]",0.7666666666666667,0.9429166666666666,0.9825,0.8418252826408847,1.9345833333333333,1.0
26,0.5416490793228149,0.09962865844136104,0.04232157632650342,0.5173364585265517,1.319318175315857,0.2561628546565771,0.2988565587438643,0.5346029695123434,0.6734542321413756,0.97375,69.74399238079786,"[2453, 2347, 2398, 2402]","[4800, 2298, 1309, 1193]","[1600, 678, 438, 484]",,,,,,
27,0.535994765534997,0.09652335862047039,0.03940819518757053,0.5151750328019261,1.3178396172821523,0.25554678132757547,0.2971760079264641,0.5104963332414627,0.6694126527756452,0.9816666666666667,69.3732611015439,"[2460, 2374, 2411, 2355]","[4800, 2193, 1326, 1281]","[1600, 690, 441, 469]",,,,,,
28,0.535544953122735,0.1006729194370564,0.043741015181876716,0.5100269744172692,1.3165682166814805,0.2551573962904513,0.28943989546969534,0.4878981649875641,0.6670321013778449,0.9729166666666667,68.66576585918665,"[2361, 2455, 2418, 2366]","[4800, 2161, 1350, 1289]","[1600, 656, 471, 473]",,,,,,
29,0.5288115417584777,0.09457575016422197,0.03798267085512634,0.5062032943591476,1.3169369399547577,0.25551029443740847,0.29391675451770427,0.46640804018825294,0.6561777215451002,0.9770833333333333,66.69005903601646,"[2369, 2435, 2370, 2426]","[4800, 2161, 1367, 1272]","[1600, 672, 488, 440]",,,,,,
30,0.5241026112809777,0.09320716802030801,0.04088864643126726,0.49402926992624996,1.316969621926546,0.2555524232797325,0.2931899038143456,0.4448381636291742,0.6588369898498059,0.9770833333333333,66.36520241200924,"[2353, 2438, 2322, 2487]","[4800, 2097, 1423, 1280]","[1600, 688, 456, 456]",0.785,0.93625,0.98,0.8504078440237857,1.9329166666666666,1.0
31,0.5148357640951872,0.08635480197845027,0.03779177908436395,0.4915474006906152,1.3172762088477612,0.25569471744820477,0.2917084204033017,0.4239253167062998,0.654948053881526,0.981875,66.29215880483389,"[2328, 2437, 2382, 2453]","[4800, 2102, 1428, 1270]","[1600, 692, 475, 433]",,,,,,
32,0.5117898056283593,0.08475655454094522,0.039605733027565294,0.49081771448254585,1.3152817390859126,0.25413970798254015,0.28904174715280534,0.40403150785714387,0.652006684243679,0.9791666666666666,66.41073856502771,"[2358, 2458, 2391, 2393]","[4800, 2147, 1362, 1291]","[1600, 638, 495, 467]",,,,,,
33,0.5177715947851539,0.09153130568447523,0.039994946669321504,0.48086580261588097,1.3163520351052285,0.2554803124628961,0.2933426915667951,0.3865846725180745,0.6479883451014757,0.975625,66.13666246086359,"[2330, 2452, 2343, 2475]","[4800, 2085, 1438, 1277]","[1600, 629, 459, 512]",,,,,,
34,0.5066828476265073,0.08485414729802869,0.03755690579127986,0.48114719837903974,1.314792951196432,0.25521416002884506,0.28623619573190806,0.37000795379281043,0.6419726323336363,0.9804166666666667,66.27839905768633,"[2398, 2404, 2389, 2409]","[4800, 2021, 1381, 1398]","[1600, 634, 484, 482]",,,,,,
35,0.5144307654350996,0.09059841466951184,0.04264881963899825,0.47586585152894256,1.3185087971389293,0.2571908741258085,0.2903426693752408,0.35414962396025657,0.6421891134232283,0.9802083333333333,67.00485571473837,"[2334, 2462, 2363, 2441]","[4800, 2038, 1411, 1351]","[1600, 637, 494, 469]",0.7933333333333333,0.9483333333333334,0.98625,0.8585299785204799,1.8254166666666667,1.0
36,0.5019437989220024,0.07936430874979124,0.032264001935254784,0.4688688348978758,1.3178212389349937,0.2563339457847178,0.2977963828481734,0.33915143348276616,0.6353255223482848,0.9829166666666667,67.11908650398254,"[2395, 2416, 2324, 2465]","[4800, 2063, 1394, 1343]","[1600, 689, 450, 461]",,,,,,
37,0.49765029866248367,0.08032879628008231,0.03639855385117698,0.4646203463897109,1.3150674536824227,0.25553420148789885,0.28862971179187297,0.3249018039554358,0.6290156520903111,0.9839583333333334,66.06064821779728,"[2477, 2366, 2443, 2314]","[4800, 2151, 1397, 1252]","[1600, 604, 481, 515]",,,,,,
38,0.49104166608303784,0.07468249205849134,0.03219112534425221,0.4616405304521322,1.3154403172433375,0.2561687033623457,0.29067599987611176,0.3115157876163721,0.628252431191504,0.9858333333333333,65.79530695080757,"[2358, 2434, 2347, 2461]","[4800, 2075, 1384, 1341]","[1600, 609, 498, 493]",,,,,,
39,0.48471804745495317,0.07510929752606899,0.03205347197072115,0.45696208346635103,1.3110137172043324,0.2539729716256261,0.280967674497515,0.29842888098210096,0.6285108353942632,0.9839583333333334,66.91810289770365,"[2372, 2422, 2368, 2438]","[4800, 1984, 1464, 1352]","[1600, 627, 474, 499]",,,,,,
40,0.4841277962550521,0.07380417039967142,0.032499988097697496,0.4535444999113679,1.312583338469267,0.2546700538136065,0.2841991719789803,0.2864047303795815,0.625179960206151,0.983125,67.48663806170225,"[2369, 2433, 2385, 2413]","[4800, 2008, 1436, 1356]","[1600, 692, 436, 472]",0.79875,0.9479166666666666,0.9825,0.8617108573126544,1.8270833333333334,1.0
