path,bytes
/DATA/DATA1/guest3/third_party,1387905024
/DATA/DATA1/guest3/.conda,1720307712
/DATA/DATA1/guest3/.cache,27211149312
/DATA/DATA1/guest3/2026OpticsMoE,990338469888
/DATA/DATA1/guest3,1020657836032
