owner,runs_root,run_name,run_path,file_count,bytes,gib,checkpoint_count,checkpoint_bytes,best_checkpoint_count,best_checkpoint_paths,has_metrics,has_config,latest_modified_utc,classification,retention_recommendation
experiments/d2nn_cifar100_cifar10_fixed_feedback_contrastive_20stage400,experiments/d2nn_cifar100_cifar10_fixed_feedback_contrastive_20stage400/runs,main,experiments/d2nn_cifar100_cifar10_fixed_feedback_contrastive_20stage400/runs/main,104,6095951481,5.677297,59,6095713591,10,finetune/bp/seed_1234/checkpoints/best_validation.pt|finetune/bp/seed_2345/checkpoints/best_validation.pt|finetune/bp/seed_3456/checkpoints/best_validation.pt|finetune/fa_pretrained/seed_1234/checkpoints/best_validation.pt|finetune/fa_pretrained/seed_2345/checkpoints/best_validation.pt|finetune/fa_pretrained/seed_3456/checkpoints/best_validation.pt|finetune/fa_random/seed_1234/checkpoints/best_validation.pt|finetune/fa_random/seed_2345/checkpoints/best_validation.pt|finetune/fa_random/seed_3456/checkpoints/best_validation.pt|pretrain/checkpoints/pretrained_best_validation.pt,true,true,2026-08-18T08:00:12.249887+00:00,formal_candidate,keep_best_checkpoints_and_metrics; review other checkpoints
experiments/d2nn_cifar100c10_fixed_feedback_20stage400,experiments/d2nn_cifar100c10_fixed_feedback_20stage400/runs,diagnostic_optical09_skip01_20260815,experiments/d2nn_cifar100c10_fixed_feedback_20stage400/runs/diagnostic_optical09_skip01_20260815,10,522800901,0.486896,5,517559032,1,pretrain/checkpoints/pretrained_best_validation.pt,false,true,2026-08-15T02:35:10.335078+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar100c10_fixed_feedback_20stage400,experiments/d2nn_cifar100c10_fixed_feedback_20stage400/runs,main,experiments/d2nn_cifar100c10_fixed_feedback_20stage400/runs/main,167,7667614998,7.141023,73,7556261149,10,finetune/bp/seed_1234/checkpoints/best_validation.pt|finetune/bp/seed_2345/checkpoints/best_validation.pt|finetune/bp/seed_3456/checkpoints/best_validation.pt|finetune/fa_pretrained/seed_1234/checkpoints/best_validation.pt|finetune/fa_pretrained/seed_2345/checkpoints/best_validation.pt|finetune/fa_pretrained/seed_3456/checkpoints/best_validation.pt|finetune/fa_random/seed_1234/checkpoints/best_validation.pt|finetune/fa_random/seed_2345/checkpoints/best_validation.pt|finetune/fa_random/seed_3456/checkpoints/best_validation.pt|pretrain/checkpoints/pretrained_best_validation.pt,true,true,2026-08-15T06:52:46.138960+00:00,formal_candidate,keep_best_checkpoints_and_metrics; review other checkpoints
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a02_pool16,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a02_pool16,6,36550933,0.034041,3,36537050,1,seed_1234/best.pt,false,true,2026-08-18T09:27:41.402680+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a03_cifar100_pretrain,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a03_cifar100_pretrain,15,91958121,0.085643,10,91858508,1,seed_1234/best.pt,false,true,2026-08-18T10:25:15.648865+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a04_cifar100_to_cifar10,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a04_cifar100_to_cifar10,12,60474385,0.056321,7,60406546,1,seed_1234/best.pt,false,true,2026-08-18T11:02:32.429657+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a05_refine_a01,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a05_refine_a01,10,43185585,0.040220,5,43140118,1,seed_1234/best.pt,false,true,2026-08-18T10:38:33.330072+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a07_high_optical_cifar100_to_cifar10,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a07_high_optical_cifar100_to_cifar10,12,60475077,0.056322,7,60407186,1,seed_1234/best.pt,false,true,2026-08-18T13:54:09.006950+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a08_pointwise_electronic_residual,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a08_pointwise_electronic_residual,12,60736484,0.056565,7,60665458,1,seed_1234/best.pt,false,true,2026-08-18T18:59:11.971634+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a09_depthwise_electronic_residual,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a09_depthwise_electronic_residual,11,52237497,0.048650,6,52183892,1,seed_1234/best.pt,false,true,2026-08-18T18:47:14.075105+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a10_depthwise_unet_skips,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a10_depthwise_unet_skips,12,60981059,0.056793,7,60909934,1,seed_1234/best.pt,false,true,2026-08-18T19:14:16.831841+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a11_pointwise_conv_readout,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a11_pointwise_conv_readout,9,33948887,0.031617,4,33918200,1,seed_1234/best.pt,false,true,2026-08-18T19:42:56.660270+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a12_pointwise_dual_pool_readout,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a12_pointwise_dual_pool_readout,9,39423942,0.036716,4,39393432,1,seed_1234/best.pt,false,true,2026-08-18T19:52:02.096380+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,a13_lowres_electronic_residual,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/a13_lowres_electronic_residual,46,349126795,0.325150,28,348845640,4,seed_1234/best.pt|seed_2026/best.pt|seed_2027/best.pt|seed_2028/best.pt,false,true,2026-08-19T09:27:59.449733+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,formal_a13_high_performance,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/formal_a13_high_performance,92,344428516,0.320774,58,343749640,13,bp/seed_2026/best.pt|bp/seed_2027/best.pt|bp/seed_2028/best.pt|common/head_warmup_best.pt|fa_pretrained/seed_2026/best.pt|fa_pretrained/seed_2027/best.pt|fa_pretrained/seed_2028/best.pt|fa_random/seed_2026/best.pt|fa_random/seed_2027/best.pt|fa_random/seed_2028/best.pt|noft/seed_2026/best.pt|noft/seed_2027/best.pt|noft/seed_2028/best.pt,false,false,2026-08-19T13:03:03.389467+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,formal_pilot,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/formal_pilot,65,145206442,0.135234,31,144927585,13,bp/seed_2026/best.pt|bp/seed_2027/best.pt|bp/seed_2028/best.pt|common/head_warmup_best.pt|fa_pretrained/seed_2026/best.pt|fa_pretrained/seed_2027/best.pt|fa_pretrained/seed_2028/best.pt|fa_random/seed_2026/best.pt|fa_random/seed_2027/best.pt|fa_random/seed_2028/best.pt|noft/seed_2026/best.pt|noft/seed_2027/best.pt|noft/seed_2028/best.pt,false,false,2026-08-18T13:10:21.888943+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,formal_smoke,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/formal_smoke,20,38590807,0.035940,8,38566359,5,bp/seed_99/best.pt|common/head_warmup_best.pt|fa_pretrained/seed_99/best.pt|fa_random/seed_99/best.pt|noft/seed_99/best.pt,false,false,2026-08-18T12:01:43.966909+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,main_rgb8,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/main_rgb8,15,86416743,0.080482,10,86317132,1,seed_1234/best.pt,false,true,2026-08-18T10:08:44.975709+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p03_deployment_robustness_formal,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p03_deployment_robustness_formal,40,506615,0.000472,0,0,0,,false,false,2026-08-19T15:11:52.770972+00:00,unclassified,manual review
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p03_deployment_robustness_screen,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p03_deployment_robustness_screen,8,56881,0.000053,0,0,0,,false,false,2026-08-19T14:52:02.904594+00:00,unclassified,manual review
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p03b_deployment_subpixel_screen,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p03b_deployment_subpixel_screen,8,46458,0.000043,0,0,0,,false,false,2026-08-19T14:56:20.238764+00:00,unclassified,manual review
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p04_deployment_adaptation_screen,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p04_deployment_adaptation_screen,47,94379739,0.087898,16,94285408,16,bp/seed_2026/deployment_seed_9101/global_shift_0p125px/best.pt|bp/seed_2026/deployment_seed_9101/global_shift_0p25px/best.pt|bp/seed_2026/deployment_seed_9101/layerwise_shift_0p125px/best.pt|bp/seed_2026/deployment_seed_9101/layerwise_shift_0p25px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/global_shift_0p125px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/global_shift_0p25px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/layerwise_shift_0p125px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/layerwise_shift_0p25px/best.pt|fa_random/seed_2026/deployment_seed_9101/global_shift_0p125px/best.pt|fa_random/seed_2026/deployment_seed_9101/global_shift_0p25px/best.pt|fa_random/seed_2026/deployment_seed_9101/layerwise_shift_0p125px/best.pt|fa_random/seed_2026/deployment_seed_9101/layerwise_shift_0p25px/best.pt|noft/seed_2026/deployment_seed_9101/global_shift_0p125px/best.pt|noft/seed_2026/deployment_seed_9101/global_shift_0p25px/best.pt|noft/seed_2026/deployment_seed_9101/layerwise_shift_0p125px/best.pt|noft/seed_2026/deployment_seed_9101/layerwise_shift_0p25px/best.pt,false,false,2026-08-20T01:01:10.974410+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p04b_deployment_adaptation_large_shift_screen,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p04b_deployment_adaptation_large_shift_screen,68,141547195,0.131826,24,141428112,24,bp/seed_2026/deployment_seed_9101/global_shift_0p5px/best.pt|bp/seed_2026/deployment_seed_9101/global_shift_1px/best.pt|bp/seed_2026/deployment_seed_9101/global_shift_2px/best.pt|bp/seed_2026/deployment_seed_9101/layerwise_shift_0p5px/best.pt|bp/seed_2026/deployment_seed_9101/layerwise_shift_1px/best.pt|bp/seed_2026/deployment_seed_9101/layerwise_shift_2px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/global_shift_0p5px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/global_shift_1px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/global_shift_2px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/layerwise_shift_0p5px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/layerwise_shift_1px/best.pt|fa_pretrained/seed_2026/deployment_seed_9101/layerwise_shift_2px/best.pt|fa_random/seed_2026/deployment_seed_9101/global_shift_0p5px/best.pt|fa_random/seed_2026/deployment_seed_9101/global_shift_1px/best.pt|fa_random/seed_2026/deployment_seed_9101/global_shift_2px/best.pt|fa_random/seed_2026/deployment_seed_9101/layerwise_shift_0p5px/best.pt|fa_random/seed_2026/deployment_seed_9101/layerwise_shift_1px/best.pt|fa_random/seed_2026/deployment_seed_9101/layerwise_shift_2px/best.pt|noft/seed_2026/deployment_seed_9101/global_shift_0p5px/best.pt|noft/seed_2026/deployment_seed_9101/global_shift_1px/best.pt|noft/seed_2026/deployment_seed_9101/global_shift_2px/best.pt|noft/seed_2026/deployment_seed_9101/layerwise_shift_0p5px/best.pt|noft/seed_2026/deployment_seed_9101/layerwise_shift_1px/best.pt|noft/seed_2026/deployment_seed_9101/layerwise_shift_2px/best.pt,false,false,2026-08-20T03:08:48.933236+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p05_misalignment_vaccination,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p05_misalignment_vaccination,24,24358827,0.022686,2,24238780,1,seed_2026/best.pt,false,false,2026-08-20T15:51:29.513200+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p05b_vaccinated_deployment_adaptation,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p05b_vaccinated_deployment_adaptation,46,94365839,0.087885,16,94285408,16,bp/seed_2026/deployment_seed_9301/heldout_global_shift_1px/best.pt|bp/seed_2026/deployment_seed_9301/heldout_global_shift_2px/best.pt|bp/seed_2026/deployment_seed_9301/heldout_layerwise_shift_1px/best.pt|bp/seed_2026/deployment_seed_9301/heldout_layerwise_shift_2px/best.pt|fa_pretrained/seed_2026/deployment_seed_9301/heldout_global_shift_1px/best.pt|fa_pretrained/seed_2026/deployment_seed_9301/heldout_global_shift_2px/best.pt|fa_pretrained/seed_2026/deployment_seed_9301/heldout_layerwise_shift_1px/best.pt|fa_pretrained/seed_2026/deployment_seed_9301/heldout_layerwise_shift_2px/best.pt|fa_random/seed_2026/deployment_seed_9301/heldout_global_shift_1px/best.pt|fa_random/seed_2026/deployment_seed_9301/heldout_global_shift_2px/best.pt|fa_random/seed_2026/deployment_seed_9301/heldout_layerwise_shift_1px/best.pt|fa_random/seed_2026/deployment_seed_9301/heldout_layerwise_shift_2px/best.pt|noft/seed_2026/deployment_seed_9301/heldout_global_shift_1px/best.pt|noft/seed_2026/deployment_seed_9301/heldout_global_shift_2px/best.pt|noft/seed_2026/deployment_seed_9301/heldout_layerwise_shift_1px/best.pt|noft/seed_2026/deployment_seed_9301/heldout_layerwise_shift_2px/best.pt,false,false,2026-08-20T17:24:26.417822+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_general_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_general_backbone,1,1851,0.000002,0,0,0,,false,false,2026-08-21T02:29:24.858399+00:00,unclassified,manual review
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_100k_balanced_refine,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_100k_balanced_refine,21,276545706,0.257553,14,276433324,1,checkpoints/best.pt,false,false,2026-08-21T05:33:28.640341+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_100k_contrastive_refine,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_100k_contrastive_refine,8,59226207,0.055159,3,59205314,1,checkpoints/best.pt,false,false,2026-08-21T04:33:35.275669+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_100k_screen,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_100k_screen,15,166260057,0.154842,9,166211598,1,checkpoints/best.pt,false,false,2026-08-21T03:57:12.397194+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_8x224_epoch4_shift_screen,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_8x224_epoch4_shift_screen,2,1072,0.000001,0,0,0,,false,false,2026-08-22T05:18:06.283039+00:00,unclassified,manual review
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_8x224_full_decoupled_mlp,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_8x224_full_decoupled_mlp,17,324801350,0.302495,8,324669200,1,checkpoints/best.pt,false,false,2026-08-22T10:00:59.711373+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_8x224_full_spatial,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_8x224_full_spatial,23,587963571,0.547584,14,587786348,1,checkpoints/best.pt,false,false,2026-08-22T09:47:44.374830+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_8x224_screen_mlp,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_8x224_screen_mlp,12,186249572,0.173458,5,186215398,1,checkpoints/best.pt,false,false,2026-08-22T02:33:26.483328+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_8x224_screen_projected,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_8x224_screen_projected,12,174409261,0.162431,5,174375614,1,checkpoints/best.pt,false,false,2026-08-22T02:33:30.787351+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_8x224_screen_spatial,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_8x224_screen_spatial,12,209937131,0.195519,5,209903294,1,checkpoints/best.pt,false,false,2026-08-22T02:43:20.271122+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_8x224_screen_supervised_mlp,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_8x224_screen_supervised_mlp,12,186249567,0.173458,5,186215398,1,checkpoints/best.pt,false,false,2026-08-22T02:33:26.447328+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_8x224_smoke,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_8x224_smoke,8,86738508,0.080782,3,86728198,1,checkpoints/best.pt,false,false,2026-08-22T02:12:09.990764+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_capacity_12x192,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_capacity_12x192,17,283941282,0.264441,8,283848400,1,checkpoints/best.pt,false,false,2026-08-21T19:31:20.724985+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_capacity_12x192_smoke,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_capacity_12x192_smoke,8,97138108,0.090467,3,97125966,1,checkpoints/best.pt,false,false,2026-08-21T16:46:51.209757+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_full_stage1,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_full_stage1,21,236986283,0.220711,12,236874416,1,checkpoints/best.pt,false,false,2026-08-21T13:53:19.271876+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_smoke,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_smoke,10,87268161,0.081275,5,87253206,1,checkpoints/best.pt,false,false,2026-08-21T03:24:00.990182+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p06_imagenet_smoke_pre_ampfix,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p06_imagenet_smoke_pre_ampfix,10,87268493,0.081275,5,87253206,1,checkpoints/best.pt,false,false,2026-08-21T03:22:05.531213+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p07_teacher_free_allstage_pool5,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p07_teacher_free_allstage_pool5,43,1336107636,1.244347,34,1335838860,1,checkpoints/best.pt,false,false,2026-08-22T22:28:33.745714+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p07_teacher_free_formal_linear,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p07_teacher_free_formal_linear,42,1449098354,1.349578,33,1448740190,1,checkpoints/best.pt,false,false,2026-08-23T00:34:43.825770+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p07_teacher_free_head_screens,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p07_teacher_free_head_screens,2,1890,0.000002,0,0,0,,false,false,2026-08-22T10:58:27.614210+00:00,unclassified,manual review
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p07_teacher_free_screen_conv_mlp,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p07_teacher_free_screen_conv_mlp,14,172311980,0.160478,7,172283762,1,checkpoints/best.pt,false,false,2026-08-22T10:55:48.233110+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p07_teacher_free_screen_linear,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p07_teacher_free_screen_linear,14,258695623,0.240929,7,258668042,1,checkpoints/best.pt,false,false,2026-08-22T10:55:06.315586+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,p07_teacher_free_screen_mlp,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/p07_teacher_free_screen_mlp,14,194880368,0.181496,7,194852698,1,checkpoints/best.pt,false,false,2026-08-22T10:54:25.082001+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_cifar10_high_performance_optical_backbone,experiments/d2nn_cifar10_high_performance_optical_backbone/runs,smoke,experiments/d2nn_cifar10_high_performance_optical_backbone/runs/smoke,7,464393,0.000432,3,459526,1,seed_1234/best.pt,false,true,2026-08-18T09:08:25.776352+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_mnist4_single_layer_17um,experiments/d2nn_mnist4_single_layer_17um/runs,mnist4_single_layer_17um_5cm,experiments/d2nn_mnist4_single_layer_17um/runs/mnist4_single_layer_17um_5cm,105,97050520,0.090385,2,5493104,1,checkpoints/best.pt,true,true,2026-08-26T07:15:21.842942+00:00,formal_candidate,keep_best_checkpoints_and_metrics; review other checkpoints
experiments/d2nn_mnist4_single_layer_17um,experiments/d2nn_mnist4_single_layer_17um/runs,smoke_mnist4_single_layer_17um_5cm,experiments/d2nn_mnist4_single_layer_17um/runs/smoke_mnist4_single_layer_17um_5cm,25,16239808,0.015124,2,5492720,1,checkpoints/best.pt,true,true,2026-08-26T03:57:15.174263+00:00,formal_candidate,keep_best_checkpoints_and_metrics; review other checkpoints
experiments/d2nn_mnist4_single_layer_17um_10cm,experiments/d2nn_mnist4_single_layer_17um_10cm/runs,mnist4_single_layer_17um_10cm_notebook_mse,experiments/d2nn_mnist4_single_layer_17um_10cm/runs/mnist4_single_layer_17um_10cm_notebook_mse,468,526768561,0.490591,2,5493488,1,checkpoints/best.pt,true,true,2026-08-26T11:29:49.468304+00:00,formal_candidate,keep_best_checkpoints_and_metrics; review other checkpoints
experiments/d2nn_mnist4_single_layer_17um_10cm,experiments/d2nn_mnist4_single_layer_17um_10cm/runs,smoke_mnist4_single_layer_17um_10cm_notebook_mse,experiments/d2nn_mnist4_single_layer_17um_10cm/runs/smoke_mnist4_single_layer_17um_10cm_notebook_mse,33,20844716,0.019413,2,5493488,1,checkpoints/best.pt,true,true,2026-08-26T09:57:49.056250+00:00,formal_candidate,keep_best_checkpoints_and_metrics; review other checkpoints
experiments/d2nn_mnist4_single_layer_17um_10cm_v2,experiments/d2nn_mnist4_single_layer_17um_10cm_v2/runs,mnist4_single_layer_17um_10cm_v2_angle_roi,experiments/d2nn_mnist4_single_layer_17um_10cm_v2/runs/mnist4_single_layer_17um_10cm_v2_angle_roi,480,544573740,0.507174,6,16485456,3,checkpoints/best.pt|mask_candidates/checkpoints/post_robust_best.pt|mask_candidates/checkpoints/pre_robust_best.pt,true,true,2026-08-26T15:03:31.415383+00:00,formal_candidate,keep_best_checkpoints_and_metrics; review other checkpoints
experiments/d2nn_mnist4_single_layer_17um_10cm_v2,experiments/d2nn_mnist4_single_layer_17um_10cm_v2/runs,mnist4_single_layer_17um_10cm_v2_angle_roi_ccd_robust,experiments/d2nn_mnist4_single_layer_17um_10cm_v2/runs/mnist4_single_layer_17um_10cm_v2_angle_roi_ccd_robust,9,5710430,0.005318,2,5496816,1,checkpoints/best.pt,false,true,2026-08-30T08:43:41.930582+00:00,checkpoint_without_clear_best,manual review before pruning
experiments/d2nn_mnist4_single_layer_17um_10cm_v2,experiments/d2nn_mnist4_single_layer_17um_10cm_v2/runs,mnist4_single_layer_17um_10cm_v2_angle_roi_ccd_robust_rv3,experiments/d2nn_mnist4_single_layer_17um_10cm_v2/runs/mnist4_single_layer_17um_10cm_v2_angle_roi_ccd_robust_rv3,2672,976896916,0.909806,2,5497456,1,checkpoints/best.pt,true,true,2026-08-30T09:09:00.130312+00:00,formal_candidate,keep_best_checkpoints_and_metrics; review other checkpoints
