epoch,train_total,train_category,train_edit,train_preservation,train_task,train_ccd,train_router_balance,train_router_importance,train_router_hard_load,train_router_semantic_code,train_phase_dc,train_grad_norm,train_samples,train_epoch_seconds,train_language_alpha1,train_language_alpha2,train_vision_alpha1,train_vision_alpha2,test_samples,test_cell_accuracy,test_changed_cell_accuracy,test_foreground_category_accuracy,test_preserved_cell_accuracy,test_edit_grid_iou,test_object_f1,test_scene_exact_match,test_task_accuracy,learning_rate,test_router_accepted,test_language_router_max_share,test_vision_router_max_share,test_language_router_min_share,test_vision_router_min_share
42,0.36744865460395815,0.04585391345620155,0.05591390280723572,0.0028119736613938587,0.0007527386012952774,0.6501772485733032,1.097051971435547,0.006271519660949707,0.042943752479553225,1.2758173503875732,0.7568272051811218,9.424900926589967,5000,33.20784883201122,0.49589985609054565,0.4936843812465668,0.49099379777908325,0.4962267279624939,,,,,,,,,,0.00020104397616624645,,,,,
43,0.3519751669883728,0.04120590724349022,0.04897471185922623,0.0023160403882269746,0.000558487774245441,0.6567597178459168,1.0964790134429931,0.006857335472106933,0.03814375286102295,1.27781652469635,0.7548357397079468,8.71409367828369,5000,32.58312936872244,0.4952332675457001,0.4930758774280548,0.48972201347351074,0.49501508474349976,,,,,,,,,,0.0001963525491562421,,,,,
44,0.3451610734462738,0.03732979640960693,0.046270443323254584,0.0022720229072030634,0.00046600051634013655,0.6467536436080933,1.097485746383667,0.0073358476638793945,0.04030000267028808,1.272362675857544,0.7520337740898132,8.925207011413574,5000,33.18323642760515,0.4943698048591614,0.49223512411117554,0.4885748326778412,0.49389946460723877,,,,,,,,,,0.00019161043631427666,,,,,
45,0.3291760512828827,0.03298224758207798,0.03894046276062727,0.0019325212188065052,0.00038558920854702593,0.6416254329681397,1.0968408851623535,0.006511854648590088,0.037775001525878905,1.2632127136230469,0.7500518370628357,7.731445719909668,5000,32.532892160117626,0.49367278814315796,0.4914524555206299,0.4873727560043335,0.49272531270980835,1000,0.9937499992251396,0.8965,0.9609333351552486,0.9979226906895637,0.9017499999999996,0.9671857642357643,0.815,1.0,0.00018682282307111987,True,0.2705000042915344,0.25600001215934753,0.22699999809265137,0.2434999942779541
46,0.32602124886512757,0.031705018603801725,0.03665798243358731,0.001752812632243149,0.00047955915238708256,0.6426721529960633,1.096775867843628,0.007497590255737305,0.039768750190734864,1.262041686630249,0.7490591200828552,8.257941453552245,5000,33.1436919644475,0.49315527081489563,0.4908154010772705,0.48618045449256897,0.4915604889392853,,,,,,,,,,0.00018199494461156203,,,,,
47,0.31392503871917726,0.026529074781015516,0.03250244212960824,0.0014806961686046633,0.00038973747873678803,0.6367478693962098,1.0961998790740968,0.006894319534301758,0.038424999713897706,1.2542717399597167,0.7467795317649841,6.898814003801346,5000,33.24174853414297,0.49258190393447876,0.4902448058128357,0.4851073920726776,0.49049991369247437,,,,,,,,,,0.00017713208014981648,,,,,
48,0.30907795643806457,0.026035968708992004,0.029255940960347653,0.0013634964518016205,0.0005095745765138417,0.6423237392425537,1.0953876909255982,0.0072040836334228515,0.038443748474121096,1.2505196781158447,0.7448391446113587,8.268589057922362,5000,33.51163670420647,0.491904616355896,0.4895719587802887,0.4840138554573059,0.48944199085235596,,,,,,,,,,0.00017223954715677627,,,,,
49,0.30615804076194764,0.026434143013507126,0.028643356892466543,0.0012100421286537313,0.00030475058420561255,0.6372282516479493,1.0936061794281007,0.006868235588073731,0.03493749904632568,1.2457524963378905,0.7438394904136658,8.123128260421753,5000,37.74325566738844,0.4913680851459503,0.48909494280815125,0.48293641209602356,0.4884946346282959,,,,,,,,,,0.00016732269554543794,,,,,
50,0.3053083259105682,0.02349801448583603,0.02723584501426667,0.001194632575986907,0.00025545403289143,0.6414701145172119,1.097271199607849,0.008787560653686523,0.04165625305175781,1.2449937328338623,0.743410012626648,7.193687583160401,5000,40.21430063247681,0.49080970883369446,0.48855578899383545,0.48180830478668213,0.4875154197216034,1000,0.9949722214341163,0.9105,0.9684000017046929,0.998392438173294,0.9181666666666664,0.9736129426129426,0.848,1.0,0.00016238690182084986,True,0.26750001311302185,0.257999986410141,0.23350000381469727,0.24549999833106995
51,0.29428546972274783,0.020701906487345694,0.021440235018811656,0.000955509367211016,0.00022659110941458492,0.6391217121124267,1.0963080549240112,0.008269484901428223,0.040406248474121095,1.243586413192749,0.7414894262313843,7.27924398021698,5000,35.60962729156017,0.49031734466552734,0.48799580335617065,0.4808366298675537,0.4866108298301697,,,,,,,,,,0.00015743756320098332,,,,,
52,0.29383682136535644,0.020761503590643406,0.020140190546074882,0.0007850297957353177,0.00026151926863822157,0.6398975763320923,1.098237545967102,0.00836961669921875,0.04315000267028809,1.2394867189407348,0.7385814195632935,6.731017584705353,5000,34.063097409904,0.48989138007164,0.4876120090484619,0.4797602891921997,0.4856555461883545,,,,,,,,,,0.00015248009171495378,,,,,
53,0.2849564425945282,0.016203802989423276,0.016267597752809525,0.0006477797414710949,0.00019373753669206054,0.6345369284629822,1.097835816383362,0.007953720378875732,0.044537504959106446,1.2398276485443116,0.7371089587211609,6.5414670081138615,5000,33.368261367082596,0.4894704222679138,0.4872041642665863,0.47899946570396423,0.48489171266555786,,,,,,,,,,0.00014751990828504622,,,,,
54,0.2793594340801239,0.015167152960598469,0.01483953857757151,0.0005658993671589996,0.00015048904200084506,0.6394801120758057,1.095675601577759,0.008001101112365723,0.03999374914169312,1.2356677646636962,0.7355132449150086,5.863224603652954,5000,35.56288042664528,0.4889708161354065,0.4868199825286865,0.4780653417110443,0.4841289520263672,,,,,,,,,,0.00014256243679901663,,,,,
55,0.2702915211677551,0.013129835236072541,0.013018833953049034,0.0005099615892304427,0.00014342430492397397,0.6367124433517456,1.0927218257904052,0.006845841121673584,0.03238125419616699,1.2303706735610962,0.7330347373962403,5.749218448066712,5000,32.82838835567236,0.48860377073287964,0.48652058839797974,0.47722747921943665,0.4833661615848541,1000,0.996055554330349,0.921,0.9741000013947487,0.9990672276020051,0.936333333333333,0.9792385170385175,0.869,1.0,0.00013761309817915014,True,0.2644999921321869,0.25600001215934753,0.2395000010728836,0.24400000274181366
56,0.26877825751304624,0.011265821622312069,0.011333185336366295,0.0004058479860394073,0.00012730116847669705,0.6354663900375366,1.094610123062134,0.007756088161468506,0.0371250054359436,1.229263561630249,0.7297415279388427,4.654685152244568,5000,37.36488914489746,0.4882827401161194,0.4862174093723297,0.47652333974838257,0.4826200604438782,,,,,,,,,,0.00013267730445456208,,,,,
57,0.26806763520240784,0.010578703926689923,0.009229026335384697,0.00035910936663349275,0.0001178309900831664,0.6320978551864624,1.0966660970687867,0.0078057099342346194,0.04325625228881836,1.2237656328201294,0.7264954379081726,5.049527031993866,5000,38.54433861374855,0.4879222810268402,0.48587971925735474,0.4758964776992798,0.48202037811279297,,,,,,,,,,0.00012776045284322368,,,,,
58,0.26093441677093504,0.008903250786662101,0.007318120410572737,0.0002549179734160134,8.366203700425104e-05,0.6383549858093261,1.0937153148651122,0.007041374778747558,0.03786875238418579,1.2221104274749757,0.7230295948982238,4.655445510101319,5000,36.5257533043623,0.48759639263153076,0.4855573773384094,0.4752754271030426,0.4814104437828064,,,,,,,,,,0.00012286791985018355,,,,,
59,0.26241881222724917,0.00877483231574297,0.00841642648386769,0.00027384424824122107,0.00010287198780570179,0.632549700832367,1.0935922487258911,0.007737709999084473,0.038743754959106445,1.2206883695602417,0.7192244981765747,5.200427232933045,5000,35.498244516551495,0.48738887906074524,0.48536592721939087,0.47467535734176636,0.48085519671440125,,,,,,,,,,0.00011800505538843798,,,,,
60,0.255367622423172,0.0068074506465345625,0.005544311906443909,0.000253297330037276,0.00010286868486728054,0.6350799144744873,1.0924005390167237,0.008212211513519287,0.03721249542236328,1.2134458324432373,0.7158081114768982,3.4661699315071104,5000,36.145021714270115,0.48717987537384033,0.48512375354766846,0.4741581082344055,0.4803529679775238,1000,0.9960833321809769,0.922,0.974150001347065,0.9990067235231399,0.9381666666666665,0.9792463813963818,0.871,1.0,0.00011317717692888012,True,0.2590000033378601,0.27250000834465027,0.24199999868869781,0.2224999964237213
61,0.2535935247182846,0.006149042023718357,0.004339984146598727,0.00017556242730461236,8.295982084819115e-05,0.6297188344955444,1.0937037399291991,0.008500611114501953,0.03688750343322754,1.218884799194336,0.7119023711204528,3.056901501059532,5000,38.69762621074915,0.4870121479034424,0.4849374294281006,0.4736456573009491,0.4799218475818634,,,,,,,,,,0.00010838956368572334,,,,,
62,0.25270698156356813,0.006070935310423374,0.005054895164980553,0.00019375346572269336,8.07925813656766e-05,0.6269792954444885,1.092510930633545,0.008491305255889892,0.034712504959106445,1.214263087081909,0.7081322571754456,3.4662336230278017,5000,35.39254579693079,0.48683711886405945,0.4847669005393982,0.47313547134399414,0.47940096259117126,,,,,,,,,,0.0001036474508437579,,,,,
63,0.2507658215045929,0.005967082134634256,0.005769174590799958,0.00015923730202339358,6.821025100070983e-05,0.6326313335418701,1.0909066690444946,0.007042696285247803,0.030331252002716063,1.2105779571533204,0.703713570690155,4.359887567615509,5000,35.609592363238335,0.48663902282714844,0.4845997989177704,0.4726755619049072,0.47899726033210754,,,,,,,,,,9.895602383375353e-05,,,,,
64,0.25034335923194884,0.00510764340646565,0.004088158658333123,0.00010804922447860008,6.538952036644332e-05,0.6356941522598266,1.092405588531494,0.007863249588012695,0.035043752193450926,1.209895087623596,0.6987307900428772,2.6022536088466643,5000,38.643642477691174,0.4865065813064575,0.48441267013549805,0.4722488224506378,0.4785398542881012,,,,,,,,,,9.432041266226686e-05,,,,,
65,0.24683010950088502,0.0037278852317482233,0.0023468735022936014,9.585100301701459e-05,4.264614919666201e-05,0.6307810884475707,1.0927986865997315,0.008346834564208984,0.03618750610351563,1.2048847290039062,0.6935630681037903,2.1801510561943056,5000,39.69770058989525,0.48639610409736633,0.4842527508735657,0.4718762934207916,0.478164404630661,1000,0.9966666657328606,0.931,0.9777500011324882,0.9992394964098931,0.9444999999999999,0.9822006493506497,0.892,1.0,8.97456863020546e-05,True,0.25450000166893005,0.2750000059604645,0.24449999630451202,0.22450000047683716
66,0.2461179835319519,0.0036948994148522617,0.0025959393007447943,0.00010230643897739356,4.163841523113661e-05,0.6232222261428833,1.0922887378692627,0.008008344554901124,0.03476875381469727,1.2043682083129883,0.6890739561080933,2.1206965843200685,5000,38.46996699273586,0.4862448573112488,0.4840945303440094,0.4715493619441986,0.4778018891811371,,,,,,,,,,8.523684714922608e-05,,,,,
67,0.24627633895874024,0.0033300813037902117,0.0014792762757977471,7.802947631462302e-05,3.063915205129888e-05,0.6299321032524109,1.0934564237594604,0.007948638916015625,0.038475001907348635,1.202899631500244,0.6849097708702088,1.3126313011169433,5000,36.872930966317654,0.48613253235816956,0.4839547872543335,0.471186101436615,0.4774308502674103,,,,,,,,,,8.079882555319684e-05,,,,,
68,0.24487449550628662,0.0033257196553051474,0.0017553466326091437,6.688027542986674e-05,3.454361657204572e-05,0.6270395412445068,1.0922962265014649,0.0077846487045288085,0.035618752670288086,1.2014793521881104,0.6808414421081543,1.5725027564048768,5000,36.84930586069822,0.48604220151901245,0.4838680028915405,0.47085100412368774,0.4770844578742981,,,,,,,,,,7.643647442542382e-05,,,,,
