epoch,train_total,train_category,train_edit,train_preservation,train_task,train_ccd,train_router_balance,train_router_importance,train_router_hard_load,train_router_semantic_code,train_phase_dc,train_grad_norm,train_samples,train_epoch_seconds,train_language_alpha1,train_language_alpha2,train_vision_alpha1,train_vision_alpha2,test_samples,test_cell_accuracy,test_changed_cell_accuracy,test_foreground_category_accuracy,test_preserved_cell_accuracy,test_edit_grid_iou,test_object_f1,test_scene_exact_match,test_task_accuracy,learning_rate,test_router_accepted,test_language_router_max_share,test_vision_router_max_share,test_language_router_min_share,test_vision_router_min_share
69,0.24678015327453615,0.0023744813675060867,0.0016210899878351484,5.2408178112273164e-05,4.525981291662902e-05,0.6238247975349426,1.0940415098190308,0.008552944850921632,0.0416750018119812,1.1999826580047608,0.6760434041023254,1.5946409195423126,5000,38.4192351102829,0.4859529137611389,0.48375535011291504,0.47060075402259827,0.47679072618484497,,,,,,,,,,7.215456393281776e-05,,,,,
70,0.24452453527450563,0.003150857064127922,0.0021760470477864145,7.242851929477183e-05,3.892947535132407e-05,0.6292630834579468,1.0915111248016358,0.00857133617401123,0.03460000152587891,1.1990353944778442,0.6720373010635377,1.977551936340332,5000,37.414060316979885,0.4858948588371277,0.4836379587650299,0.4703397750854492,0.47654449939727783,1000,0.9968055547475815,0.9365,0.9795500010848045,0.9991529418230056,0.944583333333333,0.9831108225108229,0.898,1.0,6.795777628163599e-05,True,0.257999986410141,0.2775000035762787,0.24300000071525574,0.21850000321865082
71,0.24396965613365174,0.002501336251012981,0.0013281960904947482,5.5802421568478164e-05,2.520938833040418e-05,0.6228686475753784,1.092996709060669,0.008910374450683593,0.03660000314712524,1.2004101524353028,0.6680211514472961,1.322795235490799,5000,37.099138639867306,0.48584577441215515,0.4835473299026489,0.47011834383010864,0.476328045129776,,,,,,,,,,6.385070059755846e-05,,,,,
72,0.24492010197639466,0.0022531411662697794,0.0011029058498970698,5.460001729261421e-05,2.33857659084606e-05,0.6227532110214233,1.0941439128875732,0.009717798233032227,0.039412503623962404,1.1994937595367432,0.6638149454116822,1.3637793735027313,5000,36.489920385181904,0.485762357711792,0.4834449291229248,0.4699273705482483,0.47612714767456055,,,,,,,,,,5.983782790754623e-05,,,,,
73,0.2420805558204651,0.00209394873380661,0.0007411676439573057,2.645347203251731e-05,2.3617575503885745e-05,0.6236174322128296,1.0925309394836427,0.008061460876464845,0.036325001525878906,1.1955025779724122,0.6600891834259033,0.8572099710464478,5000,37.05129065364599,0.4856702387332916,0.48333248496055603,0.4697359502315521,0.47594237327575684,,,,,,,,,,5.592354622896944e-05,,,,,
74,0.24093848040103913,0.0016700234446674585,0.0006066097334492951,2.2429550001652388e-05,2.1309994436160197e-05,0.6173560597419738,1.0916988208770753,0.008035199546813965,0.036575003623962404,1.1907445947647095,0.656191921043396,0.8051906636714935,5000,36.15282829105854,0.485675185918808,0.4832879900932312,0.4695906341075897,0.4757736027240753,,,,,,,,,,5.211213577137469e-05,,,,,
75,0.24259093151092528,0.001821275139041245,0.0006252172113221605,3.225257907724881e-05,2.1081478560518006e-05,0.6222631895065308,1.0940033409118652,0.009120742034912109,0.03800000724792481,1.1945092906951904,0.6526499547958374,0.817682943201065,5000,37.16520407795906,0.48565012216567993,0.4832451343536377,0.4694465696811676,0.4756040871143341,1000,0.996499999165535,0.9255,0.9771166678667068,0.9991823534965515,0.93875,0.9815826118326121,0.889,1.0,4.840776425613886e-05,True,0.257999986410141,0.2784999907016754,0.24300000071525574,0.21850000321865082
76,0.24148133521080017,0.001497500872053206,0.0005286010930547491,2.8637346325194814e-05,2.2704176066326908e-05,0.6256298609733582,1.093088196372986,0.009251675415039063,0.037031249332427976,1.1926686965942384,0.6492032008171081,0.6475333577632904,5000,37.03488678485155,0.48561009764671326,0.483192503452301,0.4693121612071991,0.47544756531715393,,,,,,,,,,4.481448235912671e-05,,,,,
77,0.24213071823120116,0.001378438817989081,0.0006704842024482787,3.127476849058439e-05,2.614189203522983e-05,0.6210611831665039,1.092280376434326,0.008174120616912842,0.039231247234344485,1.1902456214904784,0.6456160566329956,0.7371745408535003,5000,36.00649373233318,0.485575795173645,0.4831681251525879,0.46919283270835876,0.47529202699661255,,,,,,,,,,4.133621928133665e-05,,,,,
78,0.2400834656238556,0.0014165933317504824,0.00044363844982071897,2.0101926040865693e-05,1.7054710911543226e-05,0.6157014555931092,1.0914747074127198,0.007896353816986085,0.035450001907348636,1.1931855648040772,0.642404225730896,0.5660323014974594,5000,41.68886638432741,0.48555099964141846,0.48312586545944214,0.4690818190574646,0.47515904903411865,,,,,,,,,,3.797677845237696e-05,,,,,
79,0.2409909116268158,0.0015037540635559708,0.0005622663980495417,2.1191421373805498e-05,1.6444814519491047e-05,0.6197204775810242,1.0920676231384276,0.008782494354248048,0.03683125400543213,1.1908634857177733,0.6394575001716614,0.703533826637268,5000,37.13861945271492,0.48556432127952576,0.48311901092529297,0.46894749999046326,0.4750145375728607,,,,,,,,,,3.473983337147118e-05,,,,,
80,0.2375679304122925,0.0012399183798581363,0.0006269832816906273,2.7200755578269307e-05,1.923683313652873e-05,0.6211890909194946,1.0905124324798583,0.007794266033172607,0.030687496662139893,1.1911363204956054,0.6366963022232056,0.5134628269672393,5000,36.69451832771301,0.48555800318717957,0.48309525847435,0.4688379168510437,0.47488826513290405,1000,0.9964999992251397,0.9275,0.9769166678786277,0.9991815132498741,0.9398333333333332,0.9813501443001446,0.889,1.0,3.162892359054098e-05,True,0.25699999928474426,0.2904999852180481,0.24400000274181366,0.21549999713897705
81,0.24269042310714722,0.0013310701224952936,0.00028775569590798114,1.26369149713355e-05,1.6545583559491204e-05,0.6204646952629089,1.0941816843032837,0.00932657928466797,0.04113125953674317,1.1891992794036865,0.6340628955841064,0.44649373016357424,5000,35.08714469522238,0.48554641008377075,0.4830613136291504,0.4687354564666748,0.4747828245162964,,,,,,,,,,2.8647450843757897e-05,,,,,
82,0.2411038595199585,0.0011484092945232987,0.0007230207429412985,2.201231063040723e-05,1.4533301349729299e-05,0.6210733107566834,1.093163536453247,0.008621915626525879,0.03818125305175781,1.1858806274414062,0.6314890172958374,0.6849005083560944,5000,39.4371095970273,0.48552873730659485,0.4830291271209717,0.4686485230922699,0.47467613220214844,,,,,,,,,,2.5798675327796993e-05,,,,,
83,0.2390228214263916,0.0010002744478173555,0.00034221273270086384,1.2492158719942381e-05,1.3711595771019347e-05,0.61611497631073,1.0914381034851075,0.007748031520843506,0.03539999895095825,1.188501244544983,0.6292616281509399,0.511971617269516,5000,38.40131923556328,0.4855353832244873,0.4830344617366791,0.4685781002044678,0.47459909319877625,,,,,,,,,,2.3085712136859668e-05,,,,,
84,0.24091839275360108,0.0010114832506980748,0.0004226232683460694,1.4317422009844449e-05,1.489572003192734e-05,0.6240586416244507,1.0927008800506592,0.008201498794555664,0.039056256103515624,1.1850208868026733,0.6273846256256104,0.7793839939117432,5000,36.958397433161736,0.4855405390262604,0.4830312430858612,0.46851861476898193,0.47453999519348145,,,,,,,,,,2.0511527856363912e-05,,,,,
85,0.23870671706199645,0.0010262696984224022,0.00027864599451422694,1.490570046207722e-05,1.5251381308189593e-05,0.6132719951629638,1.0910689853668214,0.0076133618354797365,0.03597500262260437,1.1840294660568238,0.6256359649658203,0.4329442497372627,5000,36.84521573781967,0.48552897572517395,0.48301616311073303,0.46846187114715576,0.4744689166545868,1000,0.996499999165535,0.925,0.9771000012755394,0.9992100846767425,0.9388333333333332,0.9815005772005775,0.889,1.0,1.8078937319026654e-05,True,0.2565000057220459,0.28299999237060547,0.2434999942779541,0.22849999368190765
86,0.2377741919517517,0.0008808667303062975,0.00022960427537909708,1.0666808524729277e-05,1.3346322449797299e-05,0.6176657767295838,1.0910557388305664,0.00793159122467041,0.03448124599456787,1.1830794553756714,0.6238844011306762,0.31852959775924683,5000,38.48075394332409,0.48553645610809326,0.4830172657966614,0.4684145748615265,0.4744112491607666,,,,,,,,,,1.579060052688548e-05,,,,,
87,0.2400920723438263,0.0009452836811542511,0.0002444281828240491,1.0210148019541521e-05,1.3910262030549347e-05,0.6187542254447937,1.092057174682617,0.008641121768951416,0.03803125991821289,1.185966340827942,0.6222952182769775,0.41086620688438413,5000,40.000173665583134,0.48553887009620667,0.48300957679748535,0.46837306022644043,0.4743625521659851,,,,,,,,,,1.3649019742625623e-05,,,,,
88,0.237448215007782,0.0009047246380709112,0.0005171299746318255,1.3891273740773612e-05,1.5682327204558532e-05,0.6177639699935913,1.090814028930664,0.00816163969039917,0.03235625457763672,1.1865775646209717,0.6209772513389588,0.5922220863819122,5000,37.297984428703785,0.48553961515426636,0.4830015003681183,0.4683329463005066,0.47431400418281555,,,,,,,,,,1.1656536753392287e-05,,,,,
89,0.2376954716682434,0.000819884470384568,0.0001765610195696354,7.089280413674714e-06,1.2689896531810518e-05,0.6204796544075012,1.091556410598755,0.008245027446746826,0.03400625171661377,1.184709623527527,0.619856630897522,0.32176602993011477,5000,36.96670330315828,0.4855521023273468,0.48300665616989136,0.4682997763156891,0.47427240014076233,,,,,,,,,,9.815330310080887e-06,,,,,
90,0.23660112960338592,0.0008605800407938659,0.0002139023566560354,1.1016199663936276e-05,1.319960393338988e-05,0.6227007678031922,1.0902400632858276,0.008007750511169434,0.03186250495910645,1.1844607103347777,0.6188799176216125,0.2897789769649506,5000,37.92984990775585,0.4855509400367737,0.4830026626586914,0.46826475858688354,0.47423315048217773,1000,0.996722221493721,0.93,0.9783333345651627,0.9992126055955887,0.9396666666666665,0.9823489177489179,0.896,1.0,8.127413744904804e-06,True,0.2549999952316284,0.2865000069141388,0.24400000274181366,0.2199999988079071
91,0.2387745834827423,0.0008033304985612631,0.00016851595961488785,8.718341978783428e-06,1.492230259027565e-05,0.616532175731659,1.0920390743255615,0.008443969535827637,0.03693125400543213,1.1813596080780029,0.6180537947654724,0.2771055415868759,5000,40.63613446056843,0.48554491996765137,0.4829959273338318,0.46823954582214355,0.47420862317085266,,,,,,,,,,6.594632769846353e-06,,,,,
92,0.23662050619125366,0.0008387473441660404,0.00024826340417494067,1.5619968890860037e-05,1.1526514290017077e-05,0.612671728515625,1.0900783416748048,0.007391254806518555,0.032793752002716066,1.1825485246658325,0.617378408908844,0.3482974953174591,5000,39.801636293530464,0.4855411648750305,0.48299023509025574,0.4682212769985199,0.474188894033432,,,,,,,,,,5.218663458397715e-06,,,,,
93,0.23744743041992186,0.0008151664764853194,0.00014806926042656415,6.196322246364616e-06,1.2393372028600424e-05,0.6126792707443237,1.0915922302246093,0.008391767597198486,0.03456249866485596,1.1812681579589843,0.6168036176681518,0.28735299592018126,5000,48.21333436667919,0.485540509223938,0.48298773169517517,0.4682055413722992,0.4741697609424591,,,,,,,,,,4.001010412799138e-06,,,,,
94,0.23791658806800842,0.0008314749621320516,0.00018835799861262786,6.795522954917032e-06,1.1076052133284975e-05,0.6199981687545776,1.0911272079467773,0.008196211528778077,0.03419999923706055,1.186214648246765,0.6163146294593811,0.3012460988044739,5000,42.10262743383646,0.48554205894470215,0.48298633098602295,0.4681927263736725,0.4741568863391876,,,,,,,,,,2.9430051187785962e-06,,,,,
95,0.24030667905807496,0.000784724772349,0.00017150534467655235,7.187258179874334e-06,1.0921391553711145e-05,0.6182304582595826,1.0928788818359374,0.008630033016204835,0.039075005340576174,1.1849402685165404,0.6159492914199829,0.28422442688941957,5000,51.51712815463543,0.48554396629333496,0.4829860329627991,0.46818605065345764,0.47414880990982056,1000,0.9965277769565583,0.9255,0.9771500012874603,0.9991831938624383,0.93725,0.9815572871572875,0.889,1.0,2.0458044895916513e-06,True,0.2540000081062317,0.2759999930858612,0.24549999833106995,0.2280000001192093
96,0.2398726722240448,0.0008053571371128783,0.0001334093544173811,7.5787110692544955e-06,1.1653508859672002e-05,0.6183144819259644,1.09397749004364,0.009292615127563476,0.03873125410079956,1.1810316339492797,0.6157116713523865,0.3061731380224228,5000,60.89922118186951,0.4855440557003021,0.4829854965209961,0.4681805968284607,0.4741431474685669,,,,,,,,,,1.3103896009537207e-06,,,,,
97,0.23765830063819884,0.0009139834709465504,0.00024156497237854638,1.3365423305822332e-05,1.1875094829156296e-05,0.6187630987644196,1.0914000257492065,0.00744458122253418,0.03416874980926514,1.1830752071380615,0.6155508471488953,0.49321713919639587,5000,60.3201964199543,0.48554378747940063,0.4829849898815155,0.46817606687545776,0.4741387963294983,,,,,,,,,,7.375646182482875e-07,,,,,
98,0.24036404333114625,0.000782263395562768,0.00018734126454510261,6.343717932213622e-06,1.3172561003011651e-05,0.6158431634902954,1.0938933309555054,0.008909636116027832,0.039506250858306884,1.1825745832443237,0.6154576637268067,0.30554573411941527,5000,52.64213806390762,0.48554354906082153,0.48298487067222595,0.46817371249198914,0.4741368889808655,,,,,,,,,,3.2795591718381975e-07,,,,,
99,0.23770082807540893,0.0008030005109962076,0.0001913724459707737,4.5871784807786754e-06,1.061386108485749e-05,0.6193375322341919,1.0921581315994262,0.009312635326385498,0.034693750381469726,1.1800390926361084,0.6154149531364441,0.3399960337638855,5000,38.27525742352009,0.48554378747940063,0.4829850196838379,0.4681727886199951,0.47413596510887146,,,,,,,,,,8.201139886109264e-08,,,,,
100,0.239507817196846,0.0007809728256892413,0.00024306639982387424,6.035495372634614e-06,1.1937780854350422e-05,0.6179072654724121,1.0929157257080078,0.00869527006149292,0.037293754386901856,1.184976989364624,0.6154043222427368,0.3948017680883408,5000,35.66804797947407,0.48554378747940063,0.4829850196838379,0.4681727886199951,0.47413596510887146,1000,0.9965833325386048,0.927,0.9773666679263114,0.9992126055955887,0.93675,0.9818985569985573,0.891,1.0,0.0,True,0.2540000081062317,0.27900001406669617,0.24650000035762787,0.22499999403953552
