batch_size,test_videos,srcc,plcc,mean_ms_per_batch,same_16_video_ms,formal_active_mean_w,same_16_video_energy_j,ours_canonical_ms,ours_combined_energy_j,speedup_x,energy_reduction_x
2,558,0.7664148425389119,0.776848065725994,62.25851363862287,498.068109108983,208.34930000000003,103.77214188518025,11.206588,1.63397687011275,44.444224157163895,63.50894176244956
4,558,0.7694958345192725,0.7801773390753695,112.71351403984235,450.8540561593694,197.06113725490195,88.84581304275078,11.206588,1.63397687011275,40.231161898641176,54.373972280660325
16,558,0.7688444800414204,0.7793985140844971,405.3076629638672,405.3076629638672,202.4628899082569,82.05976074562633,11.206588,1.63397687011275,36.166910299893885,50.22088271051471
