phase,host_time_unix,watts,utilization_percent,memory_used_mib
active:b8:trial4,1788791265.6133,208.9,90.0,5647.0
active:b8:trial5,1788791265.6634345,259.36,90.0,5647.0
active:b8:trial5,1788791265.7136452,259.36,91.0,5647.0
active:b8:trial5,1788791265.7637727,253.87,91.0,5647.0
active:b8:trial5,1788791265.813926,253.87,91.0,5647.0
active:b8:trial6,1788791265.8641505,268.09,91.0,5647.0
active:b8:trial6,1788791265.914325,268.09,91.0,5647.0
active:b8:trial6,1788791265.964479,245.6,91.0,5647.0
active:b8:trial6,1788791266.0147047,245.6,90.0,5647.0
active:b8:trial6,1788791266.0649507,261.56,90.0,5647.0
active:b8:trial7,1788791266.1152658,261.56,94.0,5647.0
active:b8:trial7,1788791266.165329,262.02,94.0,5647.0
active:b8:trial7,1788791266.2154696,262.02,94.0,5647.0
active:b8:trial7,1788791266.2656157,259.08,94.0,5647.0
active:b8:trial8,1788791266.3533783,259.08,89.0,5647.0
active:b8:trial8,1788791266.4041188,244.11,89.0,5647.0
active:b8:trial8,1788791266.4565735,244.11,89.0,5647.0
active:b8:trial8,1788791266.5098364,213.32,90.0,5647.0
active:b8:trial10,1788791266.9569683,213.32,90.0,5647.0
active:b8:trial11,1788791267.007103,269.89,90.0,5647.0
active:b8:trial11,1788791267.0573072,269.89,89.0,5647.0
active:b8:trial11,1788791267.1074932,263.41,89.0,5647.0
active:b8:trial11,1788791267.1575944,263.41,93.0,5647.0
active:b8:trial12,1788791267.2078419,274.64,93.0,5647.0
active:b8:trial12,1788791267.2579808,274.64,93.0,5647.0
active:b8:trial12,1788791267.3081596,265.9,93.0,5647.0
active:b8:trial12,1788791267.3583207,265.9,90.0,5647.0
active:b8:trial12,1788791267.4084957,265.9,90.0,5647.0
active:b8:trial13,1788791267.4586844,264.77,90.0,5647.0
active:b8:trial13,1788791267.5088425,264.77,90.0,5647.0
active:b8:trial13,1788791267.5589576,229.51,89.0,5647.0
active:b8:trial13,1788791267.6090822,229.51,89.0,5647.0
active:b8:trial14,1788791267.6592963,184.18,89.0,5647.0
active:b8:trial14,1788791267.709579,184.18,89.0,5647.0
active:b8:trial14,1788791267.7598352,167.96,88.0,5647.0
active:b8:trial14,1788791267.8100593,167.96,88.0,5647.0
active:b8:trial14,1788791267.8604636,242.26,88.0,5647.0
active:b8:trial15,1788791267.910667,242.26,88.0,5647.0
active:b8:trial15,1788791267.9607773,268.0,89.0,5647.0
active:b8:trial15,1788791268.0112524,268.0,89.0,5647.0
active:b8:trial15,1788791268.0623772,254.78,89.0,5647.0
active:b8:trial16,1788791268.1467144,267.96,95.0,5647.0
active:b8:trial16,1788791268.2007303,267.96,95.0,5647.0
active:b8:trial16,1788791268.257353,259.25,95.0,5647.0
active:b8:trial18,1788791268.7565725,259.25,95.0,5647.0
active:b8:trial19,1788791268.806863,176.03,90.0,5647.0
active:b8:trial19,1788791268.8571541,176.03,90.0,5647.0
active:b8:trial19,1788791268.9073632,247.62,90.0,5647.0
active:b8:trial19,1788791268.9576578,247.62,90.0,5647.0
active:b8:trial20,1788791269.0080607,266.23,89.0,5647.0
active:b8:trial20,1788791269.0581822,266.23,89.0,5647.0
active:b8:trial20,1788791269.1084602,264.71,89.0,5647.0
active:b8:trial20,1788791269.1586442,264.71,89.0,5647.0
active:b8:trial20,1788791269.2090342,264.71,89.0,5647.0
active:b8:trial21,1788791269.2593105,264.71,89.0,5647.0
active:b8:trial21,1788791269.309587,250.17,89.0,5647.0
active:b8:trial21,1788791269.3600094,250.17,89.0,5647.0
active:b8:trial21,1788791269.4101026,226.1,85.0,5647.0
active:b8:trial22,1788791269.4604104,226.1,85.0,5647.0
active:b8:trial22,1788791269.510665,226.1,85.0,5647.0
active:b8:trial22,1788791269.5610838,226.1,85.0,5647.0
active:b8:trial22,1788791269.6114645,245.1,90.0,5647.0
active:b8:trial22,1788791269.6617234,245.1,90.0,5647.0
active:b8:trial23,1788791269.7121968,245.1,90.0,5647.0
active:b8:trial23,1788791269.7622974,245.1,90.0,5647.0
active:b8:trial23,1788791269.812663,252.68,90.0,5647.0
active:b8:trial23,1788791269.8646393,252.68,90.0,5647.0
active:b8:trial24,1788791269.9512172,272.25,90.0,5647.0
active:b8:trial24,1788791270.0535953,248.48,90.0,5647.0
active:b8:trial26,1788791270.542008,248.48,90.0,5647.0
active:b8:trial27,1788791270.5923362,171.45,90.0,5647.0
active:b8:trial27,1788791270.6426075,171.45,90.0,5647.0
active:b8:trial27,1788791270.6929326,196.3,90.0,5647.0
active:b8:trial27,1788791270.7431457,196.3,90.0,5647.0
active:b8:trial27,1788791270.7933035,242.89,90.0,5647.0
active:b8:trial28,1788791270.843475,242.89,90.0,5647.0
active:b8:trial28,1788791270.893702,258.99,90.0,5647.0
active:b8:trial28,1788791270.9440165,258.99,90.0,5647.0
active:b8:trial28,1788791270.9943635,254.28,90.0,5647.0
active:b8:trial29,1788791271.0446494,254.28,90.0,5647.0
active:b8:trial29,1788791271.0948255,271.73,90.0,5647.0
active:b8:trial29,1788791271.1450343,271.73,90.0,5647.0
active:b8:trial29,1788791271.195193,268.02,93.0,5647.0
active:b8:trial29,1788791271.2453804,268.02,93.0,5647.0
