run_id,class_set,shots,support_seed,method,mode,top1_percent,top3_percent,mrr,mean_train_seconds,mean_epoch_seconds,phase_rms_change_rad,gpu_uuid,foreign_pids
20260909_unseen_formal_b_direct_5shot_s101,b,5,101,direct,frozen_source_bank,28.49999964237213,60.100001096725464,0.4921305179595947,7.4897900253534315,7.598879314959049,0.24388320744037628,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_5shot_s101,b,5,101,direct,adapted,33.000001311302185,61.19999885559082,0.5168706178665161,7.4897900253534315,7.598879314959049,0.24388320744037628,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_5shot_s101,b,5,101,qwen_vision_lora,frozen_source_bank,31.00000023841858,59.20000076293945,0.5008956789970398,20.40975400656462,20.926739017665387,0.8189693689346313,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[1185036]
20260909_unseen_formal_b_qwen_vision_lora_5shot_s101,b,5,101,qwen_vision_lora,qwen_reference_swap_only,30.899998545646667,59.10000205039978,0.5008396506309509,20.40975400656462,20.926739017665387,0.8189693689346313,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[1185036]
20260909_unseen_formal_b_qwen_vision_lora_5shot_s101,b,5,101,qwen_vision_lora,adapted,31.799998879432678,61.69999837875366,0.5144670605659485,20.40975400656462,20.926739017665387,0.8189693689346313,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[1185036]
20260909_unseen_formal_b_direct_5shot_s202,b,5,202,direct,frozen_source_bank,27.700001001358032,53.39999794960022,0.4655725955963135,7.418130932748317,7.5410895809531215,0.25116264820098877,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_5shot_s202,b,5,202,direct,adapted,29.80000078678131,56.09999895095825,0.486304372549057,7.418130932748317,7.5410895809531215,0.25116264820098877,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_5shot_s202,b,5,202,qwen_vision_lora,frozen_source_bank,28.79999876022339,54.19999957084656,0.47506505250930786,16.491534502804278,16.941283567249776,0.6746475696563721,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_5shot_s202,b,5,202,qwen_vision_lora,qwen_reference_swap_only,28.9000004529953,54.29999828338623,0.47508886456489563,16.491534502804278,16.941283567249776,0.6746475696563721,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_5shot_s202,b,5,202,qwen_vision_lora,adapted,28.299999237060547,54.00000214576721,0.4712400436401367,16.491534502804278,16.941283567249776,0.6746475696563721,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_5shot_s303,b,5,303,direct,frozen_source_bank,29.399999976158142,58.70000123977661,0.49529045820236206,8.005994801223277,8.106358577311038,0.2521372437477112,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_5shot_s303,b,5,303,direct,adapted,31.90000057220459,57.200002670288086,0.5033559799194336,8.005994801223277,8.106358577311038,0.2521372437477112,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_5shot_s303,b,5,303,qwen_vision_lora,frozen_source_bank,31.099998950958252,60.50000190734863,0.5045999884605408,16.487503899633886,16.925100882351398,0.7057292461395264,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
