epoch,learning_rate,adapter_learning_rate,readout_learning_rate,router_learning_rate,phase_learning_rate,phase_focus_epoch,learning_rate_scale,total_loss,kd_loss,relational_kd_loss,retrieval_loss,gallery_loss,teacher_gallery_loss,router_balance_loss,router_importance_loss,router_response_consistency_loss,phase_dc_loss,phase_dc_weighted_loss,ccd_operating_point_loss,ccd_operating_point_weighted_loss,phase_dc_current_loss,phase_dc_rho_mean,phase_dc_rho_max,phase_dc_plane_count,vision_router_entropy,language_router_entropy,vision_router_active_experts,language_router_active_experts,vision_router_max_importance,language_router_max_importance,vision_router_min_selection_count,vision_router_max_selection_count,vision_router_unselected_experts,language_router_min_selection_count,language_router_max_selection_count,language_router_unselected_experts,phase_grad_rms,phase_grad_max,phase_grad_missing_planes,vision_expert_phase_grad_rms,vision_expert_phase_grad_max,vision_expert_phase_grad_missing_planes,vision_global_phase_grad_rms,vision_global_phase_grad_max,vision_global_phase_grad_missing_planes,language_expert_phase_grad_rms,language_expert_phase_grad_max,language_expert_phase_grad_missing_planes,language_global_phase_grad_rms,language_global_phase_grad_max,language_global_phase_grad_missing_planes,phase_physical_std_rad,phase_delta_from_pi_rms_rad,phase_delta_run_rms_rad,phase_delta_epoch_rms_rad,phase_raw_abs_mean,phase_sigmoid_saturation_fraction_abs_raw_gt_4,vision_expert_phase_std_rad,vision_expert_phase_delta_run_rms_rad,vision_expert_phase_delta_epoch_rms_rad,vision_expert_phase_moved_fraction_gt_0p01,vision_global_phase_std_rad,vision_global_phase_delta_run_rms_rad,vision_global_phase_delta_epoch_rms_rad,vision_global_phase_moved_fraction_gt_0p01,language_expert_phase_std_rad,language_expert_phase_delta_run_rms_rad,language_expert_phase_delta_epoch_rms_rad,language_expert_phase_moved_fraction_gt_0p01,language_global_phase_std_rad,language_global_phase_delta_run_rms_rad,language_global_phase_delta_epoch_rms_rad,language_global_phase_moved_fraction_gt_0p01,trainable_tensors_without_gradient,samples,model_forward_samples,train_top1,train_top3,train_mrr,train_metric_definition,epoch_time_sec,test_top1,test_top3,test_mrr,ema_test_top1,ema_test_top3,ema_test_mrr,checkpoint_selected_by
21,0.0001,0.0001,5e-05,5e-05,0.0,False,0.7735617935563082,1.0602595438975344,0.0,0.0,0.6055311131638125,0.4328370172346273,0.0,0.0,0.0,0.0,0.0,0.0,1.0945704685871138,0.021891409371742276,0.0,0.0,0.0,0,0.01898691823755607,0.12342250318808247,3.908745247148289,2.216730038022814,0.9964580350049095,0.9692521097542215,631,2630,0,0,2630,1,1.1920546666845309e-05,0.0008083949266749967,0.0,1.7588313799673676e-05,0.0007481680139400331,0.0,1.4238319465675886e-05,0.0007399060320624683,0.0,5.580868389643001e-06,0.00014980647743608903,0.0,4.9924490213015815e-06,0.0001326398586830432,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8562737642585552,0.9863117870722433,0.9191254780772974,episodic in-batch query vs randomly selected support prototypes,45.1803727671504,0.7799999713897705,0.949999988079071,0.861005961894989,0.8050000071525574,0.925000011920929,0.8751308917999268,training_total_loss
22,0.0001,0.0001,5e-05,5e-05,0.0,False,0.7500907389244972,1.0082562243983773,0.0,0.0,0.5716998005569593,0.4147328957207076,0.0,0.0,0.0,0.0,0.0,0.0,1.091176531160739,0.02182353062321478,0.0,0.0,0.0,0,0.016996810527893754,0.12078772587241329,3.8783269961977185,2.2129277566539924,0.9968301758113469,0.9700524317447677,598,2630,0,7,2630,0,1.3095444793569705e-05,0.000990184338401637,0.0,1.9879316515211292e-05,0.0009679624454292934,0.0,1.5319002118628434e-05,0.0007774444945555713,0.0,5.604771607587671e-06,0.0001424533012530966,0.0,5.518233994702573e-06,0.00015236787898434808,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8653992395437262,0.9885931558935361,0.9232826394273301,episodic in-batch query vs randomly selected support prototypes,41.115290969610214,0.7950000166893005,0.9200000166893005,0.8655139207839966,0.8100000023841858,0.9100000262260437,0.875291645526886,training_total_loss
23,0.0001,0.0001,5e-05,5e-05,0.0,False,0.7258601669382129,1.0541398203418282,0.0,0.0,0.608501418619399,0.42389890705961236,0.0,0.0,0.0,0.0,0.0,0.0,1.0869746434824548,0.0217394928696491,0.0,0.0,0.0,0,0.014965652647523826,0.11914637347704557,3.8745247148288975,2.414448669201521,0.997245684776016,0.970544818462981,676,2630,0,19,2630,0,1.3906988300504963e-05,0.001000639344316109,0.0,2.1219713979852323e-05,0.0009861423802379119,0.0,1.6171450263462767e-05,0.000751718570297401,0.0,6.197449985328214e-06,0.00015496917116511862,0.0,5.409881968684463e-06,0.0001533384930943222,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8669201520912547,0.9855513307984791,0.9247908778970233,episodic in-batch query vs randomly selected support prototypes,42.44724763929844,0.800000011920929,0.9100000262260437,0.8643035888671875,0.7950000166893005,0.925000011920929,0.8713750243186951,training_total_loss
24,0.0001,0.0001,5e-05,5e-05,0.0,False,0.7009436650482004,0.9830047352798992,0.0,0.0,0.5607161128702273,0.40055806487232104,0.0,0.0,0.0,0.0,0.0,0.0,1.0865279635549046,0.02173055927109809,0.0,0.0,0.0,0,0.013714154289872474,0.1037573576143486,3.8631178707224336,2.5095057034220534,0.9974262281515752,0.9751064378499078,639,2630,0,36,2630,0,1.6010893814057325e-05,0.001389044097907442,0.0,2.3859757935237474e-05,0.0011710693880948903,0.0,1.9965520225793754e-05,0.0011634889919410593,0.0,5.464249349123358e-06,0.0001505430681001079,0.0,4.820844586512456e-06,0.00014416180933299723,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.864638783269962,0.9863117870722433,0.9235868232785069,episodic in-batch query vs randomly selected support prototypes,39.99817832559347,0.800000011920929,0.9449999928474426,0.8759008646011353,0.8199999928474426,0.9449999928474426,0.8883750438690186,training_total_loss
25,0.0001,0.0001,5e-05,5e-05,0.0,False,0.675416903851778,0.884126140066766,0.0,0.0,0.5049686281135224,0.3574981808719073,0.0,0.0,0.0,0.0,0.0,0.0,1.0829664999087953,0.021659329998175908,0.0,0.0,0.0,0,0.011959203827007188,0.09435387975589404,3.901140684410646,2.7338403041825097,0.9978223540483772,0.977811193058246,672,2630,0,33,2630,0,1.5938802497268106e-05,0.0012736777280224487,0.0,2.5128504002428338e-05,0.0012555055488649356,0.0,1.9020462039926705e-05,0.0010116473723818281,0.0,4.625982670956676e-06,0.00012770075110373518,0.0,3.7040775688572988e-06,0.00010869733848396988,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.888212927756654,0.9870722433460076,0.9365779499590624,episodic in-batch query vs randomly selected support prototypes,41.78579942137003,0.8299999833106995,0.9549999833106995,0.8942698836326599,0.8199999928474426,0.9549999833106995,0.8891249895095825,training_total_loss
26,0.0001,0.0001,5e-05,5e-05,0.0,False,0.6493574072837207,0.9147498477604452,0.0,0.0,0.5234221140515438,0.3697452736317318,0.0,0.0,0.0,0.0,0.0,0.0,1.079123199212687,0.02158246398425374,0.0,0.0,0.0,0,0.01020477582194166,0.08723010726188073,3.931558935361217,2.334600760456274,0.9981986624206427,0.9798155429245401,656,2630,0,28,2630,0,1.7321446486156284e-05,0.0015439167577174626,0.0,2.600009552874586e-05,0.0012023690900865144,0.0,2.2035759424657692e-05,0.0013349924078543804,0.0,4.924170801651988e-06,0.00015426502380120968,0.0,4.309220766377361e-06,0.00013319727129003565,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8752851711026616,0.9916349809885932,0.9300633736889625,episodic in-batch query vs randomly selected support prototypes,41.90542785078287,0.8500000238418579,0.9300000071525574,0.9006389379501343,0.8399999737739563,0.9399999976158142,0.8968393206596375,training_total_loss
27,0.0001,0.0001,5e-05,5e-05,0.0,False,0.6228443171786178,0.8381910922834401,0.0,0.0,0.46876977050602575,0.3478743753364104,0.0,0.0,0.0,0.0,0.0,0.0,1.0773474290797012,0.021546948581594026,0.0,0.0,0.0,0,0.009039236108698093,0.08807035699883341,3.8098859315589353,2.0,0.9983721282545605,0.9795813694199682,549,2630,0,0,2630,2,8.40672668037509e-06,0.0005672159274711573,0.0,1.3428583331785506e-05,0.0005549268672828995,0.0,9.591610697563218e-06,0.00045461746516853703,0.0,2.5321601049605694e-06,7.670285094718565e-05,0.0,2.711148181130544e-06,9.390325216632586e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8904942965779468,0.9916349809885932,0.9394043108356316,episodic in-batch query vs randomly selected support prototypes,41.98360601812601,0.8500000238418579,0.949999988079071,0.9035674333572388,0.8450000286102295,0.949999988079071,0.9001725912094116,training_total_loss
28,0.0001,0.0001,5e-05,5e-05,0.0,False,0.5959581529197224,0.8114921454297725,0.0,0.0,0.4595765456151812,0.3304407971454324,0.0,0.0,0.0,0.0,0.0,0.0,1.0737399511010928,0.021474799022021856,0.0,0.0,0.0,0,0.008016187662237497,0.08855817466974258,3.821292775665399,2.011406844106464,0.9985223065764278,0.9794451526362633,518,2630,0,0,2630,1,1.2508608721516015e-05,0.001051713848937652,0.0,1.9612072346067828e-05,0.0009559771473764808,0.0,1.4954011155461039e-05,0.0008429892497068587,0.0,2.951962353035599e-06,7.978698355210716e-05,0.0,3.1080563605964277e-06,0.00010958087610950835,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9003802281368821,0.9923954372623575,0.9444866945535058,episodic in-batch query vs randomly selected support prototypes,43.2351184412837,0.8500000238418579,0.9649999737739563,0.9052916765213013,0.8500000238418579,0.949999988079071,0.9017083644866943,training_total_loss
29,0.0001,0.0001,5e-05,5e-05,0.0,False,0.5687805669042312,0.781076090134142,0.0,0.0,0.4440108289504592,0.3156149401949159,0.0,0.0,0.0,0.0,0.0,0.0,1.072515876574208,0.021450317531484162,0.0,0.0,0.0,0,0.007176564537172875,0.08510158369636354,3.8479087452471483,2.901140684410646,0.9987736124502842,0.9804060993992331,522,2630,0,27,2630,0,1.6016334618435784e-05,0.0012713942449928644,0.0,2.5055294620252816e-05,0.001097673738773405,0.0,1.9155066916758707e-05,0.0011210985035826784,0.0,3.891446535167883e-06,0.00011469268857971266,0.0,4.6332805406937694e-06,0.00015608309571949315,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.905703422053232,0.9954372623574145,0.9482129296422458,episodic in-batch query vs randomly selected support prototypes,53.56361946463585,0.8299999833106995,0.9350000023841858,0.8903749585151672,0.8349999785423279,0.9449999928474426,0.8950059413909912,training_total_loss
30,0.0001,0.0001,5e-05,5e-05,0.0,False,0.5413940965676374,0.737765524366396,0.0,0.0,0.4146096852728424,0.30175075171508264,0.0,0.0,0.0,0.0,0.0,0.0,1.0702545502339933,0.021405091004679865,0.0,0.0,0.0,0,0.0063705711002273934,0.08065580029904616,3.8669201520912546,2.6958174904942966,0.998930657997784,0.9816276394822299,611,2630,0,24,2630,0,1.513736605878486e-05,0.0013134364671714138,0.0,2.3675302949348926e-05,0.0011843605825561099,0.0,1.823715382036945e-05,0.0011115899225322729,0.0,3.6947813829410085e-06,0.00011442941643378748,0.0,3.470078366620198e-06,0.00012600301676814394,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9095057034220533,0.9946768060836502,0.9500887221709857,episodic in-batch query vs randomly selected support prototypes,72.51500875502825,0.8299999833106995,0.9150000214576721,0.8878888487815857,0.8450000286102295,0.9350000023841858,0.8987083435058594,training_total_loss
31,0.0001,0.0001,5e-05,5e-05,0.0,False,0.5138819137202523,0.7610854292182188,0.0,0.0,0.43300974350137117,0.30666426791253537,0.0,0.0,0.0,0.0,0.0,0.0,1.0705710155429042,0.021411420310858086,0.0,0.0,0.0,0,0.005955461703042567,0.0777781126956976,3.9049429657794676,2.653992395437262,0.998944375904794,0.9824084369855235,658,2630,0,16,2630,0,1.3294888877421077e-05,0.0010325879411539063,0.0,2.1379407647665566e-05,0.001010982379999145,0.0,1.553757221017804e-05,0.0009168956702134372,0.0,3.3100487907436867e-06,9.503881288505259e-05,0.0,2.7623067150476085e-06,8.646417758687417e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.908745247148289,0.9870722433460076,0.9474778206176178,episodic in-batch query vs randomly selected support prototypes,69.92724622786045,0.8650000095367432,0.9399999976158142,0.9086250066757202,0.8450000286102295,0.9350000023841858,0.8975416421890259,training_total_loss
32,0.0001,0.0001,5e-05,5e-05,0.0,False,0.48632757195715043,0.7349168538990583,0.0,0.0,0.40947732223045546,0.3040798636500373,0.0,0.0,0.0,0.0,0.0,0.0,1.0679834147369907,0.021359668294739814,0.0,0.0,0.0,0,0.005314338304272396,0.07259747009200289,3.923954372623574,2.931558935361217,0.9990794592937136,0.9838017313652618,716,2630,0,14,2630,0,1.4289612165287377e-05,0.0012389182983107666,0.0,2.1529908207997194e-05,0.0010069443674832915,0.0,1.8095920527879832e-05,0.0010745972265015422,0.0,2.9056463018507983e-06,9.061475871671323e-05,0.0,3.220174891436857e-06,9.930444373042389e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9072243346007605,0.9916349809885932,0.9493662877681137,episodic in-batch query vs randomly selected support prototypes,72.64990220218897,0.8349999785423279,0.949999988079071,0.8949722051620483,0.8399999737739563,0.9549999833106995,0.8978889584541321,training_total_loss
33,0.0001,0.0001,5e-05,5e-05,0.0,False,0.4588147529086482,0.6867070786031707,0.0,0.0,0.3868008755384714,0.2785572471033371,0.0,0.0,0.0,0.0,0.0,0.0,1.0674479257017941,0.02134895851403588,0.0,0.0,0.0,0,0.004852229214942671,0.06983978972688827,3.9163498098859315,2.958174904942966,0.9991710890835229,0.984532372806462,675,2630,0,14,2630,0,1.2883327347675991e-05,0.000882453759134348,0.0,2.018138873641614e-05,0.0008173821094845023,0.0,1.5780749241197816e-05,0.0007918023189371784,0.0,2.2567594178164133e-06,6.204923251321556e-05,0.0,2.5766275594410866e-06,8.1217608892205e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9239543726235742,0.9954372623574145,0.9583016500726852,episodic in-batch query vs randomly selected support prototypes,71.95979802310467,0.8149999976158142,0.9399999976158142,0.8832916021347046,0.8399999737739563,0.9549999833106995,0.8968055844306946,training_total_loss
34,0.0001,0.0001,5e-05,5e-05,0.0,False,0.43142701210194184,0.7097429588238776,0.0,0.0,0.40445863148206385,0.28401131573852023,0.0,0.0,0.0,0.0,0.0,0.0,1.0636506869312474,0.02127301373862495,0.0,0.0,0.0,0,0.00435199172274978,0.06601131718761567,3.9049429657794676,2.7186311787072244,0.9992686353708855,0.9855372191835265,805,2630,0,16,2630,0,2.0564110958584285e-05,0.0017710684236850024,0.0,3.055214126033791e-05,0.0017464846155884775,0.0,2.702283998701205e-05,0.0014405825965825767,0.0,3.529526385445284e-06,0.00010554061725542851,0.0,3.1379731732426663e-06,9.343407951486629e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9034220532319391,0.9931558935361217,0.9475918904003535,episodic in-batch query vs randomly selected support prototypes,74.10607808083296,0.8650000095367432,0.9599999785423279,0.910839319229126,0.8450000286102295,0.9649999737739563,0.9020892381668091,training_total_loss
35,0.0001,0.0001,5e-05,5e-05,0.0,False,0.4042475252057189,0.6525995143097844,0.0,0.0,0.3674961308925567,0.2638186490439417,0.0,0.0,0.0,0.0,0.0,0.0,1.0642366286919598,0.021284732573839196,0.0,0.0,0.0,0,0.003956737658965044,0.06326717296933947,3.897338403041825,2.832699619771863,0.9993400247378041,0.9862481552838372,638,2630,0,22,2630,0,1.485726561359765e-05,0.0010179330311075319,0.0,2.4031799690809358e-05,0.000885395207660622,0.0,1.7081129909359204e-05,0.0008297789627249585,0.0,2.9355610940180147e-06,8.593870964952137e-05,0.0,2.584928906352551e-06,8.971222570965307e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9201520912547528,0.9916349809885932,0.9555893551714066,episodic in-batch query vs randomly selected support prototypes,72.20133063942194,0.8349999785423279,0.949999988079071,0.8948471546173096,0.8600000143051147,0.9649999737739563,0.9087499976158142,training_total_loss
36,0.0001,0.0001,5e-05,5e-05,0.0,False,0.37735883542838455,0.6932507407189322,0.0,0.0,0.3945771920710358,0.27743151388042553,0.0,0.0,0.0,0.0,0.0,0.0,1.0621017815948892,0.021242035631897787,0.0,0.0,0.0,0,0.003719549564141851,0.05843474898671469,3.9277566539923954,3.0,0.9993740753075923,0.9874841255833441,696,2630,0,26,2630,0,1.3667343903226278e-05,0.0011412511129102704,0.0,2.243641247697984e-05,0.001091838034751293,0.0,1.56541399068796e-05,0.0007748307252768427,0.0,1.8152758503983283e-06,4.978633179624532e-05,0.0,2.022765595910414e-06,6.814544083714022e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9269961977186312,0.990874524714829,0.9591128015699495,episodic in-batch query vs randomly selected support prototypes,68.2105099260807,0.8650000095367432,0.9449999928474426,0.9084306359291077,0.8500000238418579,0.9549999833106995,0.9027559757232666,training_total_loss
37,0.0001,0.0001,5e-05,5e-05,0.0,False,0.3508426028370524,0.6016848941011347,0.0,0.0,0.32848316744520345,0.25199265337545607,0.0,0.0,0.0,0.0,0.0,0.0,1.060453442566295,0.021209068851325903,0.0,0.0,0.0,0,0.003305648554456438,0.05500687981739697,3.699619771863118,2.9961977186311786,0.9994132224144591,0.9883488158309415,559,2630,0,7,2630,0,1.4647854974165447e-05,0.0011938577606218001,0.0,2.2854416061233807e-05,0.0010444915351399686,0.0,1.8189447205583876e-05,0.0010615016032846012,0.0,2.562998972166497e-06,7.293148239893656e-05,0.0,2.4538762519098e-06,7.799075790769296e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9186311787072243,0.9961977186311787,0.9556654010888741,episodic in-batch query vs randomly selected support prototypes,68.86567854136229,0.8600000143051147,0.9649999737739563,0.9107916355133057,0.8600000143051147,0.949999988079071,0.9070892333984375,training_total_loss
38,0.0001,0.0001,5e-05,5e-05,0.0,False,0.32477935635860244,0.5450756263426955,0.0,0.0,0.29194994873090374,0.2319471238485534,0.0,0.0,0.0,0.0,0.0,0.0,1.0589276747105238,0.021178553494210477,0.0,0.0,0.0,0,0.003098550040147377,0.052025350441044275,3.8859315589353614,2.935361216730038,0.9994601110995043,0.9890897416796521,663,2630,0,25,2630,0,1.810053156045147e-05,0.001402191472672192,0.0,2.831190059688587e-05,0.00131060705462005,0.0,2.233323998877625e-05,0.001049933593354321,0.0,3.0321993378379375e-06,8.769515972874485e-05,0.0,2.339799166861667e-06,6.851706046161001e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9391634980988594,0.9961977186311787,0.9659315613286124,episodic in-batch query vs randomly selected support prototypes,59.66847622394562,0.8700000047683716,0.9549999833106995,0.9159583449363708,0.8650000095367432,0.9549999833106995,0.911339282989502,training_total_loss
39,0.0001,0.0001,5e-05,5e-05,0.0,False,0.29924824921597926,0.5719759034793187,0.0,0.0,0.3131044972732224,0.23771552638834192,0.0,0.0,0.0,0.0,0.0,0.0,1.0577941666084552,0.0211558833321691,0.0,0.0,0.0,0,0.002903121632006827,0.04908395864551058,3.844106463878327,2.9923954372623576,0.9994995523768233,0.9898136743121274,530,2630,0,17,2630,0,8.979779782488809e-06,0.0006142526412336988,0.0,1.408388623807306e-05,0.0005797878405116665,0.0,1.1066453688662087e-05,0.0005449389483536444,0.0,1.6576721704503988e-06,4.8518526552600504e-05,0.0,1.4607682174982983e-06,4.3417924757704895e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.929277566539924,0.996958174904943,0.962192650348968,episodic in-batch query vs randomly selected support prototypes,63.99091839045286,0.8550000190734863,0.9700000286102295,0.9082916975021362,0.8650000095367432,0.9599999785423279,0.9125892519950867,training_total_loss
40,0.0001,0.0001,5e-05,5e-05,0.0,False,0.27432681854245294,0.5543849035785905,0.0,0.0,0.29356364528743173,0.23965885172537865,0.0,0.0,0.0,0.0,0.0,0.0,1.0581202040153765,0.02116240408030753,0.0,0.0,0.0,0,0.0026569753617912304,0.04665442489569178,3.7984790874524714,3.049429657794677,0.9995572600981129,0.9904037190480831,405,2630,0,31,2630,0,9.732592299574857e-06,0.0007521502991169525,0.0,1.5115617949439703e-05,0.0006792673206551367,0.0,1.21154163171663e-05,0.0007157480621182393,0.0,1.9015669059691781e-06,5.601288090214699e-05,0.0,1.769088393237845e-06,5.693760782118521e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9277566539923955,0.993916349809886,0.9604562746707931,episodic in-batch query vs randomly selected support prototypes,42.71993800252676,0.8550000190734863,0.9750000238418579,0.9118750095367432,0.8700000047683716,0.9599999785423279,0.9152083396911621,training_total_loss
41,0.0001,0.0001,5e-05,5e-05,0.0,False,0.25009074990389557,0.48905339220914096,0.0,0.0,0.2618854186920243,0.20601151099591428,0.0,0.0,0.0,0.0,0.0,0.0,1.057823179792542,0.02115646359585084,0.0,0.0,0.0,0,0.0027068293088615054,0.04304819614998288,3.8897338403041823,3.1102661596958177,0.999509097278798,0.9912683020979732,567,2630,0,40,2630,0,1.238805752531594e-05,0.0008765590100665577,0.0,1.9662812568250437e-05,0.0008282821332353965,0.0,1.485535752213504e-05,0.000753847463004474,0.0,2.234571282550795e-06,6.547004980867703e-05,0.0,2.2168806361427026e-06,7.270911922725125e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9376425855513308,0.9992395437262357,0.9664765542904233,episodic in-batch query vs randomly selected support prototypes,43.35382293909788,0.8600000143051147,0.949999988079071,0.9102916717529297,0.8700000047683716,0.9599999785423279,0.9167559146881104,training_total_loss
42,0.0001,0.0001,5e-05,5e-05,0.0,False,0.22661364744420492,0.5137963522183124,0.0,0.0,0.2839633747857279,0.20866996252080675,0.0,0.0,0.0,0.0,0.0,0.0,1.0581505475388733,0.021163010950777467,0.0,0.0,0.0,0,0.0024919859828611574,0.03988984489225616,3.920152091254753,3.0570342205323193,0.9995594568578916,0.9920136307582202,718,2630,0,33,2630,0,1.6383233167565387e-05,0.0012750018305658678,0.0,2.6260390841668724e-05,0.0011845246878822633,0.0,1.9580300177933297e-05,0.0008788884143931293,0.0,2.3079910351140953e-06,7.468250527153941e-05,0.0,2.08266248437537e-06,6.451611824331849e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9460076045627377,0.9954372623574145,0.9700506979068423,episodic in-batch query vs randomly selected support prototypes,39.260681599378586,0.8899999856948853,0.9750000238418579,0.9344722628593445,0.8650000095367432,0.9599999785423279,0.9156726002693176,training_total_loss
