epoch,learning_rate,adapter_learning_rate,readout_learning_rate,router_learning_rate,phase_learning_rate,phase_focus_epoch,learning_rate_scale,total_loss,kd_loss,relational_kd_loss,retrieval_loss,gallery_loss,teacher_gallery_loss,router_balance_loss,router_importance_loss,router_response_consistency_loss,phase_dc_loss,phase_dc_weighted_loss,ccd_operating_point_loss,ccd_operating_point_weighted_loss,phase_dc_current_loss,phase_dc_rho_mean,phase_dc_rho_max,phase_dc_plane_count,vision_router_entropy,language_router_entropy,vision_router_active_experts,language_router_active_experts,vision_router_max_importance,language_router_max_importance,vision_router_min_selection_count,vision_router_max_selection_count,vision_router_unselected_experts,language_router_min_selection_count,language_router_max_selection_count,language_router_unselected_experts,phase_grad_rms,phase_grad_max,phase_grad_missing_planes,vision_expert_phase_grad_rms,vision_expert_phase_grad_max,vision_expert_phase_grad_missing_planes,vision_global_phase_grad_rms,vision_global_phase_grad_max,vision_global_phase_grad_missing_planes,language_expert_phase_grad_rms,language_expert_phase_grad_max,language_expert_phase_grad_missing_planes,language_global_phase_grad_rms,language_global_phase_grad_max,language_global_phase_grad_missing_planes,phase_physical_std_rad,phase_delta_from_pi_rms_rad,phase_delta_run_rms_rad,phase_delta_epoch_rms_rad,phase_raw_abs_mean,phase_sigmoid_saturation_fraction_abs_raw_gt_4,vision_expert_phase_std_rad,vision_expert_phase_delta_run_rms_rad,vision_expert_phase_delta_epoch_rms_rad,vision_expert_phase_moved_fraction_gt_0p01,vision_global_phase_std_rad,vision_global_phase_delta_run_rms_rad,vision_global_phase_delta_epoch_rms_rad,vision_global_phase_moved_fraction_gt_0p01,language_expert_phase_std_rad,language_expert_phase_delta_run_rms_rad,language_expert_phase_delta_epoch_rms_rad,language_expert_phase_moved_fraction_gt_0p01,language_global_phase_std_rad,language_global_phase_delta_run_rms_rad,language_global_phase_delta_epoch_rms_rad,language_global_phase_moved_fraction_gt_0p01,trainable_tensors_without_gradient,samples,model_forward_samples,train_top1,train_top3,train_mrr,train_metric_definition,epoch_time_sec,test_top1,test_top3,test_mrr,ema_test_top1,ema_test_top3,ema_test_mrr,checkpoint_selected_by
11,0.0001,0.0001,5e-05,5e-05,0.0,False,0.9522232891742329,1.7333571733234046,0.0,0.0,0.9919969835176979,0.7185510683082356,0.0,0.0,0.0,0.0,0.0,0.0,1.1404559485359338,0.022809118970718672,0.0,0.0,0.0,0,0.07742033811009882,0.1987444764647647,3.741444866920152,2.2699619771863118,0.9823604679379626,0.9444526483804101,497,2630,0,52,2630,0,1.2854379292548401e-05,0.0006322781794421774,0.0,1.2581506033321993e-05,0.000580802392505575,0.0,1.0969857027833183e-05,0.0004883528651719514,0.0,1.4277418521097779e-05,0.0004137507556671543,0.0,1.295139993219761e-05,0.0003540972434815818,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.752851711026616,0.9634980988593156,0.8540050774926016,episodic in-batch query vs randomly selected support prototypes,42.501685567200184,0.7200000286102295,0.8899999856948853,0.8167282342910767,0.7300000190734863,0.8949999809265137,0.8258650302886963,training_total_loss
12,0.0001,0.0001,5e-05,5e-05,0.0,False,0.9397867369638457,1.6091751164611527,0.0,0.0,0.9316399083685257,0.6548616240091424,0.0,0.0,0.0,0.0,0.0,0.0,1.133679146095827,0.02267358292191654,0.0,0.0,0.0,0,0.06546503506572528,0.1841099151753654,3.6806083650190113,2.2813688212927756,0.9855264472870773,0.9495352436381148,492,2630,0,210,2630,0,1.4678389837692002e-05,0.0008455741595493496,0.0,1.6296847921434425e-05,0.0008208966215274163,0.0,1.4490072641949934e-05,0.0006200428376489851,0.0,1.3966401736200038e-05,0.00037887786779070405,0.0,1.2910944714609027e-05,0.0003694861687628353,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.7809885931558935,0.9718631178707224,0.8746261150664703,episodic in-batch query vs randomly selected support prototypes,43.309122398495674,0.7699999809265137,0.8999999761581421,0.8433730602264404,0.7400000095367432,0.8999999761581421,0.827609121799469,training_total_loss
13,0.0001,0.0001,5e-05,5e-05,0.0,False,0.9260145668876083,1.4800960240821874,0.0,0.0,0.8509499015916889,0.6065708197964915,0.0,0.0,0.0,0.0,0.0,0.0,1.1287649493706997,0.022575298987413995,0.0,0.0,0.0,0,0.05529670441388631,0.17024318715238754,3.7984790874524714,2.03041825095057,0.9881483035395807,0.9542624805363412,568,2630,0,0,2630,1,1.422171888927031e-05,0.0007832413289829024,0.0,1.6543795871777028e-05,0.0007276258402271196,0.0,1.506934998880232e-05,0.0007254214412699055,0.0,1.3205437393740535e-05,0.00036939646296169873,0.0,1.1266943861950754e-05,0.0003196926856097499,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8060836501901141,0.976425855513308,0.8885551361983267,episodic in-batch query vs randomly selected support prototypes,43.437161445617676,0.7450000047683716,0.9300000071525574,0.8370813131332397,0.7599999904632568,0.8949999809265137,0.8388512134552002,training_total_loss
14,0.0001,0.0001,5e-05,5e-05,0.0,False,0.9109486045733975,1.472118561485421,0.0,0.0,0.8515388695664788,0.5980586170753599,0.0,0.0,0.0,0.0,0.0,0.0,1.1260537149335041,0.022521074298670084,0.0,0.0,0.0,0,0.04858671657089498,0.18052439839214426,3.9163498098859315,2.0,0.9897759599830714,0.9507656328578412,725,2630,0,0,2630,2,1.2616292938868615e-05,0.0006528761171336685,0.0,1.3550288648340419e-05,0.0005931835268191728,0.0,1.1112575780966186e-05,0.0005370679157619764,0.0,1.3511318489431037e-05,0.00038627056554625075,0.0,1.1857630430053437e-05,0.0003650816361187026,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.7939163498098859,0.9718631178707224,0.8815082435825479,episodic in-batch query vs randomly selected support prototypes,46.01936453580856,0.7450000047683716,0.8949999809265137,0.8320475816726685,0.7649999856948853,0.8849999904632568,0.8437401056289673,training_total_loss
15,0.0001,0.0001,5e-05,5e-05,0.0,False,0.894634604853594,1.4252088207029119,0.0,0.0,0.8154005103995988,0.5873717795986639,0.0,0.0,0.0,0.0,0.0,0.0,1.1218263522753698,0.022436527045507394,0.0,0.0,0.0,0,0.04237338376475831,0.17487366695821058,3.91254752851711,2.08745247148289,0.991281278913012,0.9526968897522176,752,2630,0,11,2630,0,1.3331672367452743e-05,0.00077223883896035,0.0,1.675002751458773e-05,0.0007148313067903343,0.0,1.3588605790053926e-05,0.0006538166484720673,0.0,1.152620986236538e-05,0.00031159449021548165,0.0,1.0366597881069797e-05,0.00031413837911843857,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8114068441064639,0.9718631178707224,0.8903041884926336,episodic in-batch query vs randomly selected support prototypes,44.55828060209751,0.7300000190734863,0.9200000166893005,0.8292123675346375,0.7850000262260437,0.8999999761581421,0.8570060133934021,training_total_loss
16,0.0001,0.0001,5e-05,5e-05,0.0,False,0.8771221128091606,1.3770327277396568,0.0,0.0,0.7946675522173241,0.5600519578323164,0.0,0.0,0.0,0.0,0.0,0.0,1.115660960230084,0.022313219204601678,0.0,0.0,0.0,0,0.03869387984785744,0.15960521809048525,3.8098859315589353,2.3802281368821294,0.9920877064135591,0.9577866507120458,554,2630,0,84,2630,0,1.2949332001101408e-05,0.0009142908924591861,0.0,1.725569992621396e-05,0.0008260238391812891,0.0,1.3825018608518544e-05,0.0007470737577282957,0.0,9.733881695085853e-06,0.0002483589513368705,0.0,9.151793847195222e-06,0.0002687260795417907,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8106463878326996,0.9665399239543726,0.8893409429847514,episodic in-batch query vs randomly selected support prototypes,41.23564474284649,0.8199999928474426,0.9449999928474426,0.8828511238098145,0.8050000071525574,0.9100000262260437,0.8689345717430115,training_total_loss
17,0.0001,0.0001,5e-05,5e-05,0.0,False,0.8584643133028598,1.2735090809714884,0.0,0.0,0.7383546439599699,0.5129030282138192,0.0,0.0,0.0,0.0,0.0,0.0,1.1125704249501682,0.022251408499003363,0.0,0.0,0.0,0,0.033225221424841606,0.1603492787355706,3.9163498098859315,2.0,0.9934053896951132,0.9575369038509325,692,2630,0,0,2630,2,1.0213438015073604e-05,0.0007855852748304772,0.0,1.4599817721513578e-05,0.0007691951432207134,0.0,1.0450654899938985e-05,0.000505529734774817,0.0,7.203283339712081e-06,0.00018784912780185032,0.0,6.295958440562442e-06,0.00018721136244234264,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8319391634980988,0.9771863117870723,0.9046641360670895,episodic in-batch query vs randomly selected support prototypes,48.45233062654734,0.7699999809265137,0.9150000214576721,0.8515118956565857,0.7850000262260437,0.9049999713897705,0.8572976589202881,training_total_loss
18,0.0001,0.0001,5e-05,5e-05,0.0,False,0.8387178694585729,1.2269174206874442,0.0,0.0,0.69635856020182,0.5083846759844303,0.0,0.0,0.0,0.0,0.0,0.0,1.1087092813883443,0.02217418562776689,0.0,0.0,0.0,0,0.028403773485990984,0.16427062604817147,3.88212927756654,2.038022813688213,0.9944761032840598,0.9562284477310036,539,2630,0,5,2630,0,1.8085849140853888e-05,0.001176413452152961,0.0,2.533550085510277e-05,0.0011646662813810898,0.0,1.908223859053188e-05,0.0009604898181610874,0.0,1.3074826711090282e-05,0.0003483180605274226,0.0,1.1165700016135816e-05,0.000328979042283858,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8326996197718631,0.9779467680608365,0.9033840338993435,episodic in-batch query vs randomly selected support prototypes,46.03262760490179,0.7900000214576721,0.9150000214576721,0.8609286546707153,0.8050000071525574,0.9150000214576721,0.874208390712738,training_total_loss
19,0.0001,0.0001,5e-05,5e-05,0.0,False,0.8179427505772561,1.1947061911990207,0.0,0.0,0.6850351778809831,0.4876155490657676,0.0,0.0,0.0,0.0,0.0,0.0,1.1027733005951565,0.02205546601190313,0.0,0.0,0.0,0,0.0248645753121648,0.14219863837436125,3.828897338403042,2.4372623574144487,0.9951823938482162,0.9634086680049678,497,2630,0,60,2630,0,1.581721114364752e-05,0.001273499760178051,0.0,2.3060426883603213e-05,0.0012052096093871764,0.0,1.798179645058034e-05,0.0010453885396210743,0.0,9.225488318926572e-06,0.0002449923496377388,0.0,7.876719873170909e-06,0.00021700972242147794,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.8304182509505703,0.9825095057034221,0.9046007635022297,episodic in-batch query vs randomly selected support prototypes,43.95761903375387,0.8149999976158142,0.925000011920929,0.8794166445732117,0.7950000166893005,0.925000011920929,0.8671249151229858,training_total_loss
20,0.0001,0.0001,5e-05,5e-05,0.0,False,0.7962020500121436,1.1331753312634878,0.0,0.0,0.6548315794995062,0.4563916335059436,0.0,0.0,0.0,0.0,0.0,0.0,1.0976060166558386,0.021952120333116772,0.0,0.0,0.0,0,0.021516528504656296,0.12779114661674537,3.8631178707224336,2.612167300380228,0.9959584977690258,0.9679065904236565,630,2630,0,92,2630,0,1.3751118485418243e-05,0.0010940194661088753,0.0,2.1158880908192907e-05,0.0010734481056715595,0.0,1.49769380349036e-05,0.0008021937470143062,0.0,7.012955766835408e-06,0.00019308580548178206,0.0,6.139316176196579e-06,0.00018058239870047795,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.834980988593156,0.9863117870722433,0.9074144539271017,episodic in-batch query vs randomly selected support prototypes,40.11741650849581,0.8100000023841858,0.9350000023841858,0.8807260990142822,0.8100000023841858,0.9300000071525574,0.8750416040420532,training_total_loss
