phase,host_time_unix,watts,utilization_percent,memory_used_mib
active:batch82:size4,1788849192.491304,246.84,66.0,5107.0
active:batch83:size4,1788849192.591954,256.01,66.0,5107.0
active:batch83:size4,1788849192.6422873,102.14,78.0,5107.0
active:batch84:size4,1788849192.7429893,248.91,78.0,5107.0
active:batch84:size4,1788849192.7933676,248.91,78.0,5107.0
active:batch85:size4,1788849192.843924,260.85,70.0,5107.0
active:batch85:size4,1788849192.8939962,260.85,70.0,5107.0
active:batch85:size4,1788849192.9444172,84.38,70.0,5107.0
active:batch86:size4,1788849192.9947534,84.38,70.0,5107.0
active:batch86:size4,1788849193.0450804,262.57,70.0,5107.0
active:batch86:size4,1788849193.095424,262.57,73.0,5107.0
active:batch87:size4,1788849193.1457756,267.52,73.0,5107.0
active:batch87:size4,1788849193.1961706,267.52,73.0,5107.0
active:batch87:size4,1788849193.2464926,102.25,73.0,5107.0
active:batch88:size4,1788849193.296844,102.25,79.0,5107.0
active:batch88:size4,1788849193.3472624,258.97,79.0,5107.0
active:batch88:size4,1788849193.3975708,258.97,79.0,5107.0
active:batch89:size4,1788849193.4479141,248.6,64.0,5107.0
active:batch89:size4,1788849193.4982479,248.6,64.0,5107.0
active:batch90:size4,1788849193.5826752,172.4,64.0,5107.0
active:batch90:size4,1788849193.652458,260.03,78.0,5107.0
active:batch94:size4,1788849194.196477,217.61,78.0,5107.0
active:batch94:size4,1788849194.2468488,96.02,68.0,5107.0
active:batch95:size4,1788849194.3475761,248.01,78.0,5107.0
active:batch95:size4,1788849194.397924,248.01,78.0,5107.0
active:batch96:size4,1788849194.4986165,265.84,78.0,5107.0
active:batch96:size4,1788849194.5489626,141.43,70.0,5107.0
active:batch97:size4,1788849194.5993426,141.43,70.0,5107.0
active:batch97:size4,1788849194.649645,258.54,70.0,5107.0
active:batch97:size4,1788849194.700017,258.54,70.0,5107.0
active:batch98:size4,1788849194.7503815,215.88,79.0,5107.0
active:batch98:size4,1788849194.8007245,215.88,79.0,5107.0
active:batch98:size4,1788849194.8510976,215.22,79.0,5107.0
active:batch99:size4,1788849194.9014535,215.22,79.0,5107.0
active:batch99:size4,1788849194.951934,186.18,79.0,5107.0
active:batch99:size4,1788849195.0021667,186.18,79.0,5107.0
active:batch100:size4,1788849195.0524962,220.62,79.0,5107.0
active:batch100:size4,1788849195.102924,220.62,79.0,5107.0
active:batch100:size4,1788849195.1532216,246.47,64.0,5107.0
active:batch101:size4,1788849195.2035344,246.47,64.0,5107.0
active:batch101:size4,1788849195.2540112,133.78,64.0,5107.0
active:batch102:size4,1788849195.3795419,249.29,78.0,5107.0
active:batch105:size4,1788849195.8613641,260.75,78.0,5107.0
active:batch106:size4,1788849195.9619155,257.6,78.0,5107.0
active:batch106:size4,1788849196.0122824,257.6,78.0,5107.0
active:batch107:size4,1788849196.1129735,262.98,78.0,5107.0
active:batch107:size4,1788849196.1633604,151.36,65.0,5107.0
active:batch108:size4,1788849196.2137442,151.36,65.0,5107.0
active:batch108:size4,1788849196.2641003,253.55,65.0,5107.0
active:batch108:size4,1788849196.314463,253.55,65.0,5107.0
active:batch109:size4,1788849196.3648102,211.88,79.0,5107.0
active:batch109:size4,1788849196.4152348,211.88,79.0,5107.0
active:batch109:size4,1788849196.4655194,223.52,79.0,5107.0
active:batch110:size4,1788849196.5158756,223.52,79.0,5107.0
active:batch110:size4,1788849196.5661783,156.33,79.0,5107.0
active:batch110:size4,1788849196.6165535,156.33,79.0,5107.0
active:batch111:size4,1788849196.666899,244.11,79.0,5107.0
active:batch111:size4,1788849196.7173278,244.11,79.0,5107.0
active:batch112:size4,1788849196.817893,256.84,68.0,5107.0
active:batch112:size4,1788849196.86824,92.9,68.0,5107.0
active:batch113:size4,1788849196.9689136,255.3,79.0,5107.0
active:batch114:size4,1788849197.1485188,95.69,68.0,5107.0
active:batch117:size4,1788849197.5884736,95.69,68.0,5107.0
active:batch118:size4,1788849197.6892977,219.14,80.0,5107.0
active:batch118:size4,1788849197.739592,235.34,66.0,5107.0
active:batch119:size4,1788849197.8402464,252.65,66.0,5107.0
active:batch119:size4,1788849197.8906524,252.65,66.0,5107.0
active:batch120:size4,1788849197.991312,119.44,77.0,5107.0
active:batch120:size4,1788849198.0416992,261.13,77.0,5107.0
active:batch121:size4,1788849198.1424325,90.43,73.0,5107.0
active:batch121:size4,1788849198.192776,90.43,73.0,5107.0
active:batch122:size4,1788849198.293494,260.3,73.0,5107.0
active:batch122:size4,1788849198.3438528,260.3,74.0,5107.0
active:batch123:size4,1788849198.4445708,124.85,74.0,5107.0
active:batch123:size4,1788849198.494939,124.85,74.0,5107.0
active:batch124:size4,1788849198.5453384,124.85,79.0,5107.0
active:batch124:size4,1788849198.5956447,124.85,79.0,5107.0
active:batch124:size4,1788849198.6459718,210.13,79.0,5107.0
active:batch125:size4,1788849198.6967883,210.13,79.0,5107.0
active:batch125:size4,1788849198.770997,214.65,66.0,5107.0
active:batch126:size4,1788849198.911177,193.94,66.0,5107.0
active:batch129:size4,1788849199.2870991,235.86,66.0,5107.0
active:batch129:size4,1788849199.3374426,235.86,76.0,5107.0
active:batch129:size4,1788849199.387781,266.93,76.0,5107.0
active:batch130:size4,1788849199.4380507,266.93,70.0,5107.0
active:batch130:size4,1788849199.488283,86.94,70.0,5107.0
active:batch131:size4,1788849199.5888484,257.99,70.0,5107.0
active:batch131:size4,1788849199.6392043,257.99,79.0,5107.0
active:batch132:size4,1788849199.7398257,268.48,79.0,5107.0
active:batch132:size4,1788849199.7899597,268.48,79.0,5107.0
active:batch133:size4,1788849199.890671,240.68,67.0,5107.0
active:batch133:size4,1788849199.9410033,265.06,78.0,5107.0
active:batch134:size4,1788849200.0417445,207.54,78.0,5107.0
active:batch134:size4,1788849200.092061,207.54,78.0,5107.0
active:batch135:size4,1788849200.1925216,198.9,78.0,5107.0
active:batch135:size4,1788849200.2429123,218.04,78.0,5107.0
active:batch136:size4,1788849200.343542,229.64,66.0,5107.0
active:batch136:size4,1788849200.3937654,229.64,66.0,5107.0
active:batch137:size4,1788849200.4920685,251.88,66.0,5107.0
active:batch138:size4,1788849200.6201227,125.75,79.0,5107.0
