batch_index,batch_size_videos,model_boundary_cuda_ms,preprocessing_ms,host_to_device_ms,component_sum_decode_processor_transfer_model_ms,vision_block0_input_shape,language_block0_input_shape
0,4,496.1023864746094,1685.30935049057,57.35176056623459,2238.763497531414,"[6272, 1024]","[4, 446, 2048]"
1,4,110.15577697753906,1720.7695543766022,37.6216396689415,1868.5469710230827,"[6272, 1024]","[4, 446, 2048]"
2,4,110.50188446044922,1633.0875977873802,38.64162415266037,1782.2311064004898,"[6272, 1024]","[4, 446, 2048]"
3,4,110.99852752685547,1768.6095982789993,38.357459008693695,1917.9655848145485,"[6272, 1024]","[4, 446, 2048]"
4,4,111.03231811523438,1740.5929192900658,41.52652621269226,1893.1517636179924,"[6272, 1024]","[4, 446, 2048]"
5,4,110.12710571289062,1416.6514724493027,37.22967207431793,1564.0082502365112,"[6272, 1024]","[4, 446, 2048]"
6,4,109.62944030761719,1813.8308823108673,35.9862744808197,1959.4465970993042,"[6272, 1024]","[4, 446, 2048]"
7,4,110.22233581542969,1794.6836799383163,35.29351204633713,1940.1995278000832,"[6272, 1024]","[4, 446, 2048]"
8,4,109.7861099243164,1651.0757431387901,35.35239398479462,1796.2142470479012,"[6272, 1024]","[4, 446, 2048]"
9,4,109.697021484375,1585.0788354873657,35.666316747665405,1730.4421737194061,"[6272, 1024]","[4, 446, 2048]"
10,4,109.412353515625,1774.3249759078026,35.88169068098068,1919.6190201044083,"[6272, 1024]","[4, 446, 2048]"
11,4,109.91410827636719,2072.753965854645,36.43340617418289,2219.101480305195,"[6272, 1024]","[4, 446, 2048]"
12,4,109.47993469238281,1984.117217361927,35.449281334877014,2129.046433389187,"[6272, 1024]","[4, 446, 2048]"
13,4,109.64275360107422,1773.2483074069023,36.0923632979393,1918.9834243059158,"[6272, 1024]","[4, 446, 2048]"
14,4,110.7240982055664,1930.1600232720375,35.713016986846924,2076.597138464451,"[6272, 1024]","[4, 446, 2048]"
15,4,110.0574722290039,1691.9186562299728,35.86220741271973,1837.8383358716965,"[6272, 1024]","[4, 446, 2048]"
16,4,109.87315368652344,1625.8440613746643,38.41898590326309,1774.1362009644508,"[6272, 1024]","[4, 446, 2048]"
17,4,110.37286376953125,1698.969066143036,39.00899738073349,1848.3509272933006,"[6272, 1024]","[4, 446, 2048]"
18,4,112.41267395019531,1732.7930927276611,35.47638654708862,1880.682153224945,"[6272, 1024]","[4, 446, 2048]"
19,4,110.4691162109375,1583.6937949061394,35.15178710222244,1729.3146982192993,"[6272, 1024]","[4, 446, 2048]"
20,4,110.4035873413086,2456.761486828327,35.62405705451965,2602.7891312241554,"[6272, 1024]","[4, 446, 2048]"
21,4,110.07180786132812,1768.9590156078339,35.49589216709137,1914.5267156362534,"[6272, 1024]","[4, 446, 2048]"
22,4,111.44908905029297,2473.2367247343063,35.25027632713318,2619.9360901117325,"[6272, 1024]","[4, 446, 2048]"
