epoch,training_phase,learning_rate_optical,learning_rate_phase,learning_rate_router,learning_rate_recombiner,learning_rate_head,train_loss,train_segmentation_loss,train_bce,train_dice_loss,train_soft_iou_loss,train_boundary_loss,train_router_balance,train_router_importance,train_ccd_operating,train_mean_iou,train_mean_dice,train_mae,train_pixel_accuracy,train_sensitivity,train_specificity,test_loss,test_mean_iou,test_mean_dice,test_mae,test_pixel_accuracy,test_sensitivity,test_specificity,alpha,epoch_time_sec
65,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5573746445443896,0.5367597540219625,0.12321505228678385,0.09500047955248091,0.1673200535774231,0.7722167115741306,1.999892047246297,2.9993519422743056,1.0307444784376356,0.8510724608765708,0.9157732563548618,0.04950372216923166,0.9577413504464286,0.9122214918362325,0.9762562521850698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.126153476536274
66,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5427157730526394,0.5221103766229418,0.1187031196223365,0.09114857501453824,0.16161268379953173,0.7641966705852085,1.9998971716562908,2.9993821398417153,1.0302697478400336,0.8559793734384907,0.9190682602922121,0.0484152106633262,0.9584718900581066,0.9143599092603988,0.9764314274639136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991590328514576
67,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.553049738407135,0.5324401307106018,0.12030903009904756,0.09487908290492164,0.16667456315623388,0.7689843683772617,1.9999022224214342,2.999412612915039,1.0304804473453097,0.8513893671499358,0.9157672317491637,0.048889632311537694,0.9583093953727324,0.9148789001093247,0.9759456518984216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20643513649702
68,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5453292520840963,0.524731117354499,0.11897697309652965,0.09250685479905871,0.1632132242123286,0.763349493874444,1.9999080467224122,2.9994476911756727,1.02990680747562,0.8554308505853018,0.9184155726763937,0.04843279585546377,0.9586993339002268,0.914570081904658,0.9767126429082525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.10893979668617
69,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5408864131238725,0.5202726040946113,0.11645569783118036,0.09136100047164493,0.1617163520389133,0.7646745644675361,1.9999127848943075,2.999476401011149,1.0306905486848619,0.8564648330211639,0.9192327335808013,0.047482219515473933,0.9595717740221088,0.9181434254220275,0.9764356098948509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.84657347202301
70,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5526938998699188,0.5321082589361402,0.12278483947118124,0.09344449361165365,0.1650850154956182,0.7682606485154894,1.9999172846476236,2.999503207736545,1.0292822149064806,0.8527957893908024,0.9170555441247092,0.04993482010164499,0.9569309807256235,0.9133091301908602,0.9747787628292846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.35110542178154
71,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5528737505276998,0.5322775778505537,0.1217889846364657,0.09436961458788978,0.16583946393595803,0.76695753203498,1.9999223566055297,2.999533856709798,1.0298086563746134,0.8522081795169247,0.916270399838686,0.04973913441439605,0.9574443957270408,0.9137220403951415,0.9752995806656605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.831634655594826
72,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5350274973445468,0.5144208375612894,0.1144954385691219,0.08953298615084754,0.15926961812708113,0.7637607929441664,1.9999283287260268,2.9995698801676434,1.030333080291748,0.8584113907814026,0.9207180917263031,0.04692061110688986,0.9600730539611678,0.9183747807384391,0.9770531151823112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.48290799558163
73,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5366089529461331,0.5160305380821228,0.11528105745712916,0.09044205281469557,0.16047639270623526,0.7598005164994134,1.999932017326355,2.9995917828877765,1.028920793533325,0.8576161560085085,0.920105896724595,0.04738408209785583,0.9597457837301587,0.9176280042983644,0.9768375018024612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.01205112040043
74,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5397780789269342,0.5192071176899804,0.11786763798859384,0.09058365662892659,0.1605028004778756,0.7615148981412252,1.9999352555804784,2.9996110661824544,1.0285480091306898,0.8570624407298035,0.9196927908394071,0.04783743094965444,0.9591701433177438,0.9180181464237631,0.9759714934491978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.431518480181694
75,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5426478229628668,0.5220562669965956,0.11869663998484611,0.09124066260125901,0.16177616086271074,0.7631473639276293,1.9999391063054404,2.999634543524848,1.0295778062608507,0.8553754631512694,0.9187635927730137,0.0478472156589534,0.9588816919997165,0.9160327747011073,0.976354695743314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3655176833272
76,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5379403869311015,0.5173519478903876,0.11584790206617779,0.09045725252893236,0.16042641553613873,0.7629079206784566,1.999943610827128,2.9996613311767577,1.0294220293892755,0.8561375055213769,0.9191762799686856,0.04760676912709969,0.9589425444657029,0.9167715668908047,0.9761287788650767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.608707040548325
77,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5346674585342407,0.5140725790129768,0.11455899107787344,0.0896932726436191,0.15935421937041813,0.7612186010678609,1.9999464999304877,2.9996788575914173,1.0297440030839708,0.8583605685830116,0.9206282954414685,0.04708673564755187,0.9600276360544218,0.9182500445103255,0.9770441647774325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5871699899435
78,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5384218655692207,0.5178382563591003,0.11825911316606734,0.09009916696283553,0.15935224009884727,0.75986317925983,1.999949769973755,2.999698520236545,1.029180383682251,0.8578273444539971,0.9198543833030595,0.04743423618697255,0.9592138339710884,0.9185487011670407,0.9757769038776711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.09285140782595
79,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5310027752982246,0.5103940204779307,0.11270838677883148,0.08900605638821919,0.15826179689831205,0.7599329174889459,1.9999525064892238,2.9997148195902508,1.0304377714792887,0.8591972094277541,0.9211691531207826,0.04634155825963096,0.9605525439342404,0.9192792875011752,0.9774270293245427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.943475380539894
80,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5390491795539856,0.5184858345985413,0.1182067910499043,0.09039379040400188,0.1597412649790446,0.7603172180387708,1.9999558554755317,2.999734861585829,1.028167283270094,0.8571432546774547,0.9193924295239978,0.047371261060373045,0.9591735535359978,0.9180912675477308,0.9759190599931338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.21120277047157
81,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5431175769699944,0.5225331426991356,0.11753056367238363,0.09185088568263584,0.16241970585452187,0.7653476566738553,1.9999576881196763,2.999745814005534,1.0292217032114666,0.8557388587461577,0.9187890345520443,0.04787964522433119,0.9592529186153628,0.9163700578379536,0.9766267125738584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.783082857728
82,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5393973833984799,0.5188060066435072,0.11653573155403137,0.09112233976523082,0.16089837577607896,0.7618966139687432,1.9999587726593018,2.9997523498535155,1.0295689312616985,0.8563534006145266,0.9189447519183159,0.04784308286480893,0.9588801640447846,0.9179064545531579,0.9756007622990315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.11538103222847
83,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5421265109380087,0.5215572823418512,0.11804772052499983,0.09114059249560039,0.16152448448869916,0.764902433289422,1.9999610720740424,2.9997662099202476,1.0284614743126763,0.8556939019593928,0.9188541010684437,0.048229455774873836,0.9585546210671768,0.9164202763911956,0.9757440635979869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.66940815746784
84,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5296600593460931,0.5090648372968037,0.11304680582549836,0.08829902172088623,0.15718158258332146,0.7593312732378642,1.9999641752243043,2.999784842597114,1.029761103524102,0.8597656868729326,0.9215745219919417,0.04627585819789341,0.9605221619897959,0.9183469871178167,0.9777562295823596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.50454740971327
85,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5310282626416948,0.5104378983709548,0.11270305282539791,0.0893508137596978,0.15836706817150115,0.7584349266688029,1.9999661164813571,2.9997964583502874,1.0295182842678494,0.8598384925723076,0.9212663364741537,0.04668312695561623,0.9604409589356576,0.9208835970666458,0.9765862159319253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.603779502213
86,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5331443736288283,0.5125658668412103,0.11494831403096517,0.08929332753022512,0.15822233180205028,0.7586299090915256,1.9999684434466891,2.9998103841145833,1.028925388124254,0.858960677617126,0.9207804017265637,0.04611731515179416,0.960657064909297,0.9173893819006735,0.9783059914135579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.58232452720404
87,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5379621966679891,0.5173893645074632,0.11582148164510726,0.09066915028625064,0.16070324692461227,0.7614851888020834,1.9999698119693332,2.9998185729980467,1.0286416731940375,0.8574035467041863,0.9199083408713341,0.04752185240894759,0.9596344201743198,0.920211681306902,0.9758179006600027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.19586192816496
88,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5199772720866733,0.4994073043929206,0.11039884845415751,0.08580648806360033,0.1529834360546536,0.7538575691646999,1.9999716695149738,2.999829856024848,1.0284983322355483,0.8639744639396667,0.9240233741866217,0.044388232771771834,0.962140376984127,0.9230773171961396,0.9780630156374405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.82438490539789
89,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5194388567076789,0.498864795366923,0.10920815838707817,0.08623531440893809,0.15390303432941438,0.7519761861695183,1.9999731312857734,2.999838578965929,1.0287030802832708,0.8628128609889083,0.9234485260314411,0.044526800568682266,0.9620459759424603,0.922141296771011,0.9783055043297266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.474988237023354
90,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5245767452981737,0.5039953683482276,0.11182417839765549,0.08696802669101292,0.15520498269134098,0.7551976998647054,1.9999750815497503,2.9998503706190323,1.0290688302781847,0.8612097293138504,0.9225317013263702,0.045052417032843003,0.9614211752409297,0.9196217566369997,0.9784700560294948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.75373136997223
91,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5274703741073609,0.5068914900885688,0.11249249627192816,0.08800589859485626,0.15644358939594694,0.7562416137589348,1.9999768442577786,2.9998609097798665,1.0289441967010498,0.8608433243632316,0.9219716888335016,0.045987458704820836,0.9608203567885487,0.9207050756298002,0.9771991108110085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.50802290439606
92,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5167471612824334,0.49618860960006717,0.10829261749982834,0.08546946936183505,0.1526280838251114,0.7518218406041464,1.9999783547719319,2.999869956970215,1.0279275380240547,0.8639429653022024,0.92410535633564,0.044302859209021744,0.9622371031746032,0.9248928375745734,0.9774114116476439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.602489836514
93,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5183346512582567,0.49777164803610907,0.11089988198545243,0.08556612127357059,0.1522166109085083,0.7485727363162571,1.9999790090984768,2.999873898824056,1.0281502840254042,0.8639116637574302,0.9237473295794593,0.04432314802459578,0.9618769929846939,0.9229639407665164,0.9777385838156055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.57634571194649
94,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5172022215525309,0.4966029995017581,0.1093133951889144,0.08545940962102679,0.15252473248375786,0.7497465795940823,1.9999804057015313,2.999882284800212,1.0299611981709798,0.8643133711483744,0.9242649562822448,0.044348959944415796,0.9621271789965986,0.9227221958635985,0.9781695565020649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.184559136629105
95,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5141283747884963,0.49357147892316183,0.10798249185085297,0.08420405414369371,0.1509981554084354,0.7525452714496189,1.999981754091051,2.9998904376559787,1.027844721476237,0.8654516219430499,0.925341003437837,0.04388171080288703,0.9624904558177437,0.9241084249375218,0.9781619318252696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.88903579860926
96,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5114374648200141,0.49089741282992894,0.10597485959529877,0.08429760641521877,0.15065704974863264,0.75052862962087,1.9999826780954997,2.9998960155910916,1.0270027361975775,0.8652513040933344,0.9248838418722153,0.043048226449495,0.9631431361607142,0.9238222845049696,0.9791125265772251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.41558028757572
97,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5372556103600397,0.5166915619373321,0.1174779678384463,0.09029633237255943,0.15972187863455878,0.7565033997429742,1.9999839814503988,2.9999038908216686,1.0282024584876166,0.857985929052035,0.9200842294096947,0.047401532478073015,0.9590698961876417,0.9171511804783876,0.9761362706170493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.3863357976079
98,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5150370293193394,0.494458124505149,0.10790726515981885,0.08523798240555658,0.15195997781223722,0.7493715847863092,1.9999850919511584,2.9999105347527397,1.028945362302992,0.8643616057270103,0.9242418709397316,0.04437214443743094,0.9621451822916667,0.9240944196388243,0.9776311327523337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.94439072906971
99,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5195146748754713,0.4989553652869331,0.11132934315337076,0.08543518675698174,0.15244974427753025,0.7514141035079956,1.999985850652059,2.999914983113607,1.0279655022091336,0.864194870442152,0.9242168189419641,0.044746495179848876,0.9617363546981292,0.9221538592105598,0.9779154460606472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2011571675539
100,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5169545541869269,0.49637385818693375,0.10924082560671701,0.08563870833979713,0.15256998856862386,0.7482673271497091,1.9999864043129816,2.9999183230929907,1.029034867286682,0.8635434877375762,0.9236818938453992,0.04409371039764681,0.9621473524305556,0.921690737889471,0.9786158148653434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.49510186910629
