epoch,training_phase,learning_rate_optical,learning_rate_phase,learning_rate_router,learning_rate_recombiner,learning_rate_head,train_loss,train_segmentation_loss,train_bce,train_dice_loss,train_soft_iou_loss,train_boundary_loss,train_router_balance,train_router_importance,train_ccd_operating,train_mean_iou,train_mean_dice,train_mae,train_pixel_accuracy,train_sensitivity,train_specificity,test_loss,test_mean_iou,test_mean_dice,test_mae,test_pixel_accuracy,test_sensitivity,test_specificity,alpha,epoch_time_sec
11,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.7437164431148106,0.7228054218822055,0.1729108731283082,0.1523713250954946,0.2512492288483514,0.8363452010684543,1.9916280253728231,2.94993196911282,1.0455510457356771,0.7988213622880479,0.8797665094170305,0.07738499459766206,0.938191299957483,0.859925660645543,0.9700857729785072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.89884512871504
12,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.7150696296162076,0.6941792747709487,0.1649433665805393,0.1431402368677987,0.23857259896066454,0.8286648911899991,1.9927919822269016,2.9568877103593616,1.0445178084903293,0.807289465053214,0.8859018207755354,0.07304633337353904,0.9417189492984694,0.87274978218876,0.9697305582725279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17321938276291
13,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6982168534066941,0.6773379544417063,0.16390417148669562,0.13635740796724954,0.22850104835298327,0.8228023597929213,1.9938431962331136,2.963146210776435,1.0439448695712619,0.8125122398634752,0.8893614933639765,0.07052619838930853,0.9427399553571428,0.8738550276048873,0.9707751074920633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.19118823856115
14,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6803283190727234,0.659483659002516,0.15916870249642265,0.13065426958931817,0.2205450117588043,0.8170077191458808,1.9946686188379923,2.968067350387573,1.0422330209943984,0.8172361779047383,0.8927317464682791,0.06802940524354273,0.944092970521542,0.8791956450904427,0.9704677524420229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99323345720768
15,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6742502191331652,0.6533860874176025,0.1568189345465766,0.12858504196008047,0.2177675109439426,0.8186258933279249,1.9952779632144504,2.971711575190226,1.0432067584991456,0.8175144251353211,0.8934003265367614,0.0658010867934108,0.9459571198270975,0.880803033479938,0.9724752310947653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34940031170845
16,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6630612042215135,0.6422324217690362,0.15436569131082958,0.12521804637379116,0.21272623247570463,0.8124160549375746,1.9957510444853042,2.97454266972012,1.0414392365349663,0.8206140338215563,0.8953209549850888,0.06532420967171251,0.9459721336451247,0.8843776512679292,0.9710836916694369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.80549030005932
17,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6604645276069641,0.6396987454096477,0.15605799158414205,0.12319698890050253,0.20965025577280255,0.8128242860900031,1.9962235630883112,2.977367023891873,1.0382890918519763,0.8209657758888271,0.8954750236041016,0.06465214952049342,0.9458767582553855,0.8850781901216165,0.9707189322872989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.31497386097908
18,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6504610029856364,0.6297038801511129,0.15208915690581004,0.12136391507254707,0.2064491275946299,0.805655854013231,1.9966537210676405,2.9799431980980766,1.0378562953737047,0.8248651159637505,0.8977919663406081,0.06423579030026114,0.9467584768282313,0.8846287893476935,0.9721178895002188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.07465746253729
19,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6501168751716614,0.6293181665738423,0.1539210307929251,0.11998695525858137,0.2048010743326611,0.8072374934620328,1.9969763538572523,2.9818700652652317,1.0399354865815904,0.824967815892564,0.8983341175980039,0.06340303875151135,0.9468013038548753,0.8861627394055571,0.9714860522301311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.181360602378845
20,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.631533739036984,0.6107859847280714,0.1455036508374744,0.11591622266504499,0.19905746459960938,0.8002920632892184,1.9972823757595486,2.9837060981326635,1.0373878033955892,0.8301497076534563,0.9017716970874203,0.061083519128985415,0.9493823740433673,0.8899390270496593,0.973591966375361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6040648445487
21,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6270703476005131,0.6063433186213175,0.14521706355114777,0.11382083694140116,0.19617691907617782,0.80069091796875,1.997567613919576,2.9854127015007865,1.0363514963785807,0.8311911977330844,0.9027335232992967,0.06007805924837281,0.9496928810586734,0.8933240921721695,0.9726645393884544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.89063296467066
22,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6387637289365132,0.6179994661278195,0.1487448267473115,0.11791920297675662,0.20117060356669955,0.8018299274974399,1.9977769523196751,2.986667743259006,1.038213120566474,0.8260990138558878,0.8987022258092959,0.06226094410262681,0.947482351013322,0.8914403106692912,0.970259250166287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.359634682536125
23,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6157527520921495,0.5950412244266934,0.1406119508544604,0.11139008674356672,0.19225976056522792,0.7953774658838908,1.9979681926303439,2.987811337576972,1.0355764187706842,0.8345259678198231,0.9048509917656581,0.05863330704825265,0.9510562375992063,0.8967393790394574,0.9731351723566142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.34956470131874
24,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6033169298701816,0.5826166952980889,0.13522803717189366,0.10811511801348792,0.18798169553279875,0.7931490794817606,1.998159154786004,2.9889574993981256,1.035011870596144,0.8373947373860412,0.9071202092038261,0.056602216339976336,0.9529300639526644,0.8999946805844009,0.9744804911841518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.09985799342394
25,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6167855490578545,0.5960476104418436,0.14314136892557144,0.11090286884042952,0.1910879295402103,0.7947497010231018,1.998319386376275,2.9899164305792914,1.0368970129224988,0.833424318747388,0.9038603762785594,0.05808405054399486,0.9509599985827665,0.8978485891146676,0.9725658277237607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.55340049415827
26,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6199246006541782,0.5992042824957106,0.14470723807811736,0.11155085013972388,0.19204057229889765,0.7956630510754056,1.9984276045693292,2.9905667803022595,1.0360159248775906,0.831817014300161,0.902784124414126,0.058870406659011665,0.949767330109127,0.8944628261366198,0.9722314428402299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.88432867825031
27,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6029416155815125,0.5822446084022522,0.13588195777601667,0.10806575470500522,0.18742322484652202,0.790917903052436,1.998547725147671,2.991287761264377,1.0348504299587673,0.8366510713928276,0.9064139240317874,0.05691683935740637,0.9523097806831066,0.9017393223846071,0.9729268270710283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.57407261431217
28,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6180858818689982,0.5973638730578953,0.14524207221137153,0.11102793349160088,0.19031533261140188,0.7934294729762608,1.9986783075332641,2.992068421045939,1.036100549697876,0.8322748735381498,0.902634072833591,0.058225740867407144,0.9499783650439343,0.896878804046202,0.9715490385849006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.55686942487955
29,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6102310585975647,0.5895227866702609,0.13848632709847555,0.11002355655034383,0.18991026441256206,0.7943208175235325,1.9987716054916382,2.992627731959025,1.0354136668311225,0.8347066454589367,0.9047410124540329,0.05800323263587865,0.9515572296626984,0.9011577141212448,0.9721176174690774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96013301610947
30,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.598386521604326,0.5777053178681267,0.13511738909615412,0.10660655988587274,0.18469034751256308,0.7898544327418009,1.9988703287972345,2.99322247505188,1.0340602917141384,0.8384513433443176,0.907272013425827,0.05575946959238204,0.952854618409864,0.9018099663349419,0.9735937481607135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.48333217203617
31,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5973357862896389,0.5766434461540646,0.1368280389242702,0.1052937016884486,0.18316251787874432,0.7885992723041111,1.9989602973726062,2.9937602361043294,1.0346168920728895,0.8386257093896469,0.9076093940767977,0.05623537036567048,0.9523224029195011,0.9022886467536637,0.9727570247271969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.275100864470005
32,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5903465432590909,0.5696738355689579,0.13363621837562986,0.10374155455165439,0.18087796416547564,0.7865503634346857,1.9990354776382446,2.9942111937204996,1.0336355802747939,0.8415746308035321,0.9097101506259706,0.0551202043113795,0.9533176994756236,0.9018842015148784,0.9742644258761741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.88915402442217
33,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.6049649747212728,0.5842833952109019,0.14145277463727526,0.10704443024264441,0.18506234678957198,0.7879577255249024,1.9991174242231582,2.994703051249186,1.0340790875752768,0.8371324025922351,0.9061838486956225,0.057702638167642956,0.9507706428925737,0.899519241329342,0.9716374803741111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.11841767281294
34,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5831151257620918,0.562430198457506,0.13121700531906552,0.10179511043760511,0.17798928611808354,0.7837044827143351,1.9991947656207614,2.9951670244004993,1.0342464235093858,0.8438309167491065,0.9110822930269771,0.05411299653604728,0.9542601819373583,0.9070151048625238,0.9734972975071703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.85428034514189
35,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5966243780983819,0.5759427460034688,0.13747264819012747,0.1053576636976666,0.1824807188908259,0.7850075862142775,1.9992501751581828,2.9954996140797934,1.0340815814336142,0.8390821171469158,0.9074803186456363,0.05607341433328295,0.9520899766156462,0.8997878698113095,0.9734112055697742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.37009872496128
36,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5964289270506965,0.5757665920257569,0.13706497304969364,0.10519770516289605,0.18255841003523932,0.7863404316372341,1.999300487836202,2.9958008607228597,1.0331167999903361,0.8409600060019228,0.9088203350040648,0.056324605920147194,0.9528680156958617,0.8999914142189411,0.9744009416931892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.16374665498734
37,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5821853137016296,0.5615363661448161,0.1298751049571567,0.10209289736217923,0.1782104903459549,0.7836419974433051,1.9993540779749552,2.9961238617367214,1.032447492811415,0.843540712594986,0.9108642349640529,0.053683369229980606,0.954752914186508,0.9062269216626009,0.9745288586908956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.67555326223373
38,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5818476690186395,0.561183267434438,0.13155672570069632,0.10149067130353716,0.1773176149527232,0.7805906499756707,1.9993902577294245,2.9963396369086372,1.0332201057010226,0.8435981907612747,0.9109923975997501,0.05367907677648289,0.9541350003543084,0.905902994249771,0.9737148912398569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.87361145019531
39,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5803166025214725,0.5596724784374237,0.13044874515798358,0.10121387057834201,0.1767977750963635,0.781646122402615,1.9994351996315851,2.9966089672512477,1.032206178241306,0.8445038682222367,0.9113930182324516,0.053399688802879146,0.9547671086663833,0.9060089898581166,0.9745861329283767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21410588920116
40,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5866334883371989,0.5659802349408468,0.13384060055017472,0.10245029422971938,0.1786558093627294,0.7827899445427788,1.99947182920244,2.99682933277554,1.0326627699534099,0.8412040489415328,0.9093446426921421,0.05373538458428415,0.9539207323554422,0.9061221443398065,0.9733475168964457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.92984456568956
41,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.576825880739424,0.5561571836471557,0.12856278873152202,0.10078431705633799,0.1759925060139762,0.7792627967728509,1.9995048401090834,2.997027053833008,1.0334348180558945,0.8453672040171093,0.9118392925129997,0.05309895519766948,0.9552423912273242,0.9076398667478016,0.9746031978426236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.03670705854893
42,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5833442568778991,0.562700953748491,0.13359293414486778,0.10138308730390337,0.17661022245883942,0.781069044801924,1.9995355118645561,2.9972092310587564,1.032165182961358,0.8435672081344657,0.9105514266755845,0.05360698943235436,0.954286577912415,0.9054084821811358,0.9741783224278147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.01605445891619
43,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5792451389630635,0.5585893270704482,0.13198074258036083,0.10022299038039313,0.17545808871587118,0.7791681165165372,1.9995655049218073,2.997390308380127,1.0327906894683838,0.8443810116416878,0.9115005118317074,0.053353292309508034,0.9542514128047053,0.904742651762017,0.9744848296624118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.38902961462736
44,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5823104478253258,0.5616664842764536,0.1312438439660602,0.10228383534484439,0.17776993539598254,0.7792454115549723,1.9995876365237766,2.9975234423743355,1.0321982447306315,0.8430614375819763,0.9101283503241009,0.05468572464659641,0.9535880146329365,0.905838381601342,0.9730504998945202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.27486537396908
45,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5842045654190912,0.5635479023721484,0.13216654347048865,0.1023262831237581,0.1781268456247118,0.7818397725952996,1.9996129253175523,2.99767558309767,1.0328332773844402,0.8427509161995517,0.9099640116757817,0.054145833110593074,0.9541114831349207,0.9052340762744597,0.9740352232743189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.00608535856009
46,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5716353766123454,0.5509738760524326,0.12854160972767406,0.09849096278349559,0.1727951752477222,0.7773796897464328,1.999637073940701,2.9978204504648844,1.033075074089898,0.8473334522214201,0.9133330198129018,0.05215508130131936,0.9558372971584467,0.9076225155589179,0.9755546809806308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.91522736102343
47,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.572412027253045,0.5517870088418325,0.12870102796289656,0.09905491557386187,0.17319941222667695,0.7765260161293878,1.9996586730745103,2.997950775358412,1.0312509483761259,0.8466292667223347,0.9125611097448402,0.052347367853264146,0.9554588293650793,0.9083044856896374,0.9746548342799789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.81880051642656
48,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5695676028728485,0.5489327059851752,0.1269604824648963,0.09850240243805779,0.17277505669328902,0.7755541184213426,1.9996811649534438,2.9980855570899116,1.031744915644328,0.8479947608709335,0.9138752403855324,0.05200718269867151,0.9558399987599207,0.9074617516190887,0.975500214936075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.28040903061628
49,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5701577509774102,0.5495252802636889,0.12947055045101377,0.09763358473777771,0.17160292479727005,0.7748757992850409,1.9996974574195014,2.99818220032586,1.0316235478719076,0.8474341162376934,0.9135786051220364,0.052119668714043235,0.9554424647463152,0.9082872637641565,0.9746764861472171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6680684313178
50,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5700479736593035,0.5494315988487668,0.12774596184492112,0.09846473058064778,0.17237857619921365,0.7757478910022312,1.9997152927186754,2.998289730283949,1.0308186679416234,0.8470016928513845,0.9129523963398404,0.0514125034544203,0.9561001939838435,0.9077462685032879,0.9757220166202337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06045158207417
51,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5842557519012027,0.5636171372731527,0.1338918695019351,0.1021623961130778,0.17727405415640937,0.7784293259514703,1.999730348057217,2.9983794562021893,1.031930793126424,0.8431542750034068,0.9100146892004543,0.05422002912919267,0.9536031834608844,0.9039611101968126,0.973876250176795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.37926635146141
52,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5685676007800632,0.5479272712601556,0.12635032763083776,0.09858001132806142,0.1723582010798984,0.7749131149715848,1.9997436454561022,2.998461618423462,1.0320166110992433,0.8474170970420043,0.9131836441324817,0.051825223704314284,0.9561192159155328,0.9097798206580816,0.9749483110188847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.578896284103394
53,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5598505686389076,0.539231218761868,0.12233568367030885,0.09643974297576481,0.16945872558487787,0.7734470044242011,1.9997609673606025,2.9985648112826877,1.0309677675035265,0.850164942642053,0.9150561254885462,0.05081910890246195,0.9569044961734694,0.9123137148581966,0.9750705779601293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.95747063308954
54,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5626323856247796,0.542022242281172,0.12590925448470647,0.09656511916054619,0.1692559047540029,0.7704237749841478,1.999779281086392,2.9986744202507865,1.030507157643636,0.8488940501544211,0.9142258111304707,0.05028125667788274,0.9567800453514739,0.9109232564523934,0.9754134506212683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.62993713468313
55,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5597235831949446,0.5391087113486396,0.12330555127726661,0.09569996171527438,0.16865945749812655,0.7744344152344598,1.9997930992974176,2.998757103814019,1.030743580394321,0.8506452435586187,0.9156001982092857,0.050346102357721655,0.9571803031108277,0.9123434168728755,0.9754637536330413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.72613836079836
56,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5568718796306186,0.5362873307863871,0.12406429797410964,0.09482434319125281,0.16718787007861668,0.7680311409632364,1.9998070939381918,2.998841633266873,1.0292274125417074,0.8519314869079325,0.9163988227645556,0.05096660585900824,0.9564419687145692,0.9103518019408133,0.9752381591320155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0969387665391
57,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5655361138449775,0.5449266375435723,0.12575804743501875,0.09764051947328779,0.17116346895694734,0.7726218891143799,1.9998185496860081,2.9989104419284396,1.0304738018247817,0.8482101083629661,0.9137222629123264,0.05130928757509677,0.9565212452168367,0.9115647673433581,0.9748468773528227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.88002793490887
58,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5716552825768789,0.551046965122223,0.12726500378714667,0.09947228491306305,0.17343699561225043,0.7769277209705777,1.9998289897706774,2.998973337809245,1.0304159492916531,0.8458293793433243,0.9119741139809291,0.05164140184450042,0.9558594192885488,0.9087924288894615,0.9750759971880776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.24571080505848
59,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5695166280534533,0.5489116983943515,0.12880344529946644,0.09834593454996744,0.1719735915131039,0.7711284952693516,1.9998372252782186,2.9990223863389756,1.030246623357137,0.8472961734069718,0.9130403454767333,0.05209508175752601,0.9554207412131519,0.9076368943266389,0.9749550833460487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.76175407320261
60,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5601949032147725,0.5396044201321072,0.12410987360609903,0.09616167061858708,0.16872680412398444,0.771151098675198,1.9998476266860963,2.9990853754679363,1.029524180094401,0.8499929587708579,0.9148885739180777,0.05003273914190107,0.9573283818735827,0.9105042131005562,0.9764583872943058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.76912922412157
61,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5565154311392042,0.5359025563134088,0.12191900253295898,0.09524108992682563,0.167555566628774,0.7723031531439887,1.9998595121171738,2.9991561126708985,1.0306436761220297,0.851567124426365,0.9160422316855854,0.04997942828267069,0.9574798044217687,0.9142817830008505,0.9750285749963449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.240572437644
62,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5482423549228245,0.5276143636968401,0.1203296008043819,0.09266669955518511,0.1637991581360499,0.7670747799343532,1.9998693890041774,2.9992154820760093,1.0313995827568903,0.8540986913773748,0.9177351637019051,0.04872336899071864,0.9584995261125283,0.9154176364619881,0.9760996833974799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.41759665310383
63,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5495635170406765,0.5289475260840522,0.11938861631684833,0.09358420259422726,0.1654027541478475,0.7676905653211805,1.99987952709198,2.9992765680948894,1.0307996156480577,0.8536068201396201,0.9175778159830306,0.0490401114898474,0.9581722115929705,0.9131463513791936,0.9764653554366824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.84408953785896
64,joint_end_to_end,0.0001,0.0001,5e-05,5e-05,0.0003,0.5502597226036919,0.5296475050184462,0.12034398797485564,0.093553579515881,0.16523915078904894,0.7672822904586792,1.9998866934246486,2.9993198776245116,1.030611097017924,0.8531398292051421,0.9172606801655557,0.04894888432388133,0.9583855052437642,0.913628397025917,0.9767017669386544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.31722730398178
